PQGram,Count
script|doIf|{script}|show|*|*|*,2
"{script}|doIfElse|*",10
"{script}|hide",1
"{script}|show",3
"{script}|changeVolume|doUntil|setVolume|playSound",1
script|doIf|{script}|*|*|doSetVar|doSayFor,6
script|doIf|{script}|doIfElse|*|*|*,1
"{sprite:userDef}|*|*|script|script",17
"{reportEquals}|*|literal:userDef|var:userDef|*",34
"{reportOr}|*|reportEquals",2
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
doForever|script|{doIfElse}|*|reportOr|script|script,2
doIf|script|{doSwitchToCostume}|literal:userDef|*|*,15
doIfElse|{reportEquals}|var:userDef|*|*,6
script|{doIf}|*|*|reportEquals|script,3
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
"{script}|doSetVar",44
stage:userDef|{sprite:userDef}|script|*,17
"{reportEquals}|var:userDef|*|*",88
script|doUntil|{reportEquals}|*|*|literal:userDef|yPosition,2
reportLessThan|{var:userDef}|*|*|*,1
"{doIf}|reportOr|script|*|*",6
"{reportEquals}|literal:userDef|var:userDef|*|*",50
sprite:userDef|script|{doForever}|*|script,1
doForever|script|{doIf}|script|*|*|*,21
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,46
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
doForever|script|{doIf}|*|reportKeyPressed,4
doIf|{reportEquals}|literal:userDef|var:userDef|*,72
doIf|{script}|*|doSwitchToCostume,15
sprite:userDef|{script}|doSetVar|doSetVar|doSetVar|*,1
script|{doIf}|reportEquals,54
reportOr|{reportEquals}|var:userDef|*,22
script|doIf|{script}|playSound|*,3
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
script|doIf|{reportEquals}|literal:userDef,67
reportOr|{reportEquals}|var:userDef|*|*,8
script|doIf|{script}|doBroadcast,8
"{changeVolume}|*|*|*|literal:userDef",1
"{receiveKey}|*|*|*|literal:userDef",5
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
"{reportEquals}|var:userDef|*|*|*",77
doIf|script|{doIf}|script,28
script|doIf|{reportEquals}|var:userDef|*|*|*,19
script|doIf|{reportEquals}|*|literal:userDef,41
doIfElse|{script}|*|doSwitchToCostume|*|*,10
"{script}|*|setEffect|*|*",3
"{playSound}|literal:userDef|*|*",8
script|doIf|{script}|doIf|*|*,17
stage:userDef|{script}|doForever|*|*|*,1
sprite:userDef|{script}|setEffect|*|*,3
"{doIf}|*|*|*|reportEquals",8
doIf|script|{doChangeVar}|literal:userDef,2
doIf|script|{playSound}|literal:userDef|*|*|*,2
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,7
"{reportRandom}|literal:userDef",6
"{doIfElse}|script|*|*",8
"{script}|*|changeXPosition|*",1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
script|{doForever}|*|*|script|*,15
doIf|{reportOr}|reportOr|*|*|*,1
stage:userDef|sprite:userDef|{script}|show|*|*|*,6
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
doIfElse|{reportEquals}|*|*|literal:userDef,7
doIf|script|{doSayFor}|literal:userDef|literal:userDef|*,2
doIf|script|{doIf}|script|*,17
script|{changeEffect}|literal:userDef|literal:userDef|*|*,4
script|{doChangeVar}|*|varMenu:userDef|literal:userDef|*,12
sprite:userDef|{script}|doIf|doIf,5
stage:userDef|sprite:userDef|{script}|receiveGo|doSetVar|doSwitchToCostume,1
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
doIf|{reportEquals}|*|*|literal:userDef|var:userDef,70
script|{doIf}|*|*|*|reportOr,6
"*|snapshot|{stage:userDef}|sprite:userDef",17
"{script}|*|*|*|doBroadcast",6
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{doSwitchToCostume}|literal:userDef|*|*|*,29
script|doIf|{script}|*|*|doIf|doIf,4
stage:userDef|{sprite:userDef}|script|script,57
"{script}|*|*|doChangeVar|*",7
"{reportOr}|reportEquals|reportLessThan",2
doIfElse|script|{doSwitchToCostume}|literal:userDef|*,12
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
stage:userDef|sprite:userDef|{script}|*|*|receiveInteraction|doAsk,1
sprite:userDef|script|{doSetVar}|*|*|varMenu:userDef,15
"{script}|receiveGo|show|doShowVar|*",2
sprite:userDef|script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,27
"{script}|*|*|*|receiveGo",52
"{reportEquals}|*|*|*|literal:userDef",94
script|{setEffect}|var:userDef|*|*,1
doIf|{script}|doIf,33
"{script}|*|doSwitchToCostume",16
doIf|{script}|doIf|doIf|*|*,9
script|{setEffect}|literal:userDef|var:userDef|*|*,4
doUntil|{script}|*|*|changeYPosition|*,2
"{doSwitchToCostume}|literal:userDef|*|*|*",2
script|receiveMessage|{literal:userDef}|*|*|*,1
stage:userDef|sprite:userDef|{script}|*|*|receiveGo|show,7
"{script}|*|receiveGo",31
