PQGram,Count
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
"{script}|hide",1
"{script}|show",3
script|doUntil|{reportEquals}|*|literal:userDef,3
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
sprite:userDef|script|{doSayFor}|*|literal:userDef,21
sprite:userDef|{script}|gotoXY|hide|doWaitUntil|show,2
snapshot|stage:userDef|{script}|receiveGo,1
"{reportTouchingColor}|*|*|*|literal:userDef",6
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
doIf|reportAnd|{reportTouchingColor}|literal:userDef|*|*|*,1
script|{doForever}|*|script|*|*,3
sprite:userDef|script|{doWaitUntil}|*|*|*|reportEquals,2
"{script}|doSwitchToCostume|doWaitUntil|doSwitchToCostume|*",1
"{doIf}|*|reportKeyPressed|script|*",6
doForever|script|{changeEffect}|literal:userDef|literal:userDef,4
stage:userDef|sprite:userDef|{script}|receiveMessage,5
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
script|{doIf}|reportKeyPressed|script,9
"{doWait}|*|*|*|literal:userDef",10
"{doForever}|*|*|*|script",6
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
doWaitUntil|{reportEquals}|*|*|literal:userDef|var:userDef,1
doTellTo|{reifyScript}|*|*|list|script,1
doRepeat|{script}|doIf|doIf,1
doIf|{script}|doUntil|*|*|*,2
script|{doWaitUntil}|*|reportEquals,5
sprite:userDef|script|{doWaitUntil}|reportEquals,3
reportJoinWords|{list}|literal:userDef|reportJoinWords|*|*,1
sprite:userDef|{script}|doSayFor|doSwitchToCostume,1
"{script}|gotoXY|doSwitchToCostume",1
"{doWait}|*|*|literal:userDef|*",28
sprite:userDef|script|{doSayFor}|*|literal:userDef|literal:userDef,43
sprite:userDef|script|{doForever}|*|script,1
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
sprite:userDef|script|{doSayFor}|*|*|literal:userDef|literal:userDef,15
doUntil|reportEquals|{reportAttributeOf}|literal:userDef|literal:userDef|*,3
reportOr|{reportTouchingColor}|literal:userDef|*,2
sprite:userDef|script|{doTellTo}|reifyScript|list|*|*,1
script|{gotoXY}|literal:userDef|*|*|*,12
"{script}|doUntil|doStopThis|*",1
doInsertInList|{literal:userDef}|*|*|*|*,1
doIf|{reportAnd}|reportNot|*|*|*,1
sprite:userDef|script|{doTellTo}|*|*|literal:userDef|reifyScript,2
doRepeat|script|{doWearNextCostume}|*|*,1
script|{doWait}|literal:userDef|*|*|*,40
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
sprite:userDef|{script}|hide|*|*|*,4
"{doWait}|*|literal:userDef|*|*",43
"{script}|*|receiveMessage|doSayFor",3
"{script}|*|receiveMessage|show",3
"{script}|doWait",52
script|doIf|{script}|doDeleteFromList|*|*|*,1
"{doIf}|*|reportListContainsItem|script|*",1
"{script}|doShowVar|doShowVar|doShowVar",1
script|doUntil|{reportOr}|*|*|reportTouchingColor,1
"{changeEffect}|*|literal:userDef|literal:userDef|*",4
script|{changeEffect}|literal:userDef|literal:userDef|*,3
sprite:userDef|script|{doSayFor}|literal:userDef|*|*|*,36
stage:userDef|{script}|doForever|*|*|*,1
script|{doWait}|*|*|literal:userDef|*,48
script|{doWait}|*|literal:userDef|*,9
script|{receiveMessage}|literal:userDef|*|*,19
script|{doForever}|script|*|*,18
doIf|script|{doChangeVar}|literal:userDef,2
sprite:userDef|{script}|receiveMessage|doWait,1
doUntil|{script}|doIf,1
"{doWait}|literal:userDef|*|*",24
"{script}|*|changeXPosition|*",1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
script|{doForever}|*|*|script|*,15
"{script}|*|*|doSwitchToCostume|setScale",1
"{doSayFor}|literal:userDef|*|*|*",41
sprite:userDef|{script}|receiveKey|doUntil|setScale|doSwitchToCostume,1
sprite:userDef|script|{doSayFor}|*|literal:userDef|literal:userDef|*,9
doForever|script|{doWait}|*|*|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
"{reportJoinWords}|*|list",3
doForever|{script}|changeEffect|*,7
"{doChangeVar}|literal:userDef|*",3
reportAnd|{reportNot}|reportOr,1
"{script}|doSayFor",3
"{gotoXY}|literal:userDef|*|*|*",4
script|{changeEffect}|literal:userDef|literal:userDef|*|*,4
"{script}|*|*|turnLeft",1
"{doSayFor}|literal:userDef|*",42
doIf|script|{doTellTo}|list,1
"{gotoXY}|literal:userDef",14
sprite:userDef|{script}|doWait,5
stage:userDef|sprite:userDef|{script}|doSayFor,48
doUntil|{script}|*|*|doGotoObject,1
"{reportKeyPressed}|*|*|*|literal:userDef",18
stage:userDef|sprite:userDef|{script}|doUntil|doWaitUntil|doBroadcast,1
"{sprite:userDef}|script",22
script|{goToLayer}|*|literal:userDef,3
sprite:userDef|script|{doForever}|*|*|*|script,6
stage:userDef|sprite:userDef|{script}|doWait|doSayFor|doWait,21
script|{doWait}|literal:userDef|*|*,21
script|{doSayFor}|*|*|literal:userDef|literal:userDef,15
script|{doTellTo}|list|*|*,3
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{script}|*|bounceOffEdge|setHeading",1
"{reportAnd}|*|reportNot|reportTouchingColor",1
"{doSayFor}|literal:userDef|literal:userDef|*",48
sprite:userDef|{script}|*|receiveKey|doChangeVar,1
"{script}|*|receiveGo",11
sprite:userDef|{script}|hide|doWaitUntil|show|doWaitUntil,2
script|{doBroadcast}|literal:userDef|*|*|*,6
"{doForever}|*|script",5
sprite:userDef|script|{doSayFor}|literal:userDef,32
"{doSwitchToCostume}|literal:userDef|*|*|*",2
reportEquals|{literal:userDef}|*|*|*,1
sprite:userDef|{script}|doWait,25
"{reportOr}|*|*|reportOr",1
script|receiveMessage|{literal:userDef}|*|*|*,1
"{script}|doShowVar|doShowVar|doWaitUntil",1
script|doWaitUntil|{reportEquals}|*|*|literal:userDef|var:userDef,11
"{doIf}|reportAnd",2
snapshot|stage:userDef|{script}|receiveMessage|doStopThis,1
script|{doHideVar}|var:userDef|*,1
stage:userDef|script|{doIf}|*|*|reportListContainsItem|script,1
sprite:userDef|{script}|doIf|*|*|*,1
reportAnd|{reportAnd}|*|reportEquals|reportNot,1
doSayFor|{reportJoinWords}|*|list|*|*,2
"{script}|doWaitUntil",15
stage:userDef|script|{doUntil}|reportEquals|script,2
doForever|script|{gotoXY}|literal:userDef|*,2
script|{receiveMessage}|*|literal:userDef|*,4
"{script}|doDeleteFromList",1
sprite:userDef|script|{doSayFor}|literal:userDef|*|*,22
"{sprite:userDef}|script|script|*|*",3
doUntil|script|{doGotoObject}|*|*|*|literal:userDef,1
doUntil|reportEquals|{reportAttributeOf}|literal:userDef|literal:userDef,2
doForever|{script}|*|gotoXY|*|*,2
sprite:userDef|{script}|*|*|*|show,1
"{doSayFor}|literal:userDef",45
script|{doWait}|*|literal:userDef|*|*,20
"{reportEquals}|*|*|literal:userDef",23
"{doBroadcast}|literal:userDef|*|*|*",2
sprite:userDef|script|{doSayFor}|*|literal:userDef|literal:userDef,20
sprite:userDef|{script}|doWait,45
"{doWait}|*|*|literal:userDef",57
sprite:userDef|{script}|doWaitUntil|hide|*|*,1
"{changeYPosition}|*|literal:userDef",2
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
"{doSayFor}|literal:userDef|*",22
"{reifyScript}|list",1
sprite:userDef|script|{doWait}|*|literal:userDef,40
"{script}|*|*|receiveGo|doForever",2
"{doSayFor}|*|literal:userDef",9
"{reportEquals}|var:userDef|*|*",6
"{script}|show|doWait|hide",1
sprite:userDef|script|{doWait}|*|literal:userDef|*,18
"{script}|*|*|doWearNextCostume|*",1
doTellTo|{reifyScript}|*|list|script|*,2
script|{doWaitUntil}|*|*|reportEquals|*,3
script|{doSayFor}|*|*|literal:userDef,44
doForever|{script}|doIf|*|*,5
stage:userDef|sprite:userDef|{script}|*|*|receiveMessage|doForever,3
script|{doSayFor}|literal:userDef|*,30
script|{doWait}|literal:userDef|*,5
snapshot|stage:userDef|{sprite:userDef}|script,37
"{gotoXY}|literal:userDef|literal:userDef|*|*",15
stage:userDef|{sprite:userDef}|script,1
script|doForever|{script}|*|doIf|*|*,4
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
stage:userDef|sprite:userDef|{script}|doChangeVar,2
script|{doWait}|*|literal:userDef,47
script|doSayFor|{reportJoinWords}|*|list,1
sprite:userDef|script|{doUntil}|reportNot|script|*|*,1
script|doForever|{script}|setHeading|*|*|*,1
script|doInsertInList|{evaluateCustomBlock:userDef}|*|*|*,1
"{script}|changeEffect|*|*",6
"{doIf}|reportNot|script",1
stage:userDef|sprite:userDef|{script}|doWait|doSayFor|doWait|doSayFor,5
doRepeat|script|{doIf}|*|reportKeyPressed|script|*,1
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
"{script}|doWait|doSayFor|doTellTo|doWait",2
script|doWaitUntil|{reportEquals}|literal:userDef|var:userDef|*|*,5
script|{doWaitUntil}|reportEquals|*|*,13
"{script}|receiveGo|doForever",1
sprite:userDef|script|{doSayFor}|literal:userDef|*,39
stage:userDef|sprite:userDef|{script}|*|receiveMessage|doWait|doWait,3
sprite:userDef|script|{doSayFor}|literal:userDef|literal:userDef,14
"{receiveMessage}|literal:userDef",15
stage:userDef|sprite:userDef|{script}|hide|doWaitUntil,1
"{doSayFor}|literal:userDef|*|*|*",38
stage:userDef|sprite:userDef|{script}|gotoXY|doSayFor,1
stage:userDef|sprite:userDef|{script}|*|receiveGo,3
script|{doSayFor}|*|literal:userDef,21
"{receiveMessage}|*|*|literal:userDef",23
sprite:userDef|{script}|doWait|doSayFor|doWait,15
doTellTo|reifyScript|{script}|*|*|doWearNextCostume|*,1
"{doChangeVar}|*|varMenu:userDef|literal:userDef|*",4
sprite:userDef|script|{doWait}|*|literal:userDef,43
"{script}|*|show|*",1
"{script}|doPlaySoundUntilDone|doWait",1
script|{changeEffect}|literal:userDef|literal:userDef|*,6
"{script}|hide|*|*",7
"{script}|doWait|doSayFor|doWait",22
script|{doSayFor}|*|*|*|literal:userDef,50
"{doWait}|*|literal:userDef|*|*",40
sprite:userDef|script|{doWaitUntil}|reportEquals|*|*,7
script|{receiveMessage}|*|literal:userDef|*,7
doIf|{reportAnd}|*|*|reportAnd|reportNot,1
script|{doSayFor}|*|*|literal:userDef,47
stage:userDef|sprite:userDef|{script}|doWaitUntil|show|doWaitUntil|hide,2
"{script}|doBroadcast|*|*",5
sprite:userDef|{script}|doWaitUntil|show,4
sprite:userDef|script|{doForever}|*|*|script|*,15
stage:userDef|sprite:userDef|{script}|receiveMessage|show,4
"{script}|doGotoObject|*|*|*",2
"{reportTouchingObject}|*|literal:userDef|*",2
stage:userDef|sprite:userDef|{script}|doWait,16
script|{doSayFor}|*|literal:userDef|literal:userDef,37
"{doSayFor}|literal:userDef|*|*",3
script|{changeYPosition}|*|*|*|literal:userDef,5
script|{doForever}|script|*|*,15
doUntil|reportNot|{reportKeyPressed}|literal:userDef|*|*,1
script|doPlaySoundUntilDone|{literal:userDef}|*|*,1
"{doSayFor}|*|literal:userDef",29
reportAnd|{reportKeyPressed}|*|*|*|literal:userDef,1
doForever|{script}|doIf,6
sprite:userDef|{script}|gotoXY|hide,2
"{script}|doWait",51
sprite:userDef|script|{doForever}|script,3
doIf|{reportListContainsItem}|*|var:userDef|evaluateCustomBlock:userDef,1
"{doSayFor}|literal:userDef|*",2
sprite:userDef|script|{setHeading}|*|*|literal:userDef|*,2
sprite:userDef|script|{receiveInteraction}|literal:userDef|*,2
script|{gotoXY}|literal:userDef,31
snapshot|stage:userDef|{sprite:userDef}|script|script|script|script,22
script|{doSayFor}|literal:userDef|literal:userDef,35
doForever|script|{changeEffect}|literal:userDef|literal:userDef,1
script|{doIf}|reportKeyPressed,10
sprite:userDef|script|{doBroadcast}|literal:userDef,1
sprite:userDef|script|{doWait}|literal:userDef|*|*,13
sprite:userDef|script|{doSayFor}|literal:userDef|literal:userDef|*|*,35
"{doSayFor}|literal:userDef|literal:userDef|*",17
"{gotoXY}|literal:userDef|*|*|*",7
script|{doIf}|reportNot,1
"*|*|{snapshot}|*|*|stage:userDef|customBlock:userDef",1
script|{doRepeat}|script|*,2
"{doSetVar}|*|varMenu:userDef|literal:userDef|*",2
script|{doUntil}|reportNot|script|*|*,2
"{snapshot}|varDec:userDef|varDec:userDef",4
script|{doStopAllSounds}|*|*,1
"{script}|receiveMessage|doStopThis|*",1
"{doWait}|literal:userDef|*",17
reportEquals|{reportAttributeOf}|*|literal:userDef,3
sprite:userDef|{script}|doSayFor|doWait|doSayFor|doSayFor,4
"{reportTouchingColor}|*|*|*|literal:userDef",9
sprite:userDef|{script}|doSayFor|doWait,27
reportNot|{reportKeyPressed}|literal:userDef|*,1
sprite:userDef|script|{receiveMessage}|literal:userDef|*,4
"{doIf}|*|reportNot|script",1
"{doIf}|*|reportKeyPressed|script|*",9
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,1
doTellTo|{literal:userDef}|*|*,1
sprite:userDef|script|{doWait}|*|*|*|literal:userDef,24
script|{doShowVar}|varMenu:userDef|*|*,3
script|{gotoXY}|literal:userDef,11
"{changeEffect}|*|literal:userDef|literal:userDef|*",7
"{doForever}|*|script|*",10
"{reportEquals}|*|literal:userDef|var:userDef",15
sprite:userDef|{script}|doSayFor|doWait|doSayFor|doSwitchToCostume,1
"{reportAnd}|*|*|reportEquals|reportKeyPressed",1
"{receiveMessage}|literal:userDef|*|*",21
"{reportKeyPressed}|*|*|literal:userDef",20
script|doForever|{script}|*|*|*|doPlaySoundUntilDone,1
"*|snapshot|{stage:userDef}|script|script|script",2
script|{doUntil}|reportEquals|script|*|*,2
"{doSayFor}|*|literal:userDef",49
script|{gotoXY}|*|literal:userDef|literal:userDef,5
"{script}|*|*|receiveGo",6
"{script}|*|receiveGo|show|doForever",1
reportOr|{reportOr}|reportTouchingColor,2
"{doIf}|*|*|reportKeyPressed",3
script|{doSayFor}|literal:userDef|*|*|*,14
"{script}|doWaitUntil",16
sprite:userDef|{script}|doSayFor|doWait|doSayFor|doWait,8
script|doUntil|{reportOr}|*|*|*|reportTouchingColor,1
"{goToLayer}|*|literal:userDef|*",1
script|{doBroadcast}|literal:userDef,6
doIf|script|{changeYPosition}|*|literal:userDef|*,1
"{doIf}|reportAnd",3
"{script}|*|*|receiveGo|doForever",5
sprite:userDef|script|{doStopThis}|literal:userDef,1
script|{receiveKey}|*|literal:userDef|*,3
script|{doWait}|literal:userDef|*,56
"{doRepeat}|*|*|literal:userDef",2
"{script}|*|doPlaySoundUntilDone",4
script|{gotoXY}|literal:userDef|*,16
script|{doWaitUntil}|reportEquals|*|*|*,9
script|{gotoXY}|*|*|literal:userDef,9
"{gotoXY}|literal:userDef",13
"{changeXPosition}|*|*|literal:userDef|*",1
script|{doWait}|*|*|literal:userDef|*,2
script|{doWaitUntil}|reportEquals|*|*,16
snapshot|stage:userDef|{sprite:userDef}|script|script|script,28
"{script}|doSayFor",2
sprite:userDef|script|{doSayFor}|literal:userDef|*,36
"{script}|show|doBroadcast|doSayFor|doWait",1
reportNot|reportOr|{reportOr}|reportTouchingColor|reportTouchingColor|*,1
doIf|{reportTouchingObject}|*|literal:userDef|*|*,2
snapshot|{stage:userDef}|sprite:userDef|sprite:userDef,8
sprite:userDef|script|{receiveMessage}|literal:userDef|*|*|*,1
doIf|reportOr|{reportKeyPressed}|literal:userDef,1
doUntil|{script}|doIf|*|*|*,1
"{gotoXY}|literal:userDef|literal:userDef",9
"{sprite:userDef}|script",21
sprite:userDef|{script}|hide,2
"{script}|changeXPosition|*",6
sprite:userDef|{script}|*|receiveMessage|show|*,2
doIf|{reportKeyPressed}|*|literal:userDef|*|*,3
script|{gotoXY}|*|literal:userDef|literal:userDef,2
doForever|script|{doIf}|reportAnd|script|*,1
"{reportNot}|reportOr",1
script|doInsertInList|{evaluateCustomBlock:userDef}|*|*|*|*,1
stage:userDef|script|{doShowVar}|*|var:userDef|*,1
"{script}|*|*|doGotoObject|*",1
sprite:userDef|script|{doSayFor}|*|literal:userDef,18
"{script}|hide|*",4
stage:userDef|sprite:userDef|{script}|*|receiveMessage,12
"{snapshot}|stage:userDef|customBlock:userDef|varDec:userDef",1
"{changeEffect}|literal:userDef|*|*",1
"{script}|doSayFor|doWait|doSayFor",3
"{doUntil}|*|reportNot",1
"{script}|doSwitchToCostume|doWaitUntil",1
snapshot|stage:userDef|{script}|doWait,1
"{receiveInteraction}|*|*|literal:userDef",2
doUntil|script|{doIf}|reportKeyPressed,6
script|{doSayFor}|*|*|literal:userDef|literal:userDef,38
doIf|{script}|*|doSwitchToCostume|doUntil|doSwitchToCostume,1
sprite:userDef|{script}|receiveGo|doForever,6
"{receiveMessage}|literal:userDef",16
stage:userDef|sprite:userDef|{script}|receiveInteraction,4
script|{doGotoObject}|literal:userDef|*|*|*,2
"{script}|show|doWaitUntil",2
"{doSayFor}|literal:userDef|literal:userDef|*|*",49
stage:userDef|{sprite:userDef}|script|script,6
"{script}|*|*|doWearNextCostume|*",4
script|{doWait}|literal:userDef|*|*|*,17
sprite:userDef|script|{doWaitUntil}|*|reportEquals|*|*,12
stage:userDef|sprite:userDef|{script}|doWait|doSayFor|doBroadcast,1
"{doSayFor}|literal:userDef",46
doGotoObject|{literal:userDef}|*|*,1
snapshot|stage:userDef|{script}|receiveMessage|doStopThis|doHideVar|doHideVar,1
sprite:userDef|script|{doSayFor}|literal:userDef,83
stage:userDef|sprite:userDef|{script}|*|*|receiveInteraction,4
sprite:userDef|script|{setHeading}|*|literal:userDef,2
script|{doSayFor}|*|literal:userDef|literal:userDef,40
"{script}|goToLayer|setHeading|doSetVar|doSetVar",1
script|doWaitUntil|{reportEquals}|*|*|literal:userDef,1
"{doForever}|*|*|script",17
"{reifyScript}|list",2
sprite:userDef|script|{receiveMessage}|literal:userDef,6
sprite:userDef|{script}|doForever,8
reportNot|reportOr|{reportOr}|*|reportTouchingColor|reportTouchingColor,1
