PQGram,Count
"{script}|doIfElse|*",10
"{script}|hide",1
"{script}|show",3
doSetVar|{reportSum}|*|reportProduct|reportQuotient,15
script|doIf|{script}|doIfElse|*|*|*,1
doForever|script|{turnLeft}|literal:userDef,12
"{setScale}|*|literal:userDef|*|*",6
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
"{script}|playSound|doWait|*|*",3
"{reportTouchingObject}|*|*|literal:userDef|*",25
script|{turn}|*|*|*|literal:userDef,11
"{reportTouchingObject}|*|*|*|literal:userDef",7
script|{gotoXY}|reportRandom,2
reportSum|{reportQuotient}|*|reportDifference|literal:userDef,7
reportLessThan|{var:userDef}|*|*|*,1
doForever|{script}|turnLeft|doWait,7
sprite:userDef|script|{receiveOnClone}|*,1
sprite:userDef|script|{doForever}|*|script,1
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
"{reportQuotient}|literal:userDef|*|*",9
doWaitUntil|{reportNot}|reportTouchingObject|*,5
script|doForever|{script}|*|gotoXY|goToLayer,6
script|{gotoXY}|literal:userDef|*|*|*,12
script|{doWait}|literal:userDef|*|*|*,40
doIf|script|{doIfElse}|reportLessThan|script|script|*,4
"{sprite:userDef}|script|script",5
script|{doIf}|reportMouseDown,1
"{doIf}|*|reportTouchingObject|script|*",3
"{doWait}|*|literal:userDef|*|*",43
script|doIfElse|{script}|*|*|doChangeVar,4
"{reportLessThan}|literal:userDef",6
doForever|{script}|turnLeft|doWait|turnLeft,11
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
stage:userDef|sprite:userDef|{script}|receiveGo|goToLayer|gotoXY,1
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
doIf|script|{doIfElse}|*|*|reportLessThan,2
doIfElse|script|{doIf}|*|reportMouseDown,1
"{playSound}|literal:userDef|*|*",8
script|doIfElse|{reportTouchingObject}|*|*|literal:userDef|*,4
stage:userDef|{script}|doForever|*|*|*,1
script|{doWait}|*|*|literal:userDef|*,48
doIf|script|{playSound}|literal:userDef|*|*|*,2
"{reportRandom}|literal:userDef",6
"{doIfElse}|script|*|*",8
"{doWait}|literal:userDef|*|*",24
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
sprite:userDef|script|{goToLayer}|literal:userDef|*,6
script|{doForever}|*|*|script|*,15
"{doPlaySoundUntilDone}|var:userDef|*|*|*",1
script|{changeEffect}|literal:userDef|*|*,10
script|{changeEffect}|literal:userDef|literal:userDef|*|*,4
script|{doChangeVar}|*|varMenu:userDef|literal:userDef|*,12
"{script}|*|*|turnLeft",1
script|doForever|{script}|turn|doWait|turn|doWait,11
doForever|script|{gotoXY}|literal:userDef|literal:userDef|*,6
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
stage:userDef|sprite:userDef|{script}|clearEffects|gotoXY|doForever|*,2
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{goToLayer}|*|literal:userDef,3
setHeading|{reportRandom}|literal:userDef|*,1
script|{doWait}|literal:userDef|*|*,21
doIfElse|script|{doSwitchToCostume}|literal:userDef|*,12
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{turnLeft}|literal:userDef|*|*|*",17
sprite:userDef|script|{doSetVar}|*|*|varMenu:userDef,15
"{changeScale}|var:userDef",5
"{script}|*|doSwitchToCostume",16
doSetVar|reportSum|{reportProduct}|*|literal:userDef,3
"{doSwitchToCostume}|literal:userDef|*|*|*",2
script|doIfElse|{reportTouchingObject}|*|literal:userDef|*|*,1
script|receiveMessage|{literal:userDef}|*|*|*,1
"{script}|turn|doWait",11
"{script}|*|receiveGo",31
doRepeat|{script}|*|doWait|*,1
doIfElse|{script}|*|*|doChangeVar,1
script|{receiveMessage}|*|literal:userDef|*,4
"{sprite:userDef}|script|script|*|*",3
doIfElse|{script}|playSound|doChangeVar,2
"{doChangeVar}|*|varMenu:userDef|var:userDef",2
doForever|script|{doWait}|literal:userDef|*,17
script|{doWait}|*|literal:userDef|*|*,20
script|{changeScale}|*|var:userDef|*,8
script|{goToLayer}|*|literal:userDef|*,10
sprite:userDef|{script}|doSetVar|doSetVar|doForever|*,4
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
"{doSetVar}|varMenu:userDef|reportSum|*",7
"{script}|*|*|receiveGo|doForever",2
script|doForever|{script}|gotoXY,5
script|{doWait}|literal:userDef|*,5
snapshot|stage:userDef|{sprite:userDef}|script,37
script|{setEffect}|*|*|literal:userDef,2
stage:userDef|{sprite:userDef}|script,1
script|doForever|{script}|*|doIf|*|*,4
doSetVar|reportSum|{reportProduct}|*|literal:userDef|var:userDef,10
script|{changeScale}|*|*|var:userDef,6
doForever|script|{doWait}|*|*|literal:userDef,15
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
"{script}|receiveGo|doForever",1
doForever|{script}|turn|doWait|turn,12
"{doIfElse}|script|script|*",10
stage:userDef|sprite:userDef|{script}|*|receiveGo,3
script|doForever|{script}|doWait|turnLeft|doWait,11
sprite:userDef|{script}|gotoXY|*|*|*,3
"{script}|doPlaySoundUntilDone|doWait",1
"{script}|gotoXY|doForever|*|*",5
"{doWait}|*|literal:userDef|*|*",40
script|doForever|{script}|*|doIfElse|*,1
stage:userDef|sprite:userDef|{script}|setScale|doSetVar|doSetVar,2
sprite:userDef|{script}|*|*|receiveMessage|doRepeat,1
"{reportTouchingObject}|*|literal:userDef|*",2
"{reportLessThan}|literal:userDef",5
reportSum|reportQuotient|{literal:userDef}|*|*|*,1
script|{changeScale}|*|*|var:userDef,3
script|doPlaySoundUntilDone|{literal:userDef}|*|*,1
sprite:userDef|script|{goToLayer}|literal:userDef|*,9
script|doIfElse|{script}|doIf|*,1
