PQGram,Count
"{script}|doChangeVar|*|*|*",28
"{script}|hide",1
"{script}|show",3
doIf|{script}|*|*|playSound,16
"{doIf}|reportTouchingObject|script",40
"{script}|doChangeVar|*",32
"{sprite:userDef}|*|*|script|script",17
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
"{script}|show|doSetVar|doForever",26
sprite:userDef|{script}|gotoXY,13
"{reportTouchingObject}|*|*|literal:userDef|*",25
"{script}|hide|doChangeVar",31
"{script}|*|setHeading|*|*",2
"{reportTouchingObject}|*|*|*|literal:userDef",7
"{playSound}|*|literal:userDef|*|*",30
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
stage:userDef|{sprite:userDef}|script|*,17
doForever|script|{doIf}|*|*|*|reportTouchingObject,48
script|{doIf}|*|reportTouchingObject|script,58
script|{doIf}|*|*|reportTouchingObject,61
doIf|{reportTouchingObject}|*|*|literal:userDef|*,7
"{gotoXY}|*|*|*|literal:userDef",25
"{doChangeVar}|varMenu:userDef|literal:userDef|*",20
sprite:userDef|script|{doForever}|*|script,1
script|doIf|{script}|playSound,23
doForever|script|{doIf}|script|*|*|*,21
doForever|script|{doIf}|*|reportKeyPressed,4
script|{gotoXY}|literal:userDef|*|*|*,12
"{setHeading}|*|*|*|literal:userDef",5
stage:userDef|sprite:userDef|{script}|receiveMessage|show|doShowVar,1
script|doIf|{script}|playSound|*,3
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
"{doIf}|*|reportTouchingObject|script|*",3
"{doGlide}|*|literal:userDef",21
script|{doGlide}|literal:userDef|*|*,21
"{script}|*|receiveMessage|show",3
stage:userDef|sprite:userDef|{script}|doForever|*,40
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
snapshot|stage:userDef|{sprite:userDef}|script|*,35
"{doIf}|*|*|reportTouchingObject",59
doIf|{script}|hide|doChangeVar|*|*,2
"{playSound}|literal:userDef|*|*",8
sprite:userDef|script|{gotoXY}|literal:userDef|literal:userDef|*,37
doIf|script|{doChangeVar}|literal:userDef,2
doIf|script|{playSound}|literal:userDef|*|*|*,2
sprite:userDef|script|{doGlide}|*|*|literal:userDef|literal:userDef,12
sprite:userDef|script|{doGlide}|literal:userDef,1
script|{doForever}|*|*|script|*,15
script|{doGlide}|*|*|*|literal:userDef,22
"{doIf}|*|reportTouchingObject|script",8
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
script|doIf|{script}|doChangeVar|*|*|*,10
script|{doChangeVar}|*|varMenu:userDef|literal:userDef|*,12
doIf|{script}|*|*|*|playSound,25
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
sprite:userDef|script|{gotoXY}|literal:userDef|literal:userDef,18
script|{doIf}|reportTouchingObject|script,24
"*|snapshot|{stage:userDef}|sprite:userDef",17
"{doIf}|reportTouchingObject|script|*|*",30
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{goToLayer}|*|literal:userDef,3
"{script}|doForever|*|*|*",36
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
sprite:userDef|script|{doSetVar}|*|*|varMenu:userDef,15
sprite:userDef|script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,27
stage:userDef|sprite:userDef|{script}|*|gotoXY|*,28
script|doForever|{script}|doIf,63
sprite:userDef|script|{doGlide}|literal:userDef|*,2
script|receiveMessage|{literal:userDef}|*|*|*,1
stage:userDef|sprite:userDef|{script}|*|*|receiveGo|show,7
"{script}|*|receiveGo",31
doForever|{script}|doIf,66
script|{doForever}|script|*|*|*,29
snapshot|{stage:userDef}|sprite:userDef|sprite:userDef|sprite:userDef,35
doIf|script|{doChangeVar}|*|*|*|varMenu:userDef,13
stage:userDef|script|{doUntil}|reportEquals|script,2
script|{receiveMessage}|*|literal:userDef|*,4
"{sprite:userDef}|script|script|*|*",3
"{script}|doGlide",4
stage:userDef|{sprite:userDef}|script|*|*|*,36
"{doIf}|script",57
sprite:userDef|{script}|*|*|*|show,1
doIf|{reportTouchingObject}|literal:userDef|*,29
script|{gotoXY}|*|*|literal:userDef|literal:userDef,36
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
"{doChangeVar}|literal:userDef|*",23
sprite:userDef|{script}|*|*|receiveGo|show,6
"{script}|*|*|receiveGo|doForever",2
script|{doGlide}|literal:userDef|*,26
"{doChangeVar}|literal:userDef",27
snapshot|stage:userDef|{sprite:userDef}|script,37
doIf|{script}|*|*|gotoXY|*,2
stage:userDef|{sprite:userDef}|script,1
"{script}|doForever|*|*",26
stage:userDef|{script}|doStopAllSounds,2
stage:userDef|sprite:userDef|{script}|show|gotoXY|doWait|doForever,1
script|doForever|{script}|*|doIf|*|*,4
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
"{stage:userDef}|sprite:userDef|sprite:userDef|sprite:userDef|sprite:userDef",36
script|{doIf}|reportTouchingObject|script|*|*,54
"{script}|*|playSound|*|*",22
snapshot|stage:userDef|{sprite:userDef}|*|script|script|*,26
"{script}|receiveGo|doForever",1
sprite:userDef|script|{doSetVar}|literal:userDef,23
script|{doForever}|*|script|*,25
