PQGram,Count
script|{doForever}|script,1
"{script}|hide",1
"{script}|show",3
snapshot|stage:userDef|{sprite:userDef}|*|*|*|script,3
stage:userDef|sprite:userDef|{script}|doSayFor,2
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
reifyScript|script|{doSwitchToCostume}|*|*|literal:userDef,1
doTellTo|{reifyScript}|list|script,1
"{script}|show|doForever|*",1
"{script}|*|*|*|evaluateCustomBlock:userDef",5
"*|snapshot|{stage:userDef}|*|sprite:userDef|sprite:userDef",1
"*|{snapshot}|*|*|*|stage:userDef",1
stage:userDef|{sprite:userDef}|script|script|script,4
"{doSwitchToCostume}|*|literal:userDef|*",1
"{script}|evaluateCustomBlock:userDef|show",3
script|{doTellTo}|literal:userDef|reifyScript|list|*,2
stage:userDef|sprite:userDef|{script}|*|*|*|receiveGo,2
"*|*|{snapshot}|stage:userDef|customBlock:userDef",1
doTellTo|{reifyScript}|*|*|list|script,1
doTellTo|{reifyScript}|script|*|*,3
script|{hide}|*|*|*,1
script|{doIf}|*|reportTouchingObject|script|*,1
"{receiveInteraction}|*|*|*|literal:userDef",1
script|{doSayFor}|literal:userDef|*,2
stage:userDef|sprite:userDef|{script}|show|*,3
sprite:userDef|{script}|hide|*,2
stage:userDef|sprite:userDef|{script}|receiveGo|hide|*,2
script|{doTellTo}|*|*|*|literal:userDef,2
sprite:userDef|{script}|*|receiveGo,3
"{script}|*|*|receiveGo",1
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
stage:userDef|{sprite:userDef}|*|script,1
reifyScript|script|{doSwitchToCostume}|literal:userDef|*,1
sprite:userDef|{script}|*|*|receiveGo,2
"{sprite:userDef}|script|*|*|*",4
sprite:userDef|script|{doTellTo}|literal:userDef|reifyScript|list|*,1
"{doSayFor}|*|literal:userDef|literal:userDef|*",2
"{script}|*|*|*|doIf",1
"{script}|gotoXY|show|doSayFor|doSayFor",1
"*|snapshot|{varDec:userDef}|*|*|*|*",1
sprite:userDef|script|{doTellTo}|reifyScript|list|*|*,1
"{script}|evaluateCustomBlock:userDef|hide|*",3
script|doTellTo|{reifyScript}|list|script|*,3
sprite:userDef|{script}|*|evaluateCustomBlock:userDef,8
sprite:userDef|script|{doTellTo}|*|*|literal:userDef|reifyScript,2
"{sprite:userDef}|script|script",5
sprite:userDef|{script}|hide|*|*|*,4
stage:userDef|sprite:userDef|{script}|hide|*|*,5
script|doIf|{reportTouchingObject}|literal:userDef|*,1
"{script}|show|*",1
stage:userDef|{sprite:userDef}|*|*|*|script,1
"{sprite:userDef}|script",8
script|doTellTo|{reifyScript}|*|*|*|list,2
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",4
script|doTellTo|{reifyScript}|list,2
sprite:userDef|{script}|doSayFor|doSayFor|*,1
sprite:userDef|script|{doForever}|*|script|*,1
snapshot|customBlock:userDef|{script}|*|*|*|*,1
script|{doIf}|reportTouchingObject|script,1
"{sprite:userDef}|script|script",10
sprite:userDef|{script}|hide|*|*,4
snapshot|stage:userDef|{sprite:userDef}|script|script|script|script,1
"{script}|*|*|evaluateCustomBlock:userDef",6
snapshot|stage:userDef|{sprite:userDef}|script|script|script|*,4
"{doSayFor}|literal:userDef",3
doTellTo|reifyScript|{script}|doSwitchToCostume|*|*,3
customBlock:userDef|{script}|*|*,1
