PQGram,Count
sprite:userDef|script|{reportLessThan}|*|literal:userDef|literal:userDef,1
sprite:userDef|{script}|*|reportOr,2
"{script}|show",3
"{script}|hide",1
script|doGlide|{reportRandom}|*|*|*|literal:userDef,2
sprite:userDef|script|{doAddToList}|literal:userDef|var:userDef|*,69
script|doIf|{script}|doIfElse|*|*|*,1
reportOr|reportOr|{reportKeyPressed}|*|*|*|literal:userDef,2
"{reportOr}|*|reportEquals",2
doIf|reportAnd|{reportTouchingColor}|literal:userDef|*|*|*,1
script|doRepeat|{script}|doWait|*|*|*,4
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
"{reportTouchingObject}|*|*|*|literal:userDef",7
script|{doIf}|*|*|reportEquals|script,3
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
doTellTo|{reifyScript}|*|*|list|script,1
doIf|{script}|doUntil|*|*|*,2
"{doAddToList}|var:userDef|*|*",5
reportLessThan|{var:userDef}|*|*|*,1
doIf|script|{doStopThis}|*|*|*|literal:userDef,2
sprite:userDef|script|{receiveOnClone}|*,1
sprite:userDef|script|{doForever}|*|script,1
script|{doAddToList}|var:userDef|*|*|*,5
script|doIf|{reportLessThan}|var:userDef,2
script|{changeXPosition}|*|reportProduct|*,1
doForever|script|{doIf}|script|*|*|*,21
sprite:userDef|{script}|doDeleteFromList,2
script|{doDeleteFromList}|literal:userDef,4
"{doAddToList}|*|*|literal:userDef|var:userDef",22
stage:userDef|sprite:userDef|{script}|doResetTimer|doForever|*|*,1
reportOr|{reportTouchingColor}|literal:userDef|*,2
sprite:userDef|script|{doIf}|*|reportLessThan|script,1
"{setHeading}|*|*|*|literal:userDef",5
"{script}|removeClone|*|*|*",3
sprite:userDef|script|{doTellTo}|*|*|literal:userDef|reifyScript,2
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
"{doIf}|*|reportTouchingObject|script|*",3
"{reportLessThan}|literal:userDef",6
sprite:userDef|script|{reportDifference}|*|*|literal:userDef,1
changeYPosition|{reportRandom}|*|*|*|literal:userDef,1
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
stage:userDef|sprite:userDef|{script}|receiveGo|*,4
sprite:userDef|script|{doIf}|*|reportLessThan|script|*,1
script|doForever|{script}|*|doSwitchToCostume,2
doUntil|{script}|*|*|*|show,1
"{doIf}|*|*|*|reportEquals",8
