PQGram,Count
"{doWait}|*|*|literal:userDef",2
stage:userDef|{script}|*|*|receiveKey,1
script|{doForever}|script,1
"{setEffect}|literal:userDef|literal:userDef|*",1
script|{doWait}|*|literal:userDef|*,2
"{doSwitchToCostume}|*|*|literal:userDef",1
snapshot|stage:userDef|{script}|receiveGo,1
sprite:userDef|{script}|show|*|*|*,1
"*|{snapshot}|*|*|*|stage:userDef",1
snapshot|stage:userDef|{script}|receiveGo|doForever|*,1
script|{doWait}|*|*|literal:userDef,2
"{doSwitchToCostume}|*|literal:userDef|*",1
script|{doWait}|*|literal:userDef,1
script|{doWait}|literal:userDef|*,1
"{sprite:userDef}|script",1
doForever|script|{doIf}|*|*|reportMouseDown,1
script|doIf|{script}|*|doWearNextCostume|doWait,1
"{doWait}|*|literal:userDef|*",2
"{doIf}|script|*",1
stage:userDef|{sprite:userDef}|script|*|*,1
script|{doWait}|literal:userDef|*|*|*,1
snapshot|{stage:userDef}|script|sprite:userDef,1
"{script}|*|receiveGo|setEffect|show",1
"{script}|*|*|receiveGo",1
stage:userDef|{sprite:userDef}|*|script,1
script|doForever|{script}|doPlaySoundUntilDone,1
script|doWait|{literal:userDef}|*|*|*,1
"{script}|*|*|*|doIf",1
"*|snapshot|{varDec:userDef}|*|*|*|*",1
"{setEffect}|literal:userDef|*|*|*",1
stage:userDef|script|{doWait}|*|*|*|literal:userDef,1
snapshot|stage:userDef|{script}|*|*|*|receiveGo,2
script|{doIf}|reportMouseDown,1
"{script}|doWearNextCostume|doWait|*|*",2
"*|{snapshot}|*|stage:userDef|varDec:userDef",1
"{script}|show|*",1
stage:userDef|script|{doSwitchToCostume}|literal:userDef|*,1
stage:userDef|{sprite:userDef}|*|*|*|script,1
"{stage:userDef}|script",2
snapshot|stage:userDef|{sprite:userDef}|*|script|*,1
sprite:userDef|script|{setEffect}|literal:userDef,1
stage:userDef|{script}|*|receiveGo,1
doForever|script|{doIf}|script|*,1
"*|snapshot|{stage:userDef}|*|script|script|script",1
script|receiveKey|{literal:userDef}|*|*,1
"{stage:userDef}|script|script",2
script|{doPlaySoundUntilDone}|*|*|literal:userDef|*,1
script|{doSwitchToCostume}|literal:userDef,1
stage:userDef|{script}|*|*|receiveGo,2
doPlaySoundUntilDone|{literal:userDef}|*|*,1
stage:userDef|{sprite:userDef}|script|*|*|*,1
snapshot|stage:userDef|{sprite:userDef}|*|script,1
stage:userDef|{script}|doForever|*|*|*,1
doForever|{script}|doPlaySoundUntilDone|*|*|*,1
doForever|script|{doIf}|*|reportMouseDown|script|*,1
stage:userDef|sprite:userDef|{script}|*|receiveGo|setEffect,1
doForever|script|{doPlaySoundUntilDone}|literal:userDef,1
"*|snapshot|{stage:userDef}|*|script|script",1
"{doWait}|literal:userDef|*|*",1
"*|{snapshot}|stage:userDef|varDec:userDef",1
stage:userDef|{script}|receiveGo,1
"{sprite:userDef}|*|*|script",1
stage:userDef|{script}|receiveGo|doForever|*|*,1
"{script}|doForever|*",2
script|{doIf}|*|reportMouseDown,1
snapshot|{varDec:userDef}|*,1
"{setEffect}|*|*|*|literal:userDef",1
"*|snapshot|{stage:userDef}|script|sprite:userDef|*",1
stage:userDef|{script}|doForever,2
script|doForever|{script}|*|doIf|*|*,1
"*|{snapshot}|varDec:userDef|*|*",1
"{script}|doPlaySoundUntilDone|doPlaySoundUntilDone|*",1
"{snapshot}|*|stage:userDef|varDec:userDef",1
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
doIf|script|{doWait}|literal:userDef|*,1
doIf|{script}|doWait,1
script|doForever|{script}|*|doIf,1
script|{doIf}|script,1
stage:userDef|script|{doForever}|script,1
"{setEffect}|literal:userDef",2
stage:userDef|{script}|*|receiveGo|doSwitchToCostume,1
"{doForever}|*|script|*|*",1
"{stage:userDef}|script|script|script",1
doWait|{literal:userDef}|*,1
sprite:userDef|{script}|setEffect|show|*,1
stage:userDef|{script}|receiveGo|doSwitchToCostume|doForever|*,1
"{script}|receiveGo",1
"{doIf}|script|*|*",1
script|{doSwitchToCostume}|literal:userDef|*,1
"{sprite:userDef}|*|script",1
doForever|script|{doPlaySoundUntilDone}|*|literal:userDef|*,1
stage:userDef|{script}|*|*|*|receiveKey,1
"{reportMouseDown}|*|*|*|*",1
doForever|script|{doIf}|reportMouseDown|script|*|*,1
"{script}|doWait|*|*|*",2
script|{setEffect}|literal:userDef,2
sprite:userDef|script|{show}|*|*|*,1
"{setEffect}|literal:userDef|*|*",1
snapshot|stage:userDef|{script}|doWait|*,1
stage:userDef|{script}|doWait|*,1
"{doIf}|reportMouseDown|script",1
"{stage:userDef}|script|sprite:userDef|*",1
snapshot|{stage:userDef}|*|*|*|script,1
stage:userDef|script|{doForever}|*|script,1
stage:userDef|script|{receiveKey}|literal:userDef|*|*,1
snapshot|stage:userDef|{script}|doWait|*|*,1
doForever|{script}|*|*|doIf|*,1
"{doIf}|reportMouseDown|script|*",1
script|{doPlaySoundUntilDone}|literal:userDef|*|*,1
stage:userDef|{sprite:userDef}|script,1
stage:userDef|script|{doSwitchToCostume}|literal:userDef,1
script|{doForever}|*|*|script,1
doForever|script|{doPlaySoundUntilDone}|literal:userDef|*,2
doIf|script|{doWait}|*|literal:userDef|*,1
doForever|{script}|*|doIf,1
"*|{snapshot}|stage:userDef",1
script|{doWait}|*|*|literal:userDef|*,1
"{stage:userDef}|script|sprite:userDef|*|*",1
snapshot|{stage:userDef}|script|script|sprite:userDef,1
stage:userDef|sprite:userDef|{script}|receiveGo|setEffect,1
doIf|{script}|doWait|*,1
"{script}|*|receiveKey|doWearNextCostume|doWait",1
snapshot|stage:userDef|{script}|doSwitchToCostume,1
"{script}|receiveGo|doForever",1
"{doWearNextCostume}|*|*|*",1
doForever|{script}|*|*|*|doPlaySoundUntilDone,1
"{script}|doSwitchToCostume",1
"{script}|doWait",2
"{receiveKey}|*|literal:userDef|*",1
"{doForever}|*|*|*|script",2
"*|*|{snapshot}|stage:userDef|varDec:userDef|*",1
doForever|{script}|doIf,1
"{script}|*|receiveGo",3
stage:userDef|{script}|receiveKey|doWearNextCostume|doWait,1
"{doWearNextCostume}|*|*|*|*",1
"{reportMouseDown}|*|*",1
"{setEffect}|*|literal:userDef|literal:userDef|*",1
stage:userDef|{script}|*|receiveGo|doSwitchToCostume|doForever,1
"{stage:userDef}|*|script|script",1
"{receiveGo}|*|*",1
stage:userDef|{script}|*|*|receiveGo|doSwitchToCostume,1
snapshot|stage:userDef|{sprite:userDef}|script|*|*,1
script|doPlaySoundUntilDone|{literal:userDef}|*|*,1
script|{doForever}|script|*|*|*,2
script|doForever|{script}|doPlaySoundUntilDone|doPlaySoundUntilDone|*,1
script|doPlaySoundUntilDone|{literal:userDef}|*|*|*,1
"{literal:userDef}|*",1
snapshot|{stage:userDef}|script|sprite:userDef|*|*,1
snapshot|stage:userDef|{script}|*|*|receiveKey,1
snapshot|stage:userDef|{script}|doForever|*|*,2
doForever|{script}|doIf|*|*,1
"{doWait}|literal:userDef|*",2
"{receiveKey}|*|*|literal:userDef",1
script|{doIf}|reportMouseDown|script|*|*,1
"{doIf}|script|*|*|*",1
script|doForever|{script}|doIf|*|*|*,1
script|doIf|{reportMouseDown}|*|*|*,1
"{script}|*|*|*|receiveGo",2
"{script}|doForever|*|*|*",1
"{doIf}|reportMouseDown",1
"{script}|*|doPlaySoundUntilDone|doPlaySoundUntilDone|*",1
"{receiveKey}|*|literal:userDef",1
script|{setEffect}|*|literal:userDef,1
script|{doWait}|*|literal:userDef|*|*,1
doIf|script|{doWait}|literal:userDef|*|*,1
snapshot|{stage:userDef}|script|script|sprite:userDef|*,1
snapshot|stage:userDef|{sprite:userDef}|*|script|*|*,1
stage:userDef|{script}|*|receiveKey|doWearNextCostume,1
doIf|{reportMouseDown}|*|*,1
"{stage:userDef}|script",1
stage:userDef|{script}|*|receiveGo|doForever|*,1
script|{doForever}|*|script,1
"{stage:userDef}|script|sprite:userDef",1
script|doForever|{script}|*|*|*|doPlaySoundUntilDone,1
stage:userDef|script|{doWait}|literal:userDef|*,1
"*|snapshot|{stage:userDef}|*|script",1
doForever|script|{doPlaySoundUntilDone}|literal:userDef|*,1
script|{doWait}|literal:userDef,2
script|{receiveKey}|literal:userDef|*|*,1
script|{show}|*|*|*|*,1
"{setEffect}|literal:userDef",1
"{sprite:userDef}|script|*|*|*",1
"{doForever}|script|*",2
sprite:userDef|script|{receiveGo}|*|*,1
