PQGram,Count
sprite:userDef|{script}|receiveMessage|hide,2
sprite:userDef|{script}|gotoXY,3
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
"{script}|hide",1
"{script}|show",3
script|{receiveMessage}|*|*|literal:userDef,11
reifyScript|script|{doSwitchToCostume}|*|*|literal:userDef,1
"{script}|doRepeat|doBroadcast|doRepeat",1
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
script|{doRepeat}|literal:userDef|script|*,1
"{receiveMessage}|*|literal:userDef|*|*",7
stage:userDef|sprite:userDef|{script}|receiveMessage,5
script|{doSwitchToCostume}|*|literal:userDef|*,10
stage:userDef|{sprite:userDef}|script|script|script,4
"{doSwitchToCostume}|*|literal:userDef|*",1
script|{doWait}|*|literal:userDef,1
"{doWait}|*|*|*|literal:userDef",10
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
doTellTo|{reifyScript}|*|*|list|script,1
doTellTo|{reifyScript}|script|*|*,3
script|{hide}|*|*|*,1
"{script}|doRepeat|*|*|*",1
script|doIfElse|{script}|*|evaluateCustomBlock:userDef|doWait|evaluateCustomBlock:userDef,1
script|{doWait}|literal:userDef|*|*|*,1
reportNot|reportEquals|{evaluateCustomBlock:userDef}|*|*|*|*,1
stage:userDef|sprite:userDef|{script}|receiveGo|hide|*,2
script|{doTellTo}|*|*|*|literal:userDef,2
script|{doWait}|literal:userDef|*,10
"{script}|*|*|receiveGo",1
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
"{doIfElse}|*|*|reportAnd",1
reifyScript|script|{doSwitchToCostume}|literal:userDef|*,1
sprite:userDef|{script}|*|*|receiveGo,2
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
"{script}|receiveGo|show|doSwitchToCostume|doRepeat",1
sprite:userDef|script|{doTellTo}|reifyScript|list|*|*,1
"{doBroadcast}|*|literal:userDef|*|*",6
"{doWait}|*|literal:userDef|*|*",18
"{doRepeat}|*|literal:userDef",2
sprite:userDef|{script}|doRepeat|doBroadcast|*|*,1
stage:userDef|script|{doWait}|*|*|*|literal:userDef,1
sprite:userDef|script|{doTellTo}|*|*|literal:userDef|reifyScript,2
doRepeat|script|{doWearNextCostume}|*|*,1
"{sprite:userDef}|script|script",5
sprite:userDef|{script}|hide|*|*|*,4
stage:userDef|sprite:userDef|{script}|hide|*|*,5
"{script}|show|*",1
script|doTellTo|{reifyScript}|*|*|*|list,2
script|doTellTo|{reifyScript}|list,2
snapshot|customBlock:userDef|{script}|*|*|*|*,1
doIfElse|{script}|*|evaluateCustomBlock:userDef|*|*,1
script|{doPlaySoundUntilDone}|*|*|literal:userDef|*,1
doPlaySoundUntilDone|{literal:userDef}|*|*,1
"{snapshot}|customBlock:userDef|customBlock:userDef",2
script|{receiveMessage}|*|literal:userDef,5
sprite:userDef|{script}|doRepeat|doBroadcast|doRepeat|hide,1
sprite:userDef|{script}|doWait|gotoXY|setScale|goToLayer,1
"{playSound}|literal:userDef|*|*|*",1
doRepeat|{script}|doWait|doSwitchToCostume,2
stage:userDef|{script}|doForever|*|*|*,1
script|{doWait}|*|literal:userDef|*,9
sprite:userDef|{script}|receiveMessage|doWait,1
doRepeat|script|{doSwitchToCostume}|literal:userDef|*,3
doTellTo|reifyScript|{script}|doSwitchToCostume|*|*,3
sprite:userDef|script|{doIfElse}|script|script,1
script|{doStopAllSounds}|*|*|*,1
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,11
script|{doWait}|*|*|literal:userDef|*,9
"{script}|*|*|*|receiveMessage",8
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
sprite:userDef|script|{doTellTo}|*|*|*|literal:userDef,1
script|goToLayer|{literal:userDef}|*,1
sprite:userDef|{script}|doWait|doSwitchToCostume,1
doIfElse|{script}|doWait|evaluateCustomBlock:userDef,2
sprite:userDef|{script}|*|*|receiveMessage,8
sprite:userDef|script|{receiveMessage}|*|literal:userDef,8
sprite:userDef|{script}|doWait,10
"{script}|evaluateCustomBlock:userDef|doWait|evaluateCustomBlock:userDef",2
"{script}|*|doSwitchToCostume",1
stage:userDef|script|{doStopThis}|*|*|literal:userDef,1
sprite:userDef|script|{receiveMessage}|literal:userDef|*|*|*,6
script|{doSwitchToCostume}|literal:userDef|*,10
sprite:userDef|{script}|doWait,5
"{customBlock:userDef}|script",3
"{script}|*|receiveMessage|setHeading",1
stage:userDef|sprite:userDef|{script}|doTellTo|hide|*|*,1
sprite:userDef|script|{doForever}|*|*|*|script,1
snapshot|{customBlock:userDef}|*|*|script|*,2
script|{doTellTo}|list|*|*,3
"{doTellTo}|*|*|literal:userDef|reifyScript",1
"*|{snapshot}|varDec:userDef|*|*",1
sprite:userDef|{script}|receiveMessage|doTellTo|show|doWait,1
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
doIfElse|script|{evaluateCustomBlock:userDef}|*,1
script|{doBroadcast}|literal:userDef|*|*|*,6
"{reportEquals}|*|evaluateCustomBlock:userDef|literal:userDef",2
"{doStopThis}|*|*|*|literal:userDef",1
stage:userDef|script|{doForever}|script,1
"{doSwitchToCostume}|literal:userDef|*|*|*",2
reportEquals|{literal:userDef}|*|*|*,1
sprite:userDef|{script}|doBroadcast|doWait,1
script|receiveMessage|{literal:userDef}|*|*|*,1
"{doForever}|*|script|*|*",1
"{stage:userDef}|script|script|script",1
"{script}|*|*|evaluateCustomBlock:userDef",1
stage:userDef|sprite:userDef|{script}|doWait|evaluateCustomBlock:userDef|doWait|evaluateCustomBlock:userDef,2
script|{doSwitchToCostume}|*|*|*|literal:userDef,10
"{script}|*|doSwitchToCostume|*",3
"{sprite:userDef}|*|script",1
"{doTellTo}|reifyScript|list",3
doTellTo|reifyScript|{script}|*|doSwitchToCostume|*|*,2
sprite:userDef|script|{doBroadcast}|*|literal:userDef|*|*,1
script|{receiveMessage}|*|literal:userDef|*,4
sprite:userDef|script|{gotoXY}|*|literal:userDef|literal:userDef|*,2
"{sprite:userDef}|script|script|*|*",3
snapshot|stage:userDef|{script}|doStopThis|doSwitchToCostume|doForever|*,1
"{script}|hide|*|*|*",4
"{script}|doBroadcast",1
sprite:userDef|script|{setScale}|*|literal:userDef|*|*,1
doRepeat|{script}|doWearNextCostume|*|*,1
"{doWait}|*|*|literal:userDef",11
"{doBroadcast}|literal:userDef|*|*|*",2
"{script}|*|*|*|doSwitchToCostume",2
script|{hide}|*|*,1
"{reifyScript}|list",1
"{script}|show|doWait|hide",1
"{script}|*|*|doWearNextCostume|*",1
doTellTo|{reifyScript}|*|list|script|*,2
sprite:userDef|script|{doIfElse}|script,1
script|{receiveMessage}|literal:userDef|*|*|*,9
"{receiveMessage}|literal:userDef|*|*|*",3
"{setHeading}|*|*|literal:userDef|*",1
doRepeat|{script}|doWait|doSwitchToCostume|doWait,1
"{sprite:userDef}|*|script|script|script",2
"{script}|doRepeat",2
script|{doWait}|literal:userDef|*,5
script|{doPlaySoundUntilDone}|literal:userDef|*|*,1
stage:userDef|{sprite:userDef}|script,1
sprite:userDef|{script}|receiveMessage|setHeading|show,1
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume|doWait,3
stage:userDef|sprite:userDef|{script}|doWait|hide,1
snapshot|{customBlock:userDef}|script|*,2
sprite:userDef|{script}|doBroadcast,2
"{doSwitchToCostume}|*|literal:userDef|*|*",6
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
script|{doRepeat}|*|*|literal:userDef,1
script|{doForever}|*|*|script,1
sprite:userDef|{script}|doSwitchToCostume|doWait,2
sprite:userDef|script|{doWait}|literal:userDef|*,8
stage:userDef|{sprite:userDef}|script,11
"{customBlock:userDef}|*|script",2
"{script}|doSwitchToCostume|doTellTo|hide",1
script|doIfElse|{script}|*|evaluateCustomBlock:userDef|*,1
snapshot|stage:userDef|{script}|doSwitchToCostume,1
"{evaluateCustomBlock:userDef}|*|*",1
"{doWearNextCostume}|*|*|*",1
doForever|{script}|*|*|*|doPlaySoundUntilDone,1
"{doWait}|literal:userDef",17
stage:userDef|{sprite:userDef}|script,6
"{gotoXY}|*|literal:userDef|literal:userDef|*",1
"{reportAnd}|reportNot|*",1
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef|*|*,1
script|{doSwitchToCostume}|*|literal:userDef|*|*,2
sprite:userDef|{script}|evaluateCustomBlock:userDef|doWait|evaluateCustomBlock:userDef|*,1
