PQGram,Count
"{script}|receiveGo|doForever|*",3
script|{doForever}|script,1
snapshot|stage:userDef|{sprite:userDef}|*|*|*|script,3
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|receiveGo|doForever,3
script|{doForever}|*|script|*|*,3
"*|snapshot|{stage:userDef}|*|sprite:userDef|sprite:userDef",1
"*|{snapshot}|*|*|*|stage:userDef",1
"{doBroadcast}|literal:userDef",1
script|doIf|{script}|*|*|doWearNextCostume|*,1
"{script}|doPlaySoundUntilDone|doWearNextCostume|*",4
"{script}|doPlaySoundUntilDone",4
stage:userDef|sprite:userDef|{script}|doForever|*,4
script|doIf|{reportTouchingObject}|literal:userDef,4
stage:userDef|sprite:userDef|{script}|*|*|*|receiveGo,2
"{receiveMessage}|literal:userDef|*|*",3
"{script}|doBroadcastAndWait|*",2
script|{doIf}|*|reportTouchingObject|script|*,1
stage:userDef|sprite:userDef|{script}|doForever,2
"{script}|doIf|*|*|*",3
sprite:userDef|{script}|*|receiveGo,3
sprite:userDef|{script}|doPlaySoundUntilDone,3
"{script}|*|*|receiveGo",1
sprite:userDef|script|{doForever}|*|script,1
stage:userDef|{sprite:userDef}|*|script,1
sprite:userDef|{script}|*|*|receiveGo,2
"{sprite:userDef}|script|*|*|*",4
doIf|{reportTouchingObject}|*|literal:userDef|*,2
"{script}|*|*|*|doIf",1
"*|snapshot|{varDec:userDef}|*|*|*|*",1
"{doIf}|*|reportTouchingObject|script|*",3
script|{doIf}|reportTouchingObject|script|*,3
script|doIf|{reportTouchingObject}|literal:userDef|*,1
stage:userDef|{sprite:userDef}|*|*|*|script,1
"{sprite:userDef}|script",8
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",4
sprite:userDef|{script}|receiveMessage|doWearNextCostume|doPlaySoundUntilDone,4
doForever|script|{doIf}|reportTouchingObject|script|*,2
sprite:userDef|script|{doForever}|*|script|*,1
"{receiveMessage}|*|literal:userDef|*",4
script|{doPlaySoundUntilDone}|*|*|literal:userDef|*,1
script|{doIf}|reportTouchingObject|script,1
stage:userDef|sprite:userDef|{script}|doWearNextCostume|*,2
doPlaySoundUntilDone|{literal:userDef}|*|*,1
stage:userDef|sprite:userDef|{script}|doWearNextCostume|doPlaySoundUntilDone|doWearNextCostume|*,2
doIf|script|{doBroadcastAndWait}|*|*|literal:userDef|*,2
sprite:userDef|{script}|*|*|receiveMessage|doWearNextCostume,4
sprite:userDef|{script}|*|receiveMessage|doWearNextCostume,4
"{doPlaySoundUntilDone}|*|literal:userDef",4
