PQGram,Count
"{script}|receiveGo|doForever|*",3
script|{doForever}|script,1
"{script}|doWait|doSwitchToCostume",2
"{script}|hide",1
stage:userDef|script|{doForever}|*|*|*|script,4
sprite:userDef|{script}|receiveKey|playSound|doSayFor,1
"{script}|changeEffect|*|*|*",2
script|doForever|{script}|doWait|changeEffect|*|*,1
snapshot|stage:userDef|{sprite:userDef}|*|*|*|script,3
sprite:userDef|script|{playSound}|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|doSayFor,2
stage:userDef|{sprite:userDef}|*|script|*,4
doForever|script|{doSwitchToCostume}|literal:userDef|*|*|*,4
doForever|script|{doWait}|*|*|literal:userDef,7
doForever|script|{doSwitchToCostume}|literal:userDef|*,3
script|{doForever}|script,6
snapshot|stage:userDef|{sprite:userDef}|*|script|*,5
snapshot|stage:userDef|{script}|receiveGo,1
doForever|{script}|doWait|changeEffect|*|*,2
script|doForever|{script}|doSwitchToCostume,3
stage:userDef|sprite:userDef|{script}|receiveGo|doForever,3
script|{doForever}|script|*,7
script|{doForever}|*|script|*|*,3
"{doForever}|*|*|script|*",8
doForever|script|{changeEffect}|literal:userDef|literal:userDef,4
"*|{snapshot}|*|*|*|stage:userDef",1
script|{doSetVar}|*|varMenu:userDef,1
doSetVar|{varMenu:userDef}|*|*,1
script|{doWait}|*|*|literal:userDef,2
stage:userDef|sprite:userDef|{script}|doForever|*,4
doForever|{script}|doSwitchToCostume|*,2
script|{changeEffect}|literal:userDef,3
"{doSwitchToCostume}|*|literal:userDef|*",1
doForever|script|{changeEffect}|literal:userDef|*|*|*,3
script|{doWait}|*|literal:userDef,1
"{doForever}|*|*|*|script",6
stage:userDef|sprite:userDef|{script}|*|*|*|receiveGo,2
script|{changeEffect}|literal:userDef,8
doForever|script|{changeEffect}|*|literal:userDef|literal:userDef,3
script|{hide}|*|*|*,1
"{doWait}|*|literal:userDef|*",2
stage:userDef|sprite:userDef|{script}|doForever,2
script|{doSayFor}|literal:userDef|*,2
script|{doWait}|literal:userDef|*|*|*,1
"{changeEffect}|*|literal:userDef|literal:userDef",2
"{script}|doForever|*|*",8
sprite:userDef|{script}|doChangeVar|*,1
sprite:userDef|{script}|*|receiveGo,3
"{script}|*|*|receiveGo",1
sprite:userDef|script|{doForever}|*|script,1
stage:userDef|{sprite:userDef}|*|script,1
sprite:userDef|{script}|*|*|receiveGo,2
"{sprite:userDef}|script|*|*|*",4
doForever|script|{doWait}|literal:userDef|*|*,6
script|doForever|{script}|*|doFaceTowards,1
script|{changeEffect}|*|*|*|literal:userDef,1
