PQGram,Count
script|setHeading|{reportRandom}|literal:userDef|*,1
sprite:userDef|{script}|*|receiveGo|doSetVar|doResetTimer,1
stage:userDef|{script}|*|*|receiveKey,1
script|doIf|{script}|*|*|*|doStopThis,1
sprite:userDef|{script}|setEffect|doRepeat,1
stage:userDef|{script}|clearEffects|doSetVar|doWait|doForever,1
stage:userDef|sprite:userDef|{script}|removeClone,2
script|{doForever}|*|script|*|*,3
script|{doRepeat}|literal:userDef|script|*,1
script|{doSetVar}|*|varMenu:userDef,1
"{doSetVar}|*|*|varMenu:userDef",3
"{script}|*|*|*|doStopThis",1
doSetVar|{varMenu:userDef}|*|*,1
sprite:userDef|script|{doWaitUntil}|reportKeyPressed|*,1
script|doRepeat|{script}|forward,2
sprite:userDef|{script}|removeClone|*|*|*,1
"{script}|doIf|*|*|*",3
reportLessThan|{var:userDef}|*|*|*,1
doIf|script|{doStopThis}|*|*|*|literal:userDef,2
setHeading|{reportRandom}|literal:userDef|literal:userDef|*,1
sprite:userDef|script|{receiveOnClone}|*,1
stage:userDef|script|{doSetVar}|literal:userDef|*,1
"{setHeading}|*|*|reportRandom|*",1
"{script}|*|*|receiveGo",1
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
script|doIf|{reportLessThan}|var:userDef,2
doIf|{reportLessThan}|*|*|*|var:userDef,1
sprite:userDef|{script}|*|*|receiveGo,2
doForever|script|{createClone}|literal:userDef|*|*,2
doWait|{var:userDef}|*|*|*|*,1
stage:userDef|sprite:userDef|{script}|doWaitUntil|doForever|*|*,1
"{reportLessThan}|var:userDef|literal:userDef|*",1
"{doRepeat}|*|literal:userDef",2
doIf|script|{doChangeVar}|varMenu:userDef|literal:userDef|*,1
"{script}|removeClone|*|*|*",3
"{script}|*|*|doFaceTowards",2
stage:userDef|script|{doSetVar}|varMenu:userDef|literal:userDef|*,1
script|{doIf}|*|reportLessThan|script|*,2
doRepeat|{script}|doIf|*|*|*,1
script|{doPlaySoundUntilDone}|*|*|literal:userDef|*,1
"*|*|{snapshot}|stage:userDef|varDec:userDef|varDec:userDef|varDec:userDef",1
doPlaySoundUntilDone|{literal:userDef}|*|*,1
"{reportRandom}|*|literal:userDef",1
"{setEffect}|*|literal:userDef|literal:userDef",2
"{forward}|*|*|literal:userDef",3
script|{doWaitUntil}|reportKeyPressed|*|*|*,3
"{doGotoObject}|literal:userDef",1
sprite:userDef|script|{setEffect}|literal:userDef|literal:userDef|*,2
stage:userDef|{script}|doForever|*|*|*,1
script|{doIf}|*|*|*|reportLessThan,1
