PQGram,Count
sprite:userDef|{script}|receiveMessage|hide,2
sprite:userDef|{script}|gotoXY,3
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
"{script}|hide",1
"{script}|show",3
"{reportTouchingColor}|literal:userDef",7
"{receiveMessage}|literal:userDef|*|*|*",28
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
sprite:userDef|{script}|*|*|receiveInteraction|doBroadcast,3
"{reportTouchingColor}|*|*|*|literal:userDef",6
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
script|{doForever}|*|script|*|*,3
sprite:userDef|{script}|receiveMessage|show|*|*,6
"{doIf}|*|reportKeyPressed|script|*",6
stage:userDef|sprite:userDef|{script}|receiveMessage,5
"{receiveMessage}|*|*|literal:userDef|*",17
stage:userDef|sprite:userDef|{script}|receiveOnClone|show,1
"{doIf}|*|*|*|reportTouchingColor",7
script|doForever|{script}|*|*|*|setXPosition,1
"{script}|*|*|receiveMessage|hide",6
"{doForever}|*|*|*|script",6
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
script|{hide}|*|*|*,1
"{script}|*|changeYPosition",7
doIf|script|{doStopThis}|*|*|*|literal:userDef,2
sprite:userDef|script|{receiveOnClone}|*,1
stage:userDef|sprite:userDef|{script}|receiveGo|hide|*,2
sprite:userDef|script|{doForever}|*|script,1
sprite:userDef|{script}|*|*|receiveGo,2
stage:userDef|sprite:userDef|{script}|*|receiveMessage|hide|*,12
doForever|script|{doIf}|*|reportKeyPressed,4
doIf|script|{changeYPosition}|literal:userDef,3
"{doBroadcast}|*|literal:userDef|*|*",6
"{sprite:userDef}|script|*|*",7
doIf|{script}|doIf|*,4
doForever|script|{doIf}|reportKeyPressed|script|*|*,8
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
sprite:userDef|{script}|hide|*|*|*,4
stage:userDef|sprite:userDef|{script}|hide|*|*,5
"{script}|*|receiveMessage|show",3
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",4
sprite:userDef|{script}|hide,12
"{script}|show|*",6
stage:userDef|sprite:userDef|{script}|receiveMessage|show|*|*,7
"{script}|receiveInteraction|doBroadcast",3
"{sprite:userDef}|script|script",15
script|{receiveMessage}|*|*|*|literal:userDef,29
sprite:userDef|{script}|hide,22
script|{changeYPosition}|*|literal:userDef|*,3
sprite:userDef|{script}|hide|*|*|*,27
doForever|script|{forward}|literal:userDef,1
script|{receiveMessage}|literal:userDef|*|*,19
stage:userDef|{sprite:userDef}|script|script,16
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,7
"{changeXPosition}|literal:userDef|*",4
"{script}|receiveMessage|hide|*|*",14
"{script}|*|changeXPosition|*",1
doIf|script|{doIf}|script|*|*,4
doForever|script|{forward}|*|*|*|literal:userDef,1
"{script}|*|*|*|receiveMessage",8
sprite:userDef|{script}|*|*|receiveMessage,8
stage:userDef|sprite:userDef|{script}|show|*|*|*,6
doForever|script|{doWait}|*|*|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
snapshot|stage:userDef|{sprite:userDef}|script|*|*|*,11
"{gotoXY}|literal:userDef|*|*|*",4
"{script}|*|*|*|receiveGo",5
"{receiveMessage}|*|*|literal:userDef",13
stage:userDef|sprite:userDef|{script}|hide|*,18
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
sprite:userDef|{script}|hide|*,25
sprite:userDef|script|{doForever}|*|*|*|script,6
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{script}|hide|*|*",17
sprite:userDef|{script}|*|receiveMessage|hide,3
"{script}|*|receiveGo",11
script|doForever|{script}|*|*|changeYPosition|doIf,1
script|{doBroadcast}|literal:userDef|*|*|*,6
"{script}|changeXPosition|doIf",1
"{doForever}|*|script",5
"*|snapshot|{stage:userDef}|*|*|sprite:userDef",1
script|receiveMessage|{literal:userDef}|*|*|*,1
doIf|{reportTouchingColor}|literal:userDef|*,7
"{doForever}|*|script|*|*",1
sprite:userDef|script|{receiveMessage}|literal:userDef|*|*|*,11
doIf|{reportTouchingColor}|*|*|literal:userDef|*,4
script|{doIf}|script|*,3
"{doIf}|*|reportTouchingColor",7
"{doIf}|script|*|*",1
"{sprite:userDef}|*|script",1
"{script}|changeXPosition",6
"{script}|*|*|changeXPosition|doIf",2
createClone|{literal:userDef}|*|*|*|*,1
script|{receiveMessage}|*|literal:userDef|*,4
doIf|script|{changeYPosition}|literal:userDef|*|*|*,5
"{sprite:userDef}|script|script|*|*",3
stage:userDef|sprite:userDef|{script}|show|setYPosition|doForever,1
"{doBroadcast}|literal:userDef|*|*|*",2
script|doIf|{reportTouchingColor}|literal:userDef|*|*,2
"{gotoXY}|*|literal:userDef|literal:userDef|*",4
"{reportKeyPressed}|*|literal:userDef|*|*",1
"{changeYPosition}|*|literal:userDef",2
script|doIf|{reportTouchingColor}|*|*|literal:userDef,3
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
doForever|{script}|doIf|doIf,2
script|{setYPosition}|literal:userDef|*|*,1
sprite:userDef|{script}|receiveInteraction|doBroadcast|hide,3
stage:userDef|sprite:userDef|{script}|show,7
doForever|script|{doIf}|reportKeyPressed|script,7
sprite:userDef|script|{doForever}|*|*|script|*,5
script|{changeXPosition}|literal:userDef|*|*,2
"{script}|*|*|receiveMessage",16
snapshot|stage:userDef|{sprite:userDef}|script,37
doIf|{script}|doIf,3
"{script}|setHeading|changeXPosition",1
doIf|{reportTouchingColor}|*|literal:userDef|*,2
stage:userDef|{sprite:userDef}|script,1
doIf|{reportKeyPressed}|*|literal:userDef|*,1
sprite:userDef|script|{receiveInteraction}|literal:userDef|*,5
script|doIf|{reportTouchingColor}|literal:userDef,4
sprite:userDef|{script}|receiveGo|show|*|*,1
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
stage:userDef|{sprite:userDef}|script,11
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
script|{receiveInteraction}|*|*|literal:userDef,1
sprite:userDef|{script}|*|receiveMessage|hide|*,13
script|{receiveMessage}|*|literal:userDef|*|*,28
"{receiveMessage}|literal:userDef|*|*",31
sprite:userDef|script|{doForever}|script|*,3
"{receiveMessage}|literal:userDef",15
"{gotoXY}|*|literal:userDef|literal:userDef|*",1
"{changeYPosition}|*|*|literal:userDef",6
stage:userDef|sprite:userDef|{script}|*|receiveGo,3
"{receiveMessage}|*|*|literal:userDef",23
script|{receiveMessage}|*|literal:userDef,10
"{script}|hide|*|*",7
sprite:userDef|script|{doForever}|script|*|*,4
script|doIf|{reportLessThan}|literal:userDef|*|*,1
script|doIf|{script}|doBroadcast|hide|doStopThis|*,2
stage:userDef|sprite:userDef|{script}|hide,27
script|{receiveMessage}|*|literal:userDef|*,7
doForever|script|{doIf}|reportKeyPressed|script,4
"{script}|*|*|receiveMessage|show",3
"*|snapshot|{stage:userDef}|sprite:userDef",7
script|{changeYPosition}|*|literal:userDef|*,6
"{receiveMessage}|*|literal:userDef|*|*",29
stage:userDef|{sprite:userDef}|script|script|*,11
stage:userDef|sprite:userDef|{script}|receiveMessage|show,4
doIf|{script}|hide,3
script|{changeYPosition}|*|*|*|literal:userDef,5
sprite:userDef|script|{receiveMessage}|*|*|*|literal:userDef,25
doForever|{script}|doIf,6
sprite:userDef|{script}|show|*,11
"{script}|*|doBroadcast|hide|doStopThis",2
sprite:userDef|script|{doForever}|script,3
script|{doIf}|script|*|*,7
script|{doFaceTowards}|*|*|literal:userDef|*,1
sprite:userDef|script|{doForever}|script|*,6
stage:userDef|sprite:userDef|{script}|*|receiveMessage|hide,3
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,10
snapshot|stage:userDef|{sprite:userDef}|script|script|script|script,12
doIf|script|{changeXPosition}|*|literal:userDef|*|*,4
sprite:userDef|script|{receiveInteraction}|literal:userDef|*,2
doForever|{script}|*|*|forward|doFaceTowards,1
script|{receiveMessage}|literal:userDef|*,19
"{script}|*|*|*|receiveMessage",11
sprite:userDef|script|{doBroadcast}|literal:userDef,1
sprite:userDef|{script}|*|*|receiveGo,5
doForever|script|{doIf}|*|reportLessThan|script|*,1
"{script}|*|*|*|receiveGo",2
script|doIf|{script}|hide|doStopThis|*|*,1
"{receiveMessage}|literal:userDef|*|*|*",31
sprite:userDef|script|{receiveMessage}|literal:userDef|*,4
"{script}|hide|*|*|*",26
