PQGram,Count
script|{doForever}|script,1
"{script}|hide",1
script|doForever|{script}|doGlide|doIf|*,1
"{reportTouchingObject}|*|*|literal:userDef",6
snapshot|stage:userDef|{sprite:userDef}|*|*|*|script,3
stage:userDef|{sprite:userDef}|*|script|*,4
script|{doUntil}|reportTouchingObject|script|*,1
doIf|script|{doUntil}|*|reportTouchingObject|script,1
doForever|{script}|*|doGlide|doIf,1
script|{doForever}|*|script|*|*,3
doGlide|{reportAttributeOf}|*|*|literal:userDef,2
"*|snapshot|{stage:userDef}|*|sprite:userDef|sprite:userDef",1
"*|{snapshot}|*|*|*|stage:userDef",1
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
"{reportAttributeOf}|*|literal:userDef",2
script|doUntil|{script}|doSwitchToCostume|*,1
script|{doWait}|*|*|literal:userDef,2
script|doIf|{script}|*|*|doWearNextCostume|*,1
"{reportTouchingObject}|*|*|*|literal:userDef",7
"{doSwitchToCostume}|*|literal:userDef|*",1
script|doIf|{reportTouchingObject}|literal:userDef,4
script|{doWait}|*|literal:userDef,1
stage:userDef|sprite:userDef|{script}|*|*|*|receiveGo,2
doForever|script|{doGlide}|literal:userDef|literal:userDef|*|*,1
doUntil|script|{doSwitchToCostume}|literal:userDef|*,1
script|{hide}|*|*|*,1
script|{doIf}|*|reportTouchingObject|script|*,1
"{reportAttributeOf}|literal:userDef|literal:userDef|*",3
stage:userDef|sprite:userDef|{script}|doGotoObject|doForever|*,1
"{reportAttributeOf}|*|*|*|literal:userDef",2
"{doWait}|*|literal:userDef|*",2
stage:userDef|sprite:userDef|{script}|doForever,2
script|{doSayFor}|literal:userDef|*,2
"{script}|doIf|*|*|*",3
doIf|{reportTouchingObject}|*|*|literal:userDef|*,7
script|{doWait}|literal:userDef|*|*|*,1
doForever|script|{doGlide}|literal:userDef,3
doIf|{script}|doSayFor|*,1
sprite:userDef|script|{doGlide}|literal:userDef|reportAttributeOf,1
sprite:userDef|{script}|*|receiveGo,3
"{script}|*|*|receiveGo",1
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
stage:userDef|{sprite:userDef}|*|script,1
sprite:userDef|script|{bubble}|*|literal:userDef,1
sprite:userDef|{script}|*|*|receiveGo,2
"{sprite:userDef}|script|*|*|*",4
doIf|{reportTouchingObject}|*|literal:userDef|*,2
doIf|{reportTouchingObject}|literal:userDef|*,6
"{doSayFor}|*|literal:userDef|literal:userDef|*",2
"{gotoXY}|*|*|literal:userDef",2
script|doWait|{literal:userDef}|*|*|*,1
"{script}|*|*|*|doIf",1
"{doIf}|reportTouchingObject|script|*",5
"*|snapshot|{varDec:userDef}|*|*|*|*",1
doIf|script|{doUntil}|*|reportTouchingObject,1
stage:userDef|sprite:userDef|{script}|*|receiveGo|gotoXY|doWait,1
"{doIf}|*|reportTouchingObject|script|*",3
script|{doIf}|reportTouchingObject|script|*,3
script|doIf|{reportTouchingObject}|literal:userDef|*,1
stage:userDef|{sprite:userDef}|*|*|*|script,1
doForever|{script}|*|doIf|doWait|gotoXY,1
doIf|script|{doSayFor}|literal:userDef,8
"{bubble}|literal:userDef",1
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*|*,1
doForever|script|{doIf}|reportTouchingObject|script|*,2
script|doForever|{script}|*|doUntil|doIf,1
