PQGram,Count
doForever|script|{doGlide}|literal:userDef|literal:userDef|*,2
script|setHeading|{reportRandom}|literal:userDef|*,1
doForever|{script}|*|*|*|forward,2
sprite:userDef|{script}|setScale,4
script|doIf|{script}|*|*|*|doStopThis,1
sprite:userDef|script|{doForever}|*|script|*|*,7
doForever|script|{doIf}|script|*|*,6
stage:userDef|sprite:userDef|{script}|receiveGo|doForever,3
script|{doForever}|script|*,7
script|{doForever}|*|script|*|*,3
"{doForever}|*|*|script|*",8
script|{doSetVar}|*|varMenu:userDef,1
"{doSetVar}|*|*|varMenu:userDef",3
"{script}|*|*|*|doStopThis",1
sprite:userDef|script|{doForever}|*|*|script|*,10
doSetVar|{varMenu:userDef}|*|*,1
script|{doGlide}|*|literal:userDef|literal:userDef|literal:userDef,2
script|doIf|{reportTouchingObject}|literal:userDef,4
script|{doWait}|*|literal:userDef,1
"{doForever}|*|*|*|script",6
doForever|script|{doIf}|*|reportTouchingObject|script|*,6
doIf|script|{doStopThis}|*|literal:userDef|*,3
script|{gotoXY}|reportRandom,2
"{script}|doIf|*|*|*",3
"{doStopThis}|literal:userDef|*|*",3
doIf|script|{doStopThis}|*|*|*|literal:userDef,2
script|{doWait}|literal:userDef|*|*|*,1
setHeading|{reportRandom}|literal:userDef|literal:userDef|*,1
doForever|script|{doGlide}|literal:userDef,3
"{changeEffect}|*|literal:userDef|literal:userDef",2
"{setHeading}|*|*|reportRandom|*",1
"{script}|*|*|receiveGo",1
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
sprite:userDef|{script}|*|*|receiveGo,2
"{gotoXY}|*|reportRandom|reportRandom",1
"{sprite:userDef}|script|*|*",7
sprite:userDef|script|{setScale}|*|*|literal:userDef,4
doIf|script|{doChangeVar}|varMenu:userDef|literal:userDef|*,1
"{sprite:userDef}|script|script",5
doForever|{script}|changeEffect|doWearNextCostume|doWait,3
"{doIf}|*|reportTouchingObject|script|*",3
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",4
script|gotoXY|{reportRandom}|*|literal:userDef|literal:userDef,6
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
stage:userDef|sprite:userDef|{script}|receiveGo|doSetVar|doForever,3
"{doForever}|*|*|script",12
"{reportRandom}|*|literal:userDef",6
doForever|{script}|forward|bounceOffEdge|doIf|*,1
doForever|script|{doIf}|reportTouchingObject|script|*,2
stage:userDef|sprite:userDef|{script}|*|receiveGo|setHeading|setScale,1
script|doForever|{script}|changeEffect|doWearNextCostume|doWait|*,2
script|doForever|{script}|doGotoObject|*,1
"{reportRandom}|*|literal:userDef",1
script|{changeEffect}|literal:userDef|literal:userDef|*,3
gotoXY|{reportRandom}|literal:userDef|*|*|*,3
gotoXY|{reportRandom}|literal:userDef|literal:userDef,3
"{playSound}|literal:userDef|*|*|*",1
script|gotoXY|{reportRandom}|*|*|literal:userDef,2
"{doGotoObject}|literal:userDef",1
doForever|script|{forward}|literal:userDef,1
doIf|script|{doChangeVar}|literal:userDef,2
doIf|script|{playSound}|literal:userDef|*|*|*,2
script|doForever|{script}|*|changeEffect|doWearNextCostume,3
"{reportRandom}|literal:userDef",6
"{doGlide}|*|literal:userDef",1
doForever|script|{forward}|*|*|*|literal:userDef,1
"{sprite:userDef}|*|script|*",3
"{gotoXY}|reportRandom",3
"{reportRandom}|*|*|*|literal:userDef",7
doForever|{script}|*|*|*|doIf,4
doForever|script|{doWait}|*|*|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|doForever|*|*|*,8
script|doForever|{script}|*|doIf|*,2
"{doChangeVar}|literal:userDef|*",3
doForever|{script}|*|*|*|doGotoObject,1
doForever|script|{doGlide}|literal:userDef|literal:userDef|literal:userDef,2
script|doForever|{script}|forward,2
"{script}|*|*|*|receiveGo",5
doForever|script|{doIf}|reportTouchingObject|script|*|*,5
"{script}|*|*|doIf",2
stage:userDef|sprite:userDef|{script}|*|receiveGo|doForever|*,3
"{sprite:userDef}|*|script",6
"{script}|*|receiveGo",6
sprite:userDef|script|{doForever}|*|*|*|script,1
setHeading|{reportRandom}|literal:userDef|*,1
sprite:userDef|script|{doForever}|*|*|*|script,6
"*|{snapshot}|varDec:userDef|*|*",1
