PQGram,Count
script|{evaluateCustomBlock:userDef}|literal:userDef|literal:userDef|literal:userDef,45
doSwitchToCostume|reportLetter|{reportListItem}|var:userDef|*|*|*,2
"{reportDifference}|*|var:userDef|literal:userDef",4
"{script}|doIfElse|*",10
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
doRepeat|{reportMonadic}|literal:userDef,4
"{script}|show",3
evaluateCustomBlock:userDef|{reportLetter}|var:userDef|var:userDef,1
"{receiveMessage}|literal:userDef|*|*|*",28
"{customBlock:userDef}|*|script",12
reportOr|reportOr|{reportKeyPressed}|*|*|*|literal:userDef,2
script|doIfElse|{script}|doIfElse|*,12
"{reportStringSize}|var:userDef",6
"{reportOr}|*|reportEquals",2
"{setScale}|*|literal:userDef|*|*",6
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
"{script}|*|changeYPosition|doChangeVar",1
"{reportMonadic}|*|literal:userDef",20
doIfElse|{reportEquals}|var:userDef|*|*,6
sprite:userDef|{script}|doIfElse,9
doRepeat|{script}|doIf|doIf,1
"{reportEquals}|var:userDef|*|*",88
doIf|{reportTouchingObject}|*|*|literal:userDef|*,7
doUntil|script|{changeVolume}|*|reportProduct|*,1
sprite:userDef|script|{receiveOnClone}|*,1
"{doChangeVar}|varMenu:userDef|literal:userDef|*",20
sprite:userDef|script|{doForever}|*|script,1
script|doWarp|{script}|evaluateCustomBlock:userDef|doSetVar,3
script|{changeXPosition}|*|reportProduct|*,1
"{doSwitchToCostume}|*|reportLetter|*|*",2
doRepeat|script|{setScale}|*|literal:userDef|*|*,1
doIfElse|script|{evaluateCustomBlock:userDef}|var:userDef|*|*,2
doIfElse|{reportEquals}|*|literal:userDef|var:userDef,27
"{script}|doSetVar|createClone|doWait",1
doWarp|{script}|changeXPosition|doIf,1
sprite:userDef|{script}|doSetVar|doSetVar|doSetVar|*,1
reportLetter|{reportListItem}|var:userDef|*|*,2
doIf|{script}|doSetVar|createClone,1
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
script|{doIf}|reportMouseDown,1
doIfElse|{reportEquals}|literal:userDef|var:userDef|*|*,22
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
script|{doIf}|*|reportLessThan|script|*,2
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
doIfElse|script|{evaluateCustomBlock:userDef}|literal:userDef|*,3
doIfElse|script|{doIf}|*|reportMouseDown,1
"{script}|*|receiveOnClone|show",3
changeYPosition|{reportProduct}|reportDifference|*,4
script|doIfElse|{reportEquals}|literal:userDef|var:userDef|*|*,36
script|{doSetVar}|*|varMenu:userDef|var:userDef,11
"{doIf}|*|*|*|reportEquals",8
script|doIfElse|{script}|show|doSwitchToCostume|*,1
doIf|script|{doChangeVar}|literal:userDef,2
doIf|script|{playSound}|literal:userDef|*|*|*,2
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,7
script|doIf|{script}|*|doSwitchToCostume|show|gotoXY,1
"{doIfElse}|script|*|*",8
doIf|script|{doForever}|*|*|script,2
sprite:userDef|{script}|doUntil|removeClone,1
reportMonadic|{reportMonadic}|var:userDef|*|*|*,4
doIf|{reportOr}|reportOr|*|*|*,1
reportRound|{reportAttributeOf}|*|literal:userDef|literal:userDef,2
"{list}|reportLetter",4
script|{doSetVar}|varMenu:userDef|literal:userDef,79
"{reportProduct}|literal:userDef",20
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
reportEquals|{reportLetter}|*|var:userDef|var:userDef|*,3
stage:userDef|{sprite:userDef}|*|*|*|varDec:userDef,10
script|{doSetVar}|varMenu:userDef|reportMonadic,1
"{customBlock:userDef}|varDec:userDef|varDec:userDef|varDec:userDef",9
customBlock:userDef|{script}|*|doWarp|*|*,2
reportEquals|{reportLetter}|*|*|var:userDef,3
"{reportLetter}|var:userDef|*|*|*",1
"{script}|*|doSetVar|*",14
script|doIfElse|{script}|doIfElse,11
"{sprite:userDef}|script",22
script|{goToLayer}|*|literal:userDef,3
script|{doWait}|literal:userDef|*|*,21
doUntil|{reportOr}|*|*|reportEquals,1
doIfElse|{reportEquals}|var:userDef|*,44
"{doIfElse}|*|*|reportEquals",43
"{script}|*|*|doSetVar|*",38
script|receiveMessage|{literal:userDef}|*|*|*,1
script|doRepeat|{script}|doRepeat|doRepeat,2
stage:userDef|sprite:userDef|{script}|receiveMessage|*|*|*,3
doIfElse|{reportLessThan}|var:userDef|literal:userDef|*|*,1
script|{down}|*|*|*|*,1
"{reportListItem}|literal:userDef|var:userDef|*|*",16
doIfElse|script|{doSetVar}|literal:userDef|*|*|*,31
doUntil|{reportOr}|*|reportEquals|reportNot,2
script|{doIfElse}|*|reportEquals|script,35
doUntil|script|{changeVolume}|reportProduct|*,3
doIfElse|{script}|gotoXY|doUntil|setYPosition|doUntil,1
stage:userDef|script|{doUntil}|reportEquals|script,2
reportQuotient|{reportMonadic}|*|*|*|literal:userDef,3
reportMonadic|{reportDifference}|var:userDef|var:userDef|*,2
script|gotoXY|{reportDifference}|var:userDef|reportListItem|*,1
script|{receiveMessage}|*|literal:userDef|*,4
reportSum|{reportProduct}|reportDifference|reportSum|*,1
"{sprite:userDef}|script|script|*|*",3
"{doIf}|*|*|*|reportOr",2
"{doIfElse}|reportEquals|script|script",24
"{doIf}|script",57
"{reportMonadic}|literal:userDef",23
"{script}|removeClone|*|*",8
"{script}|doIfElse|doSetVar",1
doRepeat|script|{doSetVar}|varMenu:userDef,1
"{reportDifference}|*|*|*|var:userDef",19
customBlock:userDef|{script}|*|*|doWarp|*,5
"{script}|changeXPosition|changeYPosition|doIf",1
stage:userDef|sprite:userDef|{script}|doIfElse|*|*|*,5
stage:userDef|{sprite:userDef}|varDec:userDef|script|script,8
script|{setYPosition}|literal:userDef|*|*,1
"{reportDifference}|literal:userDef",22
"{script}|*|*|clear|doIfElse",1
script|{doIfElse}|*|reportEquals,49
reportQuotient|{reportMonadic}|var:userDef|*|*|*,2
reportQuotient|{reportStringSize}|*|*|var:userDef,2
"{script}|*|*|doIfElse",29
script|{doSetVar}|*|*|*|varMenu:userDef,122
"{snapshot}|stage:userDef|customBlock:userDef|customBlock:userDef|varDec:userDef",1
script|doForever|{script}|*|doIf|*|*,4
doIf|{script}|*|doSwitchToCostume|*,1
doIfElse|reportOr|{reportLessThan}|literal:userDef|xPosition|*|*,1
