PQGram,Count
doUntil|{reportLessThan}|literal:userDef|xPosition|*,1
sprite:userDef|{script}|gotoXY,3
"{script}|hide",1
"{script}|show",3
sprite:userDef|{script}|doUntil|removeClone|*,2
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
script|{doUntil}|reportTouchingObject|script|*,1
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|removeClone,2
script|{doRepeat}|literal:userDef|script|*,1
doSetVar|{reportRandom}|literal:userDef,1
script|{doSetVar}|*|varMenu:userDef,1
doSetVar|{varMenu:userDef}|*|*,1
stage:userDef|{sprite:userDef}|script|script|script,4
"{doSwitchToCostume}|*|literal:userDef|*",1
script|{hide}|*|*|*,1
sprite:userDef|{script}|removeClone|*|*|*,1
script|doIf|{script}|*|*|doChangeVar|hide,1
script|{gotoXY}|reportRandom,2
script|doRepeat|{script}|*|createClone,1
script|{bubble}|reportJoinWords|*|*,2
sprite:userDef|script|{receiveOnClone}|*,1
"{script}|*|*|receiveGo",1
reportJoinWords|{list}|var:userDef,2
"{doStopThis}|*|literal:userDef",1
sprite:userDef|script|{doForever}|*|script,1
sprite:userDef|script|{doUntil}|script|*,3
sprite:userDef|{script}|*|*|receiveGo,2
doUntil|script|{doIf}|reportTouchingObject|script|*,1
bubble|reportJoinWords|{list}|*|*|literal:userDef,1
sprite:userDef|script|{reportRandom}|literal:userDef|literal:userDef,2
"{script}|*|*|doChangeVar|hide",1
doIf|script|{doChangeVar}|varMenu:userDef|literal:userDef|*,1
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
"{changeYPosition}|*|*|literal:userDef",1
sprite:userDef|script|{reportRandom}|*|literal:userDef|literal:userDef,2
script|{gotoXY}|reportAttributeOf|*,2
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
"{script}|doUntil|removeClone|*",1
stage:userDef|sprite:userDef|{script}|doUntil|doBroadcast|playSound|doStopThis,1
sprite:userDef|{script}|*|receiveGo|show|setScale,1
"{reportRandom}|*|literal:userDef",1
sprite:userDef|script|{gotoXY}|*|*|literal:userDef|reportAttributeOf,1
"{playSound}|literal:userDef|*|*|*",1
script|gotoXY|{reportRandom}|*|*|literal:userDef,2
script|{doIf}|*|*|*|reportLessThan,1
"{script}|createClone|*",2
doUntil|{reportLessThan}|xPosition|*|*|*,2
"{reportRandom}|literal:userDef",6
sprite:userDef|script|{gotoXY}|literal:userDef|reportRandom,1
doUntil|{script}|doIf,1
"{gotoXY}|*|*|literal:userDef|reportRandom",1
sprite:userDef|{script}|doUntil|removeClone,1
script|doRepeat|{script}|createClone|*|*|*,1
"{script}|doUntil|doBroadcast",1
gotoXY|{reportAttributeOf}|literal:userDef|literal:userDef|*,1
script|gotoXY|{reportAttributeOf}|*|*|literal:userDef,1
sprite:userDef|script|{reportRandom}|literal:userDef|*,2
sprite:userDef|script|{doForever}|*|*|*|script,1
doForever|{script}|doIf|doIf|*,1
"{script}|receiveGo|show|setScale|doRepeat",1
"*|{snapshot}|varDec:userDef|*|*",1
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
script|doIf|{reportKeyPressed}|*|literal:userDef|*|*,1
"{script}|changeXPosition|doIf",1
"{doStopThis}|*|*|*|literal:userDef",1
"{doSwitchToCostume}|literal:userDef|*|*|*",2
"*|snapshot|{stage:userDef}|*|*|sprite:userDef",1
script|receiveMessage|{literal:userDef}|*|*|*,1
"{setScale}|literal:userDef|*|*|*",2
"{doForever}|*|script|*|*",1
script|{receiveOnClone}|*|*,1
script|{doIf}|script|*,3
"{doIf}|script|*|*",1
"{sprite:userDef}|*|script",1
script|{doIf}|*|*|reportKeyPressed,2
script|gotoXY|{reportAttributeOf}|literal:userDef|literal:userDef|*|*,2
sprite:userDef|script|{doBroadcast}|*|literal:userDef|*|*,1
createClone|{literal:userDef}|*|*|*|*,1
gotoXY|{reportRandom}|literal:userDef|literal:userDef|*|*,2
"{sprite:userDef}|script|script|*|*",3
script|{doUntil}|*|reportTouchingObject|script|*,1
script|{doUntil}|script|*,2
"{gotoXY}|*|literal:userDef|reportRandom",1
"{script}|doBroadcast",1
sprite:userDef|script|{setScale}|*|literal:userDef|*|*,1
"{doBroadcast}|literal:userDef|*|*|*",2
sprite:userDef|{script}|doSwitchToCostume|bubble|*,1
"{script}|doRepeat|hide|*|*",1
doIf|{script}|*|hide,1
"{reportKeyPressed}|*|literal:userDef|*|*",1
"{changeYPosition}|*|literal:userDef",2
script|{hide}|*|*,1
doForever|{script}|doIf|doIf,2
script|gotoXY|{reportRandom}|literal:userDef|*|*,1
"{script}|bubble|*|*",2
doIf|script|{doChangeVar}|varMenu:userDef|literal:userDef,1
sprite:userDef|{script}|receiveOnClone|gotoXY|doSetVar|doUntil,1
list|{literal:userDef}|*|*|*,1
