PQGram,Count
sprite:userDef|{script}|*|evaluateCustomBlock:userDef,113
sprite:userDef|{script}|*|*|evaluateCustomBlock:userDef,77
stage:userDef|sprite:userDef|{script}|*|evaluateCustomBlock:userDef,31
sprite:userDef|{script}|*|evaluateCustomBlock:userDef|hide|*,218
"{script}|hide",1
"{script}|show",3
stage:userDef|sprite:userDef|{script}|evaluateCustomBlock:userDef|hide,166
script|{doTellTo}|*|literal:userDef|reifyScript|list,16
sprite:userDef|{script}|hide,42
doTellTo|reifyScript|{script}|doSwitchToCostume,24
snapshot|stage:userDef|{sprite:userDef}|script|script|script,207
"{sprite:userDef}|*|*|script|script",17
"{script}|*|evaluateCustomBlock:userDef|hide",53
stage:userDef|sprite:userDef|{script}|evaluateCustomBlock:userDef|hide|*|*,98
script|doIf|{script}|hide|*|*,8
sprite:userDef|{script}|gotoXY,13
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
stage:userDef|sprite:userDef|{script}|gotoXY|show|*|*,3
"{reportTouchingObject}|*|*|literal:userDef|*",25
doIf|script|{doSwitchToCostume}|literal:userDef|*|*,15
"{reportTouchingObject}|*|*|*|literal:userDef",7
"{script}|*|*|evaluateCustomBlock:userDef|show",12
stage:userDef|sprite:userDef|{script}|*|evaluateCustomBlock:userDef|hide|*,141
doTellTo|{reifyScript}|*|*|list|script,1
stage:userDef|{sprite:userDef}|script|*,17
snapshot|stage:userDef|{sprite:userDef}|script,252
script|doTellTo|{reifyScript}|*|*|list|script,11
"{sprite:userDef}|script|script|script",90
script|doRepeat|{script}|*|*|doSwitchToCostume|doWait,1
sprite:userDef|{script}|*|evaluateCustomBlock:userDef|show|*,5
doIf|{reportTouchingObject}|*|*|literal:userDef|*,7
"{sprite:userDef}|script",249
stage:userDef|sprite:userDef|{script}|*|*|*|evaluateCustomBlock:userDef,262
"{gotoXY}|*|*|*|literal:userDef",25
stage:userDef|{sprite:userDef}|script|script,272
