PQGram,Count
doForever|{script}|doWait|hide|*,1
stage:userDef|{script}|*|*|receiveKey,1
"{receiveKey}|literal:userDef|*|*|*",9
"{script}|hide",1
"{script}|show",3
sprite:userDef|script|{doForever}|*|script|*|*,7
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
reifyScript|script|{doSwitchToCostume}|*|*|literal:userDef,1
snapshot|stage:userDef|{script}|receiveGo,1
stage:userDef|sprite:userDef|{script}|receiveGo|doForever,3
script|{doForever}|script|*,7
script|{doForever}|*|script|*|*,3
"{receiveKey}|literal:userDef|*|*",4
stage:userDef|sprite:userDef|{script}|changeYPosition|*|*,2
"{doForever}|*|*|script|*",8
sprite:userDef|script|{doForever}|*|*|script|*,10
stage:userDef|script|{receiveKey}|literal:userDef|*|*,5
stage:userDef|{sprite:userDef}|script|script|script,4
"{doSwitchToCostume}|*|literal:userDef|*",1
script|{doWait}|*|literal:userDef,1
"{doForever}|*|*|*|script",6
"{script}|*|receiveKey",10
doTellTo|{reifyScript}|*|*|list|script,1
script|{hide}|*|*|*,1
stage:userDef|sprite:userDef|{script}|receiveKey|changeYPosition|*,1
"{script}|doIf|*|*|*",3
script|{doWait}|literal:userDef|*|*|*,1
script|{doForever}|*|script,14
"{script}|*|receiveKey",5
"{script}|*|*|receiveGo",1
sprite:userDef|script|{doForever}|*|script,1
reifyScript|script|{doSwitchToCostume}|literal:userDef|*,1
sprite:userDef|{script}|*|*|receiveGo,2
doForever|{script}|*|doGotoObject,2
"{script}|*|*|show|*",2
"{script}|doWait|show|*",1
"{script}|*|receiveKey",15
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
"{changeYPosition}|*|*|literal:userDef",1
"{script}|show|*",1
script|doForever|{script}|*|show,3
"{script}|*|receiveKey|doForever",2
doIf|{reportTouchingColor}|*|literal:userDef,3
"{receiveKey}|*|*|*|literal:userDef",5
"{doForever}|*|*|script",12
doForever|script|{doGotoObject}|*|*|literal:userDef|*,2
script|{doPlaySoundUntilDone}|*|*|literal:userDef|*,1
"{sprite:userDef}|script|script",10
script|doForever|{script}|doGotoObject|*,1
doPlaySoundUntilDone|{literal:userDef}|*|*,1
sprite:userDef|script|{receiveKey}|*|literal:userDef|*,9
"{sprite:userDef}|script|script",15
script|doForever|{script}|*|doGotoObject|*|*,2
script|doForever|{script}|*|doSwitchToCostume,2
"{doGotoObject}|literal:userDef",1
stage:userDef|{script}|doForever|*|*|*,1
"{script}|*|*|hide|doWait",1
stage:userDef|{sprite:userDef}|script|script,16
script|doIf|{script}|*|*|hide|doWait,1
doForever|script|{doSwitchToCostume}|*|literal:userDef|*|*,1
script|doForever|{script}|doSwitchToCostume|*|*|*,1
script|doForever|{script}|*|show|*|*,1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
stage:userDef|{script}|receiveGo,1
script|{doForever}|*|*|script|*,15
snapshot|{stage:userDef}|script,5
doForever|script|{doWait}|*|*|literal:userDef|*,1
stage:userDef|sprite:userDef|{script}|doForever|*|*|*,8
sprite:userDef|script|{receiveKey}|*|*|literal:userDef,5
doForever|{script}|*|*|*|doGotoObject,1
"{script}|*|doSwitchToCostume",1
"{script}|*|*|*|receiveGo",5
stage:userDef|script|{doForever}|script|*|*,5
doIf|script|{doTellTo}|list,1
script|doForever|{script}|*|*|show,3
script|{receiveKey}|*|*|literal:userDef|*,3
stage:userDef|sprite:userDef|{script}|*|receiveGo|doForever|*,3
"{script}|*|receiveGo",6
sprite:userDef|script|{doForever}|*|*|*|script,1
sprite:userDef|script|{receiveKey}|*|literal:userDef|*|*,9
doForever|script|{doSwitchToCostume}|*|*|literal:userDef,2
sprite:userDef|script|{receiveKey}|literal:userDef|*,10
"*|snapshot|{stage:userDef}|script",6
sprite:userDef|script|{doForever}|*|*|*|script,6
script|{receiveKey}|literal:userDef|*|*,15
"{doTellTo}|*|*|literal:userDef|reifyScript",1
"{script}|*|receiveKey|doForever",7
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{doForever}|*|*|script",7
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
script|doForever|{script}|*|*|hide|*,1
doIf|{script}|doWait,1
stage:userDef|{script}|receiveKey|*,1
"{doForever}|*|script",5
stage:userDef|script|{doForever}|script,1
sprite:userDef|{script}|*|*|receiveKey|changeXPosition,2
"{doSwitchToCostume}|literal:userDef|*|*|*",2
"{doIf}|*|reportTouchingColor",2
"{script}|doForever|*|*|*",11
doForever|{script}|*|*|*|show,2
"{doForever}|*|script|*|*",1
"{doForever}|*|script|*",5
"{stage:userDef}|script|script|script",1
sprite:userDef|script|{receiveKey}|*|*|literal:userDef|*,7
"*|snapshot|{stage:userDef}|script|script|script|script",3
script|{doIf}|script|*,3
"{doIf}|script|*|*",1
"*|*|{snapshot}|stage:userDef|varDec:userDef|varDec:userDef",1
"{script}|*|doSwitchToCostume|*",3
"{sprite:userDef}|*|script",1
snapshot|stage:userDef|{script}|doForever|*|*|*,3
sprite:userDef|{script}|doIf|*|*|*,1
script|{doForever}|script|*,12
