PQGram,Count
sprite:userDef|{script}|receiveMessage|hide,2
"{script}|doIfElse|*",10
"{script}|doIfElse",7
doIf|{reportEquals}|*|*|literal:userDef,35
"{script}|hide",1
"{script}|show",3
stage:userDef|{sprite:userDef}|*|script|*,4
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
script|doIf|{reportEquals}|*|*|literal:userDef,29
"{script}|doSwitchToCostume",22
script|doIf|{script}|doIfElse|*|*|*,1
script|doIfElse|{script}|*|*|doIfElse|*,9
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
script|{doSetVar}|literal:userDef,40
"{reportEquals}|*|literal:userDef|var:userDef|*",34
script|{doIf}|reportEquals|script|*,11
"{setScale}|*|literal:userDef|*|*",6
script|{doForever}|*|script|*|*,3
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
"{receiveKey}|literal:userDef|*|*",4
stage:userDef|sprite:userDef|{script}|receiveMessage,5
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
sprite:userDef|{script}|receiveGo|doForever|*|*,8
script|doIf|{reportEquals}|*|literal:userDef|var:userDef,7
doIf|script|{doSwitchToCostume}|literal:userDef|*|*,15
doIfElse|{script}|hide,2
doIfElse|{reportEquals}|var:userDef|*|*,6
"{doWait}|*|*|*|literal:userDef",10
script|{doIf}|*|*|reportEquals|script,3
"{doForever}|*|*|*|script",6
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
"{reportRandom}|reportAttributeOf|*|*",2
stage:userDef|{sprite:userDef}|script|*,17
doIfElse|{script}|*|*|doSetVar|*,4
"{script}|goToLayer|doForever|*",2
reportLessThan|{var:userDef}|*|*|*,1
sprite:userDef|script|{doIfElse}|script,6
sprite:userDef|script|{receiveOnClone}|*,1
"{reportEquals}|literal:userDef|var:userDef|*|*",50
"{script}|*|receiveKey",5
"{doIf}|script|*|*",42
sprite:userDef|script|{doForever}|*|script,1
script|doIf|{reportLessThan}|var:userDef,2
doIf|{reportLessThan}|*|*|*|var:userDef,1
doForever|script|{doIf}|script|*|*|*,21
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
script|{doIfElse}|*|reportTouchingColor|script|script,1
"{doIfElse}|*|reportEquals|script|script",12
doForever|script|{doIfElse}|*|reportEquals|script,6
doIf|{script}|*|doSwitchToCostume,15
doForever|{script}|doGotoObject|doIfElse|*|*,2
"{reportLessThan}|var:userDef|literal:userDef|*",1
script|{gotoXY}|literal:userDef|*|*|*,12
sprite:userDef|{script}|*|*|receiveGo|goToLayer,2
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|doSwitchToCostume|*|*,7
sprite:userDef|{script}|hide|*|*|*,4
doIf|script|{doSwitchToCostume}|*|literal:userDef,19
"{script}|*|receiveMessage|show",3
script|doIf|{reportEquals}|xPosition|*|*|*,2
doIfElse|{reportEquals}|literal:userDef|var:userDef|*|*,22
"{doIf}|script|*|*|*",22
"{receiveKey}|*|*|*|literal:userDef",5
script|{doIf}|*|reportLessThan|script|*,2
stage:userDef|sprite:userDef|{script}|receiveGo|goToLayer|gotoXY,1
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
"{script}|show|*",6
"{doIfElse}|script",16
doIfElse|script|{doIfElse}|script|script|*,7
script|doIf|{reportEquals}|var:userDef|*|*|*,19
script|{doSetVar}|literal:userDef|*|*,24
doIf|{script}|*|*|*|doIf,2
"{doIf}|reportEquals|script|*",18
script|{doWait}|*|literal:userDef|*,9
"{doIf}|*|*|*|reportEquals",8
script|{doForever}|script|*|*,18
doIf|script|{doChangeVar}|literal:userDef,2
doIfElse|{script}|*|doSwitchToCostume|doWait|doSwitchToCostume,3
"{doIfElse}|script|*|*",8
"{doGlide}|*|literal:userDef",1
snapshot|stage:userDef|{sprite:userDef}|*|*|script,15
sprite:userDef|{script}|receiveGo|goToLayer|gotoXY|setScale,1
sprite:userDef|script|{setScale}|*|*|*|literal:userDef,12
sprite:userDef|script|{doIfElse}|script|script,1
script|doIfElse|{reportEquals}|var:userDef|*|*,10
doIfElse|{script}|doWait,5
"{sprite:userDef}|*|script|*",3
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
sprite:userDef|script|{goToLayer}|literal:userDef|*,6
script|{doForever}|*|*|script|*,15
script|doIf|{script}|*|*|doSwitchToCostume,10
script|doForever|{script}|doIfElse|*|*,1
doForever|script|{doWait}|*|*|literal:userDef|*,1
doGlide|reportRandom|{reportAttributeOf}|literal:userDef|*|*|*,3
doIfElse|{reportEquals}|*|*|literal:userDef,7
snapshot|stage:userDef|{sprite:userDef}|script|*|*|*,11
sprite:userDef|script|{receiveKey}|*|*|literal:userDef,5
"{script}|*|*|*|doSwitchToCostume",27
"{doChangeVar}|literal:userDef|*",3
stage:userDef|sprite:userDef|{script}|doSetVar|*|*|*,2
"{gotoXY}|literal:userDef|*|*|*",4
script|{doSetVar}|literal:userDef|*,23
script|doIfElse|{script}|*|doIfElse|*|*,9
"{doIf}|*|reportLessThan",4
"{gotoXY}|literal:userDef",14
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
doIfElse|script|{doIfElse}|script|script|*|*,7
"*|snapshot|{stage:userDef}|sprite:userDef",17
script|doIf|{reportEquals}|*|literal:userDef|var:userDef,30
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{doSwitchToCostume}|literal:userDef|*|*|*,29
script|{goToLayer}|*|literal:userDef,3
sprite:userDef|script|{doForever}|*|*|*|script,6
snapshot|{stage:userDef}|sprite:userDef|sprite:userDef|sprite:userDef|sprite:userDef,16
script|{doWait}|literal:userDef|*|*,21
doIfElse|{reportEquals}|var:userDef,19
doIfElse|script|{doSwitchToCostume}|literal:userDef|*,12
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{goToLayer}|literal:userDef|*|*|*",9
"{script}|*|receiveGo",11
"{doForever}|*|script",5
"{script}|*|doSwitchToCostume",16
"{script}|*|*|doSwitchToCostume|*",22
"{doSwitchToCostume}|literal:userDef|*|*|*",2
reportEquals|{literal:userDef}|*|*|*,1
doForever|{script}|doIf|*,7
"{doIfElse}|reportKeyPressed|script",4
script|receiveMessage|{literal:userDef}|*|*|*,1
stage:userDef|sprite:userDef|{script}|goToLayer|doForever|*|*,2
doIf|{script}|*|*|doSwitchToCostume|*,7
"{script}|doSetVar|doWait",5
doIf|{script}|doSwitchToCostume|*,12
"{doIf}|*|*|reportEquals",26
doIfElse|script|{doSetVar}|varMenu:userDef|literal:userDef|*,14
doIf|{script}|doSwitchToCostume|*|*,22
doIf|{reportEquals}|var:userDef|*,27
"{doIfElse}|*|*|reportEquals|script",20
"{script}|goToLayer|gotoXY|doSetVar|setScale",1
"{doSetVar}|*|*|varMenu:userDef|literal:userDef",39
doIfElse|script|{doWait}|*|*|literal:userDef,5
doIf|script|{doSwitchToCostume}|*|literal:userDef|*,20
script|doIf|{reportEquals}|var:userDef,14
sprite:userDef|{script}|doIf|*|*|*,1
doIfElse|script|{doIf}|*|reportNot,1
doIfElse|script|{doIfElse}|reportEquals|script,4
script|{receiveMessage}|*|literal:userDef|*,4
script|doIf|{script}|*|doSwitchToCostume|*,4
"{sprite:userDef}|script|script|*|*",3
doIf|{script}|*|*|doSwitchToCostume,6
doGlide|reportRandom|{reportAttributeOf}|literal:userDef,5
doIfElse|{reportKeyPressed}|*|*|literal:userDef,2
script|{doWait}|*|literal:userDef|*|*,20
"{reportEquals}|*|*|literal:userDef",23
"{doBroadcast}|literal:userDef|*|*|*",2
script|doForever|{script}|doGotoObject|doIfElse|*,1
"{script}|doIfElse|doSetVar",1
script|{goToLayer}|*|literal:userDef|*,10
stage:userDef|sprite:userDef|{script}|*|receiveGo|setScale|doForever,1
"{changeYPosition}|*|literal:userDef",2
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
"{script}|*|*|receiveGo|doForever",2
"{reportEquals}|var:userDef|*|*",6
script|{doIf}|*|reportEquals|script,34
"{doSwitchToCostume}|literal:userDef",21
doForever|{script}|doIf|*|*,5
script|doIf|{script}|doSwitchToCostume|*|*|*,21
script|{doWait}|literal:userDef|*,5
snapshot|stage:userDef|{sprite:userDef}|script,37
"{script}|doGotoObject|doIfElse",1
doForever|script|{doIf}|*|*|*|reportEquals,5
stage:userDef|{sprite:userDef}|script,1
script|doForever|{script}|*|doIf|*|*,4
doIf|{script}|*|doSwitchToCostume|*,1
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
stage:userDef|sprite:userDef|{script}|doChangeVar,2
doIf|script|{doSwitchToCostume}|*|*|literal:userDef|*,9
sprite:userDef|{script}|doSetVar|doForever|*,3
"{doSetVar}|literal:userDef|*|*|*",22
"{doIf}|reportNot|script",1
"{script}|*|doSwitchToCostume",36
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
doIf|{script}|doSetVar|doChangeVar|doWait|doSetVar,1
doIfElse|{reportEquals}|*|literal:userDef,12
"{script}|receiveKey|doSwitchToCostume|*",1
doRepeat|{script}|*|createClone,1
"{script}|receiveGo|doForever",1
"{doSetVar}|literal:userDef|*|*",24
script|doIf|{script}|doSwitchToCostume,17
"{doIfElse}|script|script|*",10
stage:userDef|sprite:userDef|{script}|*|receiveGo,3
"{doChangeVar}|*|varMenu:userDef|literal:userDef|*",4
"{script}|*|show|*",1
"{script}|hide|*|*",7
script|doIfElse|{script}|*|*|doSetVar|*,2
script|{receiveMessage}|*|literal:userDef|*,7
script|doForever|{script}|*|doIfElse|*,1
script|{doIfElse}|*|*|*|reportEquals,22
sprite:userDef|script|{doForever}|*|*|script|*,15
stage:userDef|sprite:userDef|{script}|receiveMessage|show,4
stage:userDef|{sprite:userDef}|script|*|*|*,13
"{script}|doIfElse",8
"{script}|receiveGo|setScale|*",3
script|{doForever}|script|*|*,15
"{doSwitchToCostume}|*|literal:userDef|*",37
doForever|script|{doIf}|*|reportEquals|script|*,21
sprite:userDef|script|{goToLayer}|literal:userDef|*,9
doForever|{script}|doIf,6
script|doIfElse|{script}|doIf|*,1
"{script}|doWait|doSetVar|*|*",2
script|doIfElse|{reportEquals}|var:userDef|*|*|*,13
sprite:userDef|script|{doForever}|script,3
script|{doIf}|script|*,44
"{doIf}|*|*|*|reportEquals",11
doIfElse|script|{doSwitchToCostume}|*|*|literal:userDef,15
doIfElse|{script}|*|*|*|hide,1
"{script}|*|doIfElse|doWaitUntil",1
sprite:userDef|{script}|*|receiveGo|goToLayer|gotoXY,1
"{script}|*|gotoXY|doSetVar|*",1
sprite:userDef|script|{receiveInteraction}|literal:userDef|*,2
"{script}|*|goToLayer|doIfElse",1
script|{doSetVar}|*|varMenu:userDef|literal:userDef|*,6
"{doSwitchToCostume}|literal:userDef",20
"{doChangeVar}|literal:userDef|*|*",8
doForever|{script}|doIf,26
script|doIf|{script}|*|*|*|doIfElse,3
"{doIfElse}|*|*|reportEquals|script",23
"{doSwitchToCostume}|*|*|literal:userDef|*",41
"{gotoXY}|literal:userDef|*|*|*",7
script|{doIf}|reportNot,1
"{doSwitchToCostume}|*|*|*|literal:userDef",23
doIfElse|{reportEquals}|var:userDef|*|*,3
"{setScale}|*|literal:userDef|*|*",9
script|doIf|{script}|doChangeVar|doWait|doSetVar|*,1
doIf|script|{doChangeVar}|*|varMenu:userDef|literal:userDef,5
"{doSetVar}|*|varMenu:userDef|literal:userDef|*",2
script|doIfElse|{script}|doIfElse|*,9
script|{doSwitchToCostume}|*|literal:userDef|*|*,32
"{script}|*|*|*|doSwitchToCostume",30
"{snapshot}|varDec:userDef|varDec:userDef",4
doForever|script|{doIf}|*|reportLessThan|script|*,1
script|{doSetVar}|literal:userDef|*|*,27
"{script}|gotoXY|doSetVar|setScale",1
script|doForever|{script}|doIf,32
"{doWait}|literal:userDef|*",17
doIf|{reportEquals}|*|*|literal:userDef,32
doIfElse|script|{doSwitchToCostume}|literal:userDef|*,9
stage:userDef|{sprite:userDef}|*|script|*,7
script|doIfElse|{script}|doSetVar|doSwitchToCostume|*,3
sprite:userDef|script|{receiveMessage}|literal:userDef|*,4
doIfElse|{reportEquals}|getCostumeIdx,1
"{doSetVar}|*|*|varMenu:userDef",8
"{doIf}|*|reportNot|script",1
sprite:userDef|script|{setScale}|*|*|literal:userDef|*,9
script|doIfElse|{script}|*|hide,2
script|doIfElse|{script}|*|*|*|doIf,1
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,1
script|{doIfElse}|script|*,20
script|{doIfElse}|script|*|*|*,23
script|{doIfElse}|script|script|*,28
"{doSetVar}|*|*|*|varMenu:userDef",7
script|doIfElse|{script}|*|doSwitchToCostume|*|*,1
script|{gotoXY}|literal:userDef,11
"{reportEquals}|*|literal:userDef|var:userDef",15
"{doForever}|*|script|*",10
"{reportRandom}|reportAttributeOf|*",1
"{script}|doSwitchToCostume",21
"{script}|*|*|doSwitchToCostume|*",25
doForever|script|{doWait}|*|*|*|literal:userDef,4
script|doIf|{reportLessThan}|*|*|literal:userDef,2
"{script}|setScale|*|*",5
script|{gotoXY}|*|literal:userDef|literal:userDef,5
"{doIfElse}|script",17
"{script}|*|*|receiveGo",6
doIf|{script}|doWait|doChangeVar,2
"{doIfElse}|*|reportEquals|script|script",15
"{doIf}|*|*|reportKeyPressed",3
script|doForever|{script}|doIf|doIf|doIf,4
doIfElse|script|{doSwitchToCostume}|literal:userDef,8
doIfElse|{script}|*|*|doIf|*,7
doIfElse|script|{doSwitchToCostume}|*|literal:userDef|*|*,6
script|doForever|{script}|doWait|doSetVar|doWait,1
"{goToLayer}|*|literal:userDef|*",1
doIf|script|{changeYPosition}|*|literal:userDef|*,1
"{sprite:userDef}|script|*|*",17
"{script}|*|*|receiveGo|doForever",5
doIf|{script}|*|*|doSetVar|doChangeVar,1
doIf|{script}|*|*|doSwitchToCostume,3
script|{receiveKey}|*|literal:userDef|*,3
script|doIfElse|{reportEquals}|*|*|literal:userDef|var:userDef,5
doIf|{script}|gotoXY|doSetVar|*|*,1
doForever|{script}|doIf|*|*,8
"{reportEquals}|var:userDef|*|*",57
"{script}|doIfElse|doWaitUntil|removeClone",1
"{doSetVar}|*|*|*|varMenu:userDef",10
doIfElse|{script}|doSwitchToCostume|doWait,3
"{doSetVar}|*|varMenu:userDef|literal:userDef",40
script|{gotoXY}|*|*|literal:userDef,9
"{gotoXY}|literal:userDef",13
"{changeXPosition}|*|*|literal:userDef|*",1
script|{doWait}|*|*|literal:userDef|*,2
script|doIfElse|{script}|*|*|*|doSwitchToCostume,3
script|doIf|{reportLessThan}|*|literal:userDef|var:userDef,3
doIf|script|{doSwitchToCostume}|*|literal:userDef|*|*,6
stage:userDef|sprite:userDef|{script}|*|receiveGo|doForever|*,8
snapshot|{stage:userDef}|sprite:userDef|sprite:userDef,8
doForever|script|{doIf}|script|*|*,13
doIf|{reportEquals}|literal:userDef|var:userDef,7
sprite:userDef|script|{receiveMessage}|literal:userDef|*|*|*,1
script|{doIfElse}|script|script|*,25
"{gotoXY}|literal:userDef|literal:userDef",9
doForever|script|{doIf}|reportEquals|script|*|*,7
"{sprite:userDef}|script",21
sprite:userDef|{script}|hide,2
doIf|{reportEquals}|*|literal:userDef|xPosition|*,1
sprite:userDef|{script}|doSetVar|doSetVar|doForever,1
sprite:userDef|{script}|*|receiveMessage|show|*,2
script|doIf|{reportEquals}|literal:userDef,36
doIf|{reportKeyPressed}|*|literal:userDef|*|*,3
