PQGram,Count
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|*|*,5
sprite:userDef|{script}|gotoXY,3
"{script}|*|*|doSetVar",5
"{script}|hide",1
"{script}|show",3
sprite:userDef|{script}|doUntil|removeClone|*,2
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
script|{doUntil}|reportTouchingObject|script|*,1
stage:userDef|sprite:userDef|{script}|receiveGo|doForever,3
stage:userDef|sprite:userDef|{script}|removeClone,2
script|{doForever}|*|script|*|*,3
script|{doRepeat}|literal:userDef|script|*,1
"{receiveKey}|literal:userDef|*|*",4
script|{gotoXY}|literal:userDef|reportRandom|*|*,3
script|{doIf}|*|*|reportEquals|script,3
"{doForever}|*|*|*|script",6
doTellTo|{reifyScript}|*|*|list|script,1
script|{hide}|*|*|*,1
script|{gotoXY}|reportRandom,2
script|doRepeat|{script}|*|createClone,1
sprite:userDef|script|{receiveOnClone}|*,1
"{script}|*|receiveKey",5
sprite:userDef|script|{doForever}|*|script,1
reifyScript|script|{doSwitchToCostume}|literal:userDef|*,1
sprite:userDef|{script}|*|*|receiveGo,2
sprite:userDef|script|{playSound}|literal:userDef|*|*|*,2
sprite:userDef|script|{doTellTo}|reifyScript|list|*|*,1
"{sprite:userDef}|script|script",5
script|{gotoXY}|reportAttributeOf|*,2
"{bubble}|literal:userDef",1
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
"{receiveKey}|*|*|*|literal:userDef",5
sprite:userDef|{script}|*|receiveGo|show|setScale,1
"*|*|{snapshot}|stage:userDef|varDec:userDef|varDec:userDef|varDec:userDef",1
sprite:userDef|script|{receiveKey}|*|literal:userDef|*,9
"{sprite:userDef}|script|script",15
sprite:userDef|{script}|doSetVar|doRepeat|hide,1
gotoXY|{reportRandom}|literal:userDef|*|*|*,3
gotoXY|{reportRandom}|literal:userDef|literal:userDef,3
stage:userDef|{sprite:userDef}|script|script,16
"{reportRandom}|literal:userDef",6
doUntil|{script}|doIf,1
sprite:userDef|{script}|doUntil|removeClone,1
script|{doIf}|*|reportEquals,1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
doIf|{script}|*|*|*|doSetVar,1
script|doRepeat|{script}|createClone|*|*|*,1
