PQGram,Count
doForever|{script}|doWait|hide|*,1
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
doRepeat|script|{show}|*,1
"{script}|hide",1
"{script}|show",3
"{receiveMessage}|literal:userDef|*|*|*",28
script|doForever|{script}|gotoXY|hide|doWait,2
"{sprite:userDef}|*|*|script|script",17
"{setScale}|*|literal:userDef|*|*",6
script|doRepeat|{script}|doWait|*|*|*,4
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
"{reportTouchingObject}|*|*|literal:userDef|*",25
"{reportAttributeOf}|literal:userDef|*|*",12
script|{doRepeat}|script|*|*|*,21
"{reportTouchingObject}|*|*|*|literal:userDef",7
script|{doIf}|*|*|reportEquals|script,3
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
sprite:userDef|{script}|receiveMessage|doForever|*,7
doTellTo|{reifyScript}|*|*|list|script,1
stage:userDef|{sprite:userDef}|script|*,17
doRepeat|{script}|doIf|doIf,1
script|{gotoXY}|reportRandom,2
doIf|{reportTouchingObject}|*|*|literal:userDef|*,7
reportLessThan|{var:userDef}|*|*|*,1
sprite:userDef|script|{receiveOnClone}|*,1
"{reportAttributeOf}|*|*|literal:userDef|literal:userDef",9
"{doChangeVar}|varMenu:userDef|literal:userDef|*",20
sprite:userDef|script|{doForever}|*|script,1
script|doIf|{reportLessThan}|var:userDef,2
doForever|script|{doIf}|script|*|*|*,21
script|doIf|{script}|*|doSwitchToCostume|doForever,1
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
doForever|script|{doIf}|*|reportKeyPressed,4
script|doIf|{script}|doChangeVar|doWait,8
"{script}|doWait|doGotoObject",1
script|{doGotoObject}|*|literal:userDef|*,17
script|{doWait}|literal:userDef|*|*|*,40
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
script|doIf|{script}|*|hide,1
"{doIf}|*|reportTouchingObject|script|*",3
"{doWait}|*|literal:userDef|*|*",43
"{script}|doBroadcast|doBroadcast|doBroadcast",6
doUntil|{script}|*|*|*|doGlide,1
"{reportLessThan}|literal:userDef",6
script|doIf|{script}|doBroadcast,8
"{changeVolume}|*|*|*|literal:userDef",1
"{script}|doShowVar|show",1
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
"{receiveKey}|*|*|*|literal:userDef",5
script|{doIf}|*|reportLessThan|script|*,2
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
reportAnd|{reportTouchingObject}|literal:userDef|*|*|*,5
doIf|script|{doFaceTowards}|*|literal:userDef|*|*,2
"{script}|*|changeVolume|doWaitUntil|setVolume",2
sprite:userDef|script|{setScale}|*|literal:userDef,14
script|doForever|{script}|*|doSwitchToCostume,2
script|{doWait}|literal:userDef|*|*|*,63
"{playSound}|literal:userDef|*|*",8
script|{doWait}|*|*|literal:userDef|*,48
"{doIf}|*|*|*|reportEquals",8
doIf|script|{doChangeVar}|literal:userDef,2
doIf|script|{playSound}|literal:userDef|*|*|*,2
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,7
"{reportRandom}|literal:userDef",6
script|doForever|{script}|setVolume|*|*|*,3
doUntil|{script}|doIf,1
"{script}|*|changeXPosition|*",1
"{doWait}|literal:userDef|*|*",24
doIf|script|{doForever}|*|*|script,2
doIf|script|{createClone}|*|*|literal:userDef,1
sprite:userDef|script|{doGlide}|literal:userDef,1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
script|{doForever}|*|*|script|*,15
script|doRepeat|{script}|*|*|*|doBroadcast,1
reportAnd|{reportTouchingObject}|*|literal:userDef,5
sprite:userDef|{script}|doWait|doSwitchToCostume|doSetVar,5
"{doIf}|*|reportTouchingObject|script",8
script|{changeEffect}|literal:userDef|*|*,10
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
script|doIf|{script}|doChangeVar|*|*|*,10
stage:userDef|sprite:userDef|{script}|receiveOnClone|doIf|*,2
script|{changeEffect}|literal:userDef|literal:userDef|*|*,4
script|{doChangeVar}|*|varMenu:userDef|literal:userDef|*,12
doIf|{script}|*|doChangeVar|*|*,10
sprite:userDef|{script}|setScale|hide|*|*,12
doUntil|reportOr|{reportTouchingObject}|*|literal:userDef|*,4
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
sprite:userDef|{script}|show|doForever,4
doForever|script|{doSwitchToCostume}|*|*|literal:userDef,2
"*|snapshot|{stage:userDef}|sprite:userDef",17
"{script}|*|*|*|doBroadcast",6
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{doSwitchToCostume}|literal:userDef|*|*|*,29
sprite:userDef|{script}|hide|*,25
doIf|reportAnd|{reportAnd}|*|*|reportKeyPressed|reportTouchingObject,3
script|{doWait}|literal:userDef|*|*,21
stage:userDef|{sprite:userDef}|script|script,57
"{script}|*|*|doChangeVar|*",7
"{script}|doForever|*|*|*",36
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{forward}|literal:userDef|*|*|*",10
script|{doUntil}|script|*|*,22
"{script}|*|doSwitchToCostume",16
"{doSwitchToCostume}|literal:userDef|*|*|*",2
script|doIfElse|{reportTouchingObject}|*|literal:userDef|*|*,1
script|receiveMessage|{literal:userDef}|*|*|*,1
sprite:userDef|script|{doIf}|reportEquals|script,5
"{doIf}|reportAnd",2
doForever|script|{setVolume}|*|literal:userDef,7
doIf|{script}|doWait,6
script|{changeVolume}|*|*|literal:userDef|*,7
"{script}|hide|*|*|*",29
"{script}|*|*|*|forward",3
"{script}|*|*|doGotoObject|doFaceTowards",1
sprite:userDef|{script}|doIf|*|*|*,1
script|{doForever}|script|*|*|*,29
"{script}|doRepeat|doRepeat",3
script|doIf|{script}|*|*|doSwitchToCostume|doForever,2
stage:userDef|sprite:userDef|{script}|doStopThis|*,7
script|{doShowVar}|*|*|varMenu:userDef,7
script|doSwitchToCostume|{reportRandom}|literal:userDef|*|*,11
doIf|script|{doChangeVar}|*|*|*|varMenu:userDef,13
stage:userDef|sprite:userDef|{script}|setScale|hide|*|*,6
script|{receiveMessage}|*|literal:userDef|*,4
stage:userDef|sprite:userDef|{script}|setScale,13
doUntil|{reportOr}|reportOr|reportTouchingObject|*,5
"{sprite:userDef}|script|script|*|*",3
doUntil|script|{doGotoObject}|*|*|*|literal:userDef,1
"{doIf}|*|*|*|reportOr",2
doIf|{script}|*|*|doSwitchToCostume,6
doUntil|script|{doIf}|script|*|*|*,7
"{doIf}|script",57
script|{doWait}|*|literal:userDef|*|*,20
"{script}|doFaceTowards|show",2
script|doIf|{script}|*|*|forward|doSwitchToCostume,1
script|{hide}|*|*,1
"{sprite:userDef}|*|*|script",10
"{doChangeVar}|literal:userDef|*",23
"{reifyScript}|list",1
"{script}|*|*|receiveGo|doForever",2
"{script}|doWait|forward",5
"{script}|show|doWait|hide",1
script|{doRepeat}|*|*|literal:userDef|script,21
script|{doWait}|literal:userDef|*,5
snapshot|stage:userDef|{sprite:userDef}|script,37
stage:userDef|{sprite:userDef}|script,1
"{reportLessThan}|*|*|*|var:userDef",20
"{script}|doForever|*|*",26
"{script}|*|receiveGo|doHideVar",6
script|doForever|{script}|*|doIf|*|*,4
stage:userDef|sprite:userDef|{script}|receiveMessage|show,1
"{reportAnd}|*|reportKeyPressed|reportTouchingObject",2
sprite:userDef|script|{doHideVar}|*|*|*|varMenu:userDef,7
stage:userDef|sprite:userDef|{script}|doHideVar|hide,2
doIf|script|{forward}|*|literal:userDef|*|*,5
stage:userDef|sprite:userDef|{script}|*|receiveGo,6
reportAnd|reportAnd|{reportKeyPressed}|literal:userDef|*|*,1
"{script}|receiveGo|doForever",1
doWaitUntil|{reportKeyPressed}|*|literal:userDef|*|*,3
"{script}|doSwitchToCostume|doShowVar",1
script|{doForever}|*|script|*,25
script|doIf|{script}|doSwitchToCostume,17
script|{doUntil}|script|*|*|*,15
sprite:userDef|{script}|doSwitchToCostume|clearEffects|hide,1
sprite:userDef|script|{doRepeat}|*|literal:userDef|script,11
sprite:userDef|{script}|*|receiveOnClone|doIf|*,2
stage:userDef|sprite:userDef|{script}|*|receiveGo,3
"{receiveMessage}|*|*|literal:userDef",23
sprite:userDef|{script}|receiveMessage|doGotoObject|doFaceTowards|show,1
script|{doForever}|*|script|*,28
"{script}|hide|*|*",7
"{doBroadcast}|*|*|literal:userDef",19
doUntil|{reportOr}|reportOr|reportTouchingObject|*,2
"{doWait}|*|literal:userDef|*|*",40
doIf|script|{doGotoObject}|*|*|literal:userDef|*,2
script|{receiveMessage}|*|literal:userDef|*,7
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef|*,1
script|doForever|{script}|*|doIfElse|*,1
stage:userDef|sprite:userDef|{script}|hide|doStopThis|*|*,5
sprite:userDef|{script}|*|*|receiveMessage|doRepeat,1
"{reportTouchingObject}|*|literal:userDef|*",2
stage:userDef|{sprite:userDef}|script|*|*|*,13
"{reportLessThan}|literal:userDef",5
script|{doRepeat}|literal:userDef|script,23
"{script}|*|*|*|changeVolume",2
"{doSwitchToCostume}|*|literal:userDef|*",37
"{sprite:userDef}|*|script|script",12
doForever|{script}|setVolume|*|*,7
script|doForever|{script}|doUntil,8
"{doIf}|*|*|*|reportEquals",11
"{doForever}|*|script",25
script|{doSwitchToCostume}|reportRandom|*,5
"{script}|changeEffect|doSwitchToCostume|*",2
"{changeVolume}|*|*|*|literal:userDef",4
script|{doIf}|reportKeyPressed,10
sprite:userDef|script|{doBroadcast}|literal:userDef,1
script|{doShowVar}|*|*|varMenu:userDef,4
"{reportTouchingObject}|*|*|literal:userDef|*",28
"{reportRandom}|literal:userDef",7
doForever|script|{doSwitchToCostume}|*|*|*|literal:userDef,2
"{setScale}|*|literal:userDef|*|*",9
"{script}|*|receiveMessage|doForever|*",7
script|{doSwitchToCostume}|*|literal:userDef|*|*,32
"{snapshot}|varDec:userDef|varDec:userDef",4
doForever|{script}|doUntil|*,7
"{reportTouchingObject}|*|*|*|literal:userDef",10
script|doRepeat|{script}|doIf|*|*|*,6
"{script}|*|*|*|receiveOnClone",2
"{receiveMessage}|literal:userDef|*|*|*",31
sprite:userDef|script|{setScale}|*|*|literal:userDef|*,9
script|turn|{reportRandom}|literal:userDef,4
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,1
script|doForever|{script}|show,2
