PQGram,Count
"{script}|doIfElse|*",10
sprite:userDef|script|{doBroadcast}|literal:userDef|*|*,5
script|doIf|{script}|*|doSwitchToCostume,44
"{script}|hide",1
"{script}|show",3
sprite:userDef|{script}|doUntil|removeClone|*,2
"{receiveMessage}|literal:userDef|*|*|*",28
sprite:userDef|{script}|hide,42
"{sprite:userDef}|*|*|script|script",17
"{script}|*|doSwitchToCostume",56
doIfElse|script|{setHeading}|literal:userDef|*|*|*,1
"{reportEquals}|*|literal:userDef|var:userDef|*",34
"{script}|forward",31
script|doRepeat|{script}|doWait|*|*|*,4
sprite:userDef|{script}|gotoXY,13
"{reportAttributeOf}|literal:userDef|literal:userDef|*|*",3
script|{doRepeat}|script|*|*|*,21
"{script}|*|setHeading|*|*",2
doIf|script|{doSwitchToCostume}|literal:userDef|*|*,15
script|{doWait}|*|*|literal:userDef,88
"{reportTouchingObject}|*|*|*|literal:userDef",7
stage:userDef|sprite:userDef|{script}|receiveOnClone|show,1
script|{doIf}|*|*|reportEquals|script,3
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
doTellTo|{reifyScript}|*|*|list|script,1
stage:userDef|{sprite:userDef}|script|*,17
doRepeat|{script}|doIf|doIf,1
script|doRepeat|{script}|*|*|doSwitchToCostume|doWait,1
script|doIf|{script}|doSwitchToCostume|*,39
reportLessThan|{var:userDef}|*|*|*,1
sprite:userDef|script|{receiveOnClone}|*,1
"{reportEquals}|literal:userDef|var:userDef|*|*",50
sprite:userDef|{script}|doSayFor|doSwitchToCostume,1
sprite:userDef|script|{doForever}|*|script,1
script|{setHeading}|reportAttributeOf|*|*,2
doForever|script|{doIf}|script|*|*|*,21
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
doForever|script|{doIf}|*|reportKeyPressed,4
doIf|{script}|*|doSwitchToCostume,15
script|{doIf}|reportEquals,54
script|{gotoXY}|literal:userDef|*|*|*,12
"{script}|setEffect|doWait|setEffect|doWait",1
"{setHeading}|*|*|*|literal:userDef",5
"{script}|doSwitchToCostume|*",65
script|{doWait}|literal:userDef|*|*|*,40
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{doSwitchToCostume}|*|*|literal:userDef|*",138
"{sprite:userDef}|script|script",5
"{doWait}|*|literal:userDef|*|*",43
"{script}|receiveMessage|doWait|show",2
"{script}|*|doWearNextCostume",7
doIfElse|{script}|doRepeat|doSwitchToCostume,1
"{script}|doSayFor|doBroadcast|hide|*",1
script|doForever|{script}|doIf|doIf|doIf,50
script|{doIf}|*|reportLessThan|script|*,2
sprite:userDef|script|{doBroadcastAndWait}|literal:userDef|*|*|*,2
reportEquals|{reportRandom}|literal:userDef|literal:userDef,1
doIfElse|script|{forward}|*|*|literal:userDef|*,8
"{doSwitchToCostume}|*|*|*|literal:userDef",120
script|doIf|{reportEquals}|var:userDef|*|*|*,19
script|doIf|{reportEquals}|*|literal:userDef,41
script|{doWait}|literal:userDef|*|*|*,63
"{script}|doSwitchToCostume|*|*|*",67
script|doIf|{script}|*|doSwitchToCostume|*,27
script|{doWait}|*|*|literal:userDef|*,48
"{doIf}|*|*|*|reportEquals",8
snapshot|stage:userDef|{script}|doRepeat|*,2
doIf|script|{doChangeVar}|literal:userDef,2
"{reportRandom}|literal:userDef",6
"{doSwitchToCostume}|literal:userDef",134
"{doIfElse}|script|*|*",8
sprite:userDef|{script}|gotoXY|doSwitchToCostume|hide,1
sprite:userDef|{script}|receiveMessage|gotoXY|doWait|show,1
"{doWait}|literal:userDef|*|*",24
sprite:userDef|customBlock:userDef|{script}|doSwitchToCostume|*|*|*,2
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*|*|*,25
sprite:userDef|{script}|doUntil|removeClone,1
sprite:userDef|script|{doGlide}|*|*|literal:userDef|literal:userDef,12
sprite:userDef|script|{doGlide}|literal:userDef,1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
doForever|script|{doIf}|reportEquals|script|*|*,44
sprite:userDef|script|{doSayFor}|*|literal:userDef|literal:userDef|*,9
script|{changeEffect}|literal:userDef|*|*,10
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
stage:userDef|sprite:userDef|{script}|doUntil|doSwitchToCostume|doBroadcast|doWait,1
script|{changeEffect}|literal:userDef|literal:userDef|*|*,4
script|{forward}|*|*|*|literal:userDef,25
script|{doSwitchToCostume}|*|literal:userDef|*,85
stage:userDef|sprite:userDef|{script}|*|*|receiveGo,23
doUntil|reportOr|{reportTouchingObject}|*|literal:userDef|*,4
"*|snapshot|{stage:userDef}|sprite:userDef",17
"{sprite:userDef}|*|script",11
"{sprite:userDef}|script",22
script|{doSwitchToCostume}|literal:userDef|*|*|*,29
sprite:userDef|{script}|hide|*,25
script|{doWait}|literal:userDef|*|*,21
doIf|script|{doSwitchToCostume}|*|*|literal:userDef|*,46
script|{doSayFor}|*|*|literal:userDef|literal:userDef,15
doIfElse|script|{doSwitchToCostume}|literal:userDef|*,12
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
script|doForever|{script}|doIf,63
"{forward}|literal:userDef|*|*|*",10
sprite:userDef|script|{doGlide}|literal:userDef|*,2
