PQGram,Count
sprite:userDef|{script}|gotoXY,3
"{script}|hide",1
"{script}|show",3
sprite:userDef|script|{doGlide}|literal:userDef|*|*,13
snapshot|stage:userDef|{script}|receiveGo,1
script|{doGlide}|literal:userDef|literal:userDef,31
script|{doRepeat}|literal:userDef|script|*,1
"{receiveKey}|literal:userDef|*|*",4
"{script}|*|*|*|evaluateCustomBlock:userDef",5
"{script}|doWait|doGlide|doWait|*",1
sprite:userDef|script|{doGlide}|*|literal:userDef|literal:userDef,18
sprite:userDef|script|{forward}|*|literal:userDef,4
script|{doGlide}|*|literal:userDef|literal:userDef|literal:userDef,2
stage:userDef|{sprite:userDef}|script|script|script,4
"{doSwitchToCostume}|*|literal:userDef|*",1
"{script}|evaluateCustomBlock:userDef|show",3
stage:userDef|sprite:userDef|{script}|show|gotoXY|doSayFor|doForever,1
script|{doWait}|*|literal:userDef,1
"{doWait}|*|*|*|literal:userDef",10
sprite:userDef|script|{doGlide}|literal:userDef,47
script|{hide}|*|*|*,1
"{script}|doRepeat|*|*|*",1
script|{doGlide}|literal:userDef|literal:userDef|*|*,17
script|{doWait}|literal:userDef|*|*|*,1
"{script}|show|gotoXY|doGlide",1
stage:userDef|sprite:userDef|{script}|receiveGo|hide|*,2
script|{doWait}|literal:userDef|*,10
"{script}|*|*|receiveGo",1
stage:userDef|sprite:userDef|{script}|doGlide|doWait|*|*,2
sprite:userDef|script|{doForever}|*|script,1
sprite:userDef|{script}|*|*|receiveGo,2
sprite:userDef|script|{doGlide}|*|literal:userDef|literal:userDef|literal:userDef,1
script|{doGlide}|*|*|literal:userDef,13
sprite:userDef|{script}|doWait|doGlide,13
"{doWait}|*|literal:userDef|*|*",18
sprite:userDef|{script}|show|gotoXY|doGlide,2
script|{gotoXY}|literal:userDef|*,6
"{script}|doGlide|doWait|doGlide",14
"{sprite:userDef}|script|script",5
sprite:userDef|{script}|hide|*|*|*,4
stage:userDef|sprite:userDef|{script}|hide|*|*,5
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",4
sprite:userDef|{script}|doGlide|doWait|doGlide|doWait,15
"{doGlide}|*|literal:userDef",16
doRepeat|{script}|doIf|*|*|*,1
snapshot|customBlock:userDef|{script}|*|*|*|*,1
"{doGlide}|*|*|literal:userDef",6
"{sprite:userDef}|script|script",10
sprite:userDef|{script}|doGlide|doWait,1
stage:userDef|sprite:userDef|{script}|setHeading|forward|*,4
"{script}|*|*|evaluateCustomBlock:userDef",6
"{forward}|*|*|literal:userDef",3
"{doGlide}|*|literal:userDef",6
script|{doWait}|*|literal:userDef|*,9
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef,27
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef,2
"{doGlide}|*|literal:userDef",1
script|{setHeading}|*|*|literal:userDef|*,3
"{doGlide}|literal:userDef",44
"{doGlide}|*|literal:userDef",11
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,11
script|{doWait}|*|*|literal:userDef|*,9
sprite:userDef|script|{doGlide}|*|*|literal:userDef|literal:userDef,12
sprite:userDef|script|{doGlide}|literal:userDef,1
stage:userDef|{script}|receiveGo,1
"{doGlide}|literal:userDef|literal:userDef|*|*",17
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef|*,17
stage:userDef|{script}|receiveGo|doSwitchToCostume|*,1
sprite:userDef|{script}|doWait,10
"{gotoXY}|literal:userDef|*|*|*",4
"{doGlide}|literal:userDef|*|*|*",9
"{setHeading}|*|literal:userDef",4
script|{gotoXY}|literal:userDef|literal:userDef,6
sprite:userDef|{script}|show|gotoXY|doGlide|doWait,3
script|{receiveKey}|*|*|literal:userDef|*,3
"{doGlide}|*|literal:userDef|literal:userDef|literal:userDef",6
"{gotoXY}|literal:userDef",14
sprite:userDef|{script}|doWait,5
"{sprite:userDef}|*|script",6
stage:userDef|sprite:userDef|{script}|show|gotoXY|*,2
sprite:userDef|script|{doForever}|*|*|*|script,1
stage:userDef|sprite:userDef|{script}|doWait|doGlide|doWait,14
sprite:userDef|{script}|doWait|doGlide,8
sprite:userDef|{script}|doWait,15
sprite:userDef|script|{doWait}|*|literal:userDef,15
"*|{snapshot}|varDec:userDef|*|*",1
sprite:userDef|script|{doGlide}|literal:userDef|*|*|*,1
stage:userDef|sprite:userDef|{script}|*|evaluateCustomBlock:userDef|hide|*,3
sprite:userDef|script|{doGlide}|literal:userDef|*,2
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
"{doGlide}|literal:userDef|literal:userDef|literal:userDef|*",13
"{gotoXY}|literal:userDef|literal:userDef|*",6
sprite:userDef|{script}|*|*|*|evaluateCustomBlock:userDef,7
"{doForever}|*|script|*|*",1
script|{doGlide}|literal:userDef|*|*|*,2
"{script}|*|*|evaluateCustomBlock:userDef",1
"{script}|doWait|doGlide|doWait|doGlide",11
"{doIf}|script|*|*",1
"{sprite:userDef}|*|script",1
sprite:userDef|{script}|doGlide|doWait|doGlide,10
stage:userDef|sprite:userDef|{script}|doGlide,7
script|{doGlide}|*|literal:userDef|literal:userDef,6
"{doGlide}|*|*|*|literal:userDef",5
stage:userDef|sprite:userDef|{script}|setHeading|forward|*|*,4
sprite:userDef|script|{gotoXY}|*|literal:userDef|literal:userDef|*,2
script|{doGlide}|literal:userDef|literal:userDef|*,17
"{sprite:userDef}|script|script|*|*",3
"{script}|doGlide",4
"{script}|hide|*|*|*",4
"{doWait}|*|*|literal:userDef",11
"{gotoXY}|*|literal:userDef|literal:userDef|*",4
script|{hide}|*|*,1
script|{doGlide}|literal:userDef|literal:userDef,26
sprite:userDef|script|{doWait}|*|literal:userDef|*,18
"{setHeading}|*|*|literal:userDef|*",1
script|{doGlide}|literal:userDef|literal:userDef|literal:userDef,17
"{script}|show|gotoXY|doSayFor",1
stage:userDef|sprite:userDef|{script}|evaluateCustomBlock:userDef|show|gotoXY,2
stage:userDef|sprite:userDef|{script}|doWait|*|*|*,2
sprite:userDef|script|{doWait}|*|*|literal:userDef,14
script|{doWait}|literal:userDef|*,5
sprite:userDef|script|{doGlide}|literal:userDef,42
sprite:userDef|script|{receiveKey}|literal:userDef|*|*,4
stage:userDef|{sprite:userDef}|script,1
sprite:userDef|script|{doGlide}|*|*|literal:userDef|literal:userDef,7
script|{doRepeat}|*|*|literal:userDef,1
sprite:userDef|script|{doGlide}|*|literal:userDef|literal:userDef,2
script|{forward}|*|literal:userDef|*,1
"{reportTouchingColor}|*|*|literal:userDef",1
script|{doForever}|*|*|script,1
stage:userDef|sprite:userDef|{script}|forward,2
sprite:userDef|script|{doWait}|literal:userDef|*,8
sprite:userDef|script|{forward}|*|*|literal:userDef|*,3
stage:userDef|{sprite:userDef}|script,11
snapshot|stage:userDef|{script}|doSwitchToCostume,1
"{evaluateCustomBlock:userDef}|*|*",1
sprite:userDef|{script}|forward|*|*,4
"{doWait}|literal:userDef",17
stage:userDef|{sprite:userDef}|script,6
"{script}|forward",3
"{gotoXY}|*|literal:userDef|literal:userDef|*",1
stage:userDef|sprite:userDef|{script}|gotoXY|doSayFor,1
sprite:userDef|script|{doGlide}|*|literal:userDef|literal:userDef|literal:userDef,6
script|{doGlide}|literal:userDef|literal:userDef|literal:userDef,14
script|{doGlide}|*|*|literal:userDef|literal:userDef,10
stage:userDef|sprite:userDef|{script}|*|receiveKey,1
stage:userDef|{sprite:userDef}|*|script|script|*,4
"{doWait}|literal:userDef|*|*",14
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef|*,1
"{doGlide}|*|*|literal:userDef",1
stage:userDef|sprite:userDef|{script}|doSayFor|doForever|*|*,1
"{receiveGo}|*|*",1
sprite:userDef|script|{receiveKey}|literal:userDef|*|*|*,1
sprite:userDef|script|{doGlide}|literal:userDef,52
stage:userDef|sprite:userDef|{script}|doWait,16
gotoXY|{literal:userDef}|*|*|*,1
script|{doGlide}|*|literal:userDef|literal:userDef|literal:userDef,18
"{script}|*|*|receiveKey",3
sprite:userDef|{script}|*|receiveKey|setHeading,3
"{script}|evaluateCustomBlock:userDef|show|gotoXY|doGlide",3
"{doGlide}|*|literal:userDef|literal:userDef",15
sprite:userDef|{script}|doWait|*,2
"{script}|gotoXY|*|*",3
"{doWait}|literal:userDef|*",2
script|{doGlide}|*|literal:userDef,12
"{receiveKey}|*|*|literal:userDef",1
sprite:userDef|script|{setHeading}|*|*|literal:userDef|*,2
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef,24
"{doWait}|literal:userDef|*|*|*",17
sprite:userDef|script|{doWait}|literal:userDef|*|*,13
sprite:userDef|script|{doWait}|*|literal:userDef,18
stage:userDef|sprite:userDef|{script}|doGlide|doWait|doGlide,6
sprite:userDef|{script}|doGlide|doWait|*,3
"{script}|doGlide|doWait|doGlide",4
sprite:userDef|script|{doWait}|*|literal:userDef|*|*,3
"{gotoXY}|literal:userDef|*|*|*",7
sprite:userDef|script|{doWait}|literal:userDef,1
"*|*|{snapshot}|*|*|stage:userDef|customBlock:userDef",1
"{doWait}|literal:userDef|*",7
sprite:userDef|{script}|doGlide|doWait|doGlide,13
"{doGlide}|literal:userDef",45
stage:userDef|sprite:userDef|{script}|evaluateCustomBlock:userDef|show|gotoXY|*,1
"{script}|*|*|*|receiveGo",2
"{doWait}|literal:userDef|*",17
"{script}|*|evaluateCustomBlock:userDef",1
"{doWait}|literal:userDef|*",12
sprite:userDef|{script}|doWait|doGlide,3
script|{doGlide}|*|*|*|literal:userDef,6
doForever|{script}|*|doRepeat|*|*,1
sprite:userDef|script|{doWait}|*|*|literal:userDef|*,1
"{script}|*|evaluateCustomBlock:userDef",6
sprite:userDef|script|{doGlide}|*|*|*|literal:userDef,15
sprite:userDef|{script}|evaluateCustomBlock:userDef|show|gotoXY|doSayFor,1
sprite:userDef|script|{setHeading}|*|literal:userDef|*|*,4
sprite:userDef|{script}|*|*|evaluateCustomBlock:userDef,2
script|{gotoXY}|literal:userDef,11
"{script}|hide|*|*|*",1
sprite:userDef|script|{doGlide}|literal:userDef|literal:userDef|literal:userDef,17
sprite:userDef|script|{doGlide}|*|literal:userDef,9
script|{gotoXY}|literal:userDef,6
stage:userDef|sprite:userDef|{script}|doWait|doGlide|doWait|doGlide,3
stage:userDef|sprite:userDef|{script}|*|receiveKey|setHeading,3
script|{doSayFor}|literal:userDef|literal:userDef|*,1
script|{gotoXY}|literal:userDef,1
"{script}|forward|*",4
script|{doGlide}|literal:userDef|*|*,18
stage:userDef|sprite:userDef|{script}|receiveKey|setHeading|forward|*,1
script|{gotoXY}|*|literal:userDef|literal:userDef,5
script|{doGlide}|literal:userDef|literal:userDef|literal:userDef|*,14
script|{gotoXY}|*|literal:userDef,2
script|{doWait}|literal:userDef|*,15
script|{show}|*|*|*|*,1
"{script}|doGlide|doWait|doGlide",9
sprite:userDef|script|{doWait}|*|*|*|literal:userDef,14
sprite:userDef|script|{doWait}|literal:userDef|*,11
script|{doGlide}|literal:userDef|literal:userDef|*|*,10
script|{receiveKey}|literal:userDef|*,3
"{doIf}|reportTouchingColor|script|*",1
stage:userDef|{sprite:userDef}|*|*|script|script,3
script|{receiveKey}|*|literal:userDef|*,3
script|{setHeading}|literal:userDef,2
sprite:userDef|script|{gotoXY}|literal:userDef|*|*|*,2
snapshot|stage:userDef|{sprite:userDef}|script|script|*,1
"*|snapshot|{stage:userDef}|sprite:userDef|sprite:userDef",1
"{doWait}|literal:userDef",16
script|{doGlide}|literal:userDef|literal:userDef|*,14
"{script}|forward",4
"{gotoXY}|literal:userDef",13
script|{doWait}|*|*|literal:userDef|*,2
sprite:userDef|{script}|*|evaluateCustomBlock:userDef|show|gotoXY,2
"{doGlide}|literal:userDef|literal:userDef|*",18
sprite:userDef|script|{doWait}|*|literal:userDef|*|*,13
stage:userDef|sprite:userDef|{script}|evaluateCustomBlock:userDef|hide|*,2
"{script}|receiveGo|doSwitchToCostume|*|*",1
"{script}|*|evaluateCustomBlock:userDef|hide",2
sprite:userDef|script|{doGlide}|literal:userDef,6
sprite:userDef|{script}|hide,2
"{doGlide}|*|*|*|literal:userDef",2
script|{doGlide}|literal:userDef|literal:userDef,36
script|{gotoXY}|*|literal:userDef|literal:userDef,2
"{doWait}|*|*|literal:userDef",16
"{gotoXY}|literal:userDef|literal:userDef",4
sprite:userDef|script|{doGlide}|*|literal:userDef,6
"{forward}|*|*|*|literal:userDef",3
"{doGlide}|*|literal:userDef|literal:userDef|literal:userDef",3
"{doWait}|literal:userDef|*|*|*",14
stage:userDef|sprite:userDef|{script}|gotoXY|*|*,1
"{setHeading}|literal:userDef",2
sprite:userDef|script|{doGlide}|*|*|literal:userDef|literal:userDef,17
stage:userDef|sprite:userDef|{script}|*|*|receiveGo|hide,2
sprite:userDef|{script}|*|*|evaluateCustomBlock:userDef|show,3
"{script}|hide|*",4
"{receiveKey}|*|*|literal:userDef|*",1
"{snapshot}|stage:userDef|customBlock:userDef|varDec:userDef",1
