PQGram,Count
"{script}|setEffect|doForever|*|*",1
sprite:userDef|{script}|receiveMessage|hide,2
"{script}|doIfElse",7
"{script}|hide",1
"{script}|show",3
"{receiveMessage}|literal:userDef|*|*|*",28
snapshot|stage:userDef|{sprite:userDef}|script|script|script,5
"{script}|doSwitchToCostume",22
sprite:userDef|script|{receiveMessage}|literal:userDef|*,1
doIfElse|script|{setHeading}|literal:userDef|*|*|*,1
"{script}|*|doGotoObject|bounceOffEdge",1
"{setScale}|*|literal:userDef|*|*",6
script|{doForever}|*|script|*|*,3
script|{doSetVar}|varMenu:userDef|literal:userDef|*|*,17
stage:userDef|sprite:userDef|{script}|receiveMessage,5
doIfElse|{script}|setHeading|forward|*,2
"{reportTouchingObject}|*|*|*|literal:userDef",7
"{doWait}|*|*|*|literal:userDef",10
script|doForever|{script}|*|*|*|setXPosition,1
script|{doIf}|*|*|reportEquals|script,3
"{doForever}|*|*|*|script",6
stage:userDef|sprite:userDef|{script}|*|*|*|receiveMessage,8
script|{gotoXY}|reportRandom,2
doForever|{script}|*|doIfElse|createClone|*,1
setHeading|{reportRandom}|literal:userDef|literal:userDef|*,1
sprite:userDef|script|{receiveOnClone}|*,1
sprite:userDef|script|{doForever}|*|script,1
script|{doSwitchToCostume}|*|*|literal:userDef|*,14
doForever|script|{doIf}|*|reportKeyPressed,4
script|{gotoXY}|literal:userDef|*|*|*,12
"{setHeading}|*|*|*|literal:userDef",5
"{reportDifference}|var:userDef|*|*",1
sprite:userDef|{script}|*|*|*|receiveMessage,23
"{sprite:userDef}|script|script",5
sprite:userDef|{script}|hide|*|*|*,4
"{doIf}|*|reportTouchingObject|script|*",3
script|doIfElse|{script}|setScale|*|*|*,1
script|doIf|{script}|doBroadcast,8
"{script}|doShowVar|show",1
script|gotoXY|{reportRandom}|*|*|literal:userDef|literal:userDef,2
"{script}|*|doWearNextCostume|doWait",4
sprite:userDef|script|{doSetVar}|varMenu:userDef,5
"{doIfElse}|script",16
sprite:userDef|{script}|doWait|show|doForever,1
script|{doSetVar}|literal:userDef|*|*,24
script|doIfElse|{reportTouchingObject}|*|*|literal:userDef|*,4
sprite:userDef|script|{setEffect}|literal:userDef|literal:userDef|*,2
doForever|script|{forward}|literal:userDef,1
script|{doWait}|*|literal:userDef|*,9
script|{receiveMessage}|literal:userDef|*|*,19
script|{doForever}|script|*|*,18
sprite:userDef|{script}|receiveMessage|doWait,1
stage:userDef|sprite:userDef|{script}|receiveMessage|hide,7
"{reportRandom}|literal:userDef",6
"{doIfElse}|script|*|*",8
doUntil|{script}|doIf,1
"{script}|*|changeXPosition|*",1
"{doWait}|literal:userDef|*|*",24
"{doUntil}|reportAnd",3
doForever|script|{forward}|*|*|*|literal:userDef,1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
script|{doForever}|*|*|script|*,15
script|doRepeat|{script}|*|*|*|doBroadcast,1
script|turn|{reportRandom}|*|literal:userDef|literal:userDef,1
doForever|script|{doWait}|*|*|literal:userDef|*,1
doUntil|script|{changeYPosition}|*|reportDifference|*|*,1
stage:userDef|sprite:userDef|{script}|*|receiveMessage,9
doIfElse|{script}|forward|*|*|*,5
snapshot|stage:userDef|{sprite:userDef}|script|*|*|*,11
"{doChangeVar}|literal:userDef|*",3
"{gotoXY}|literal:userDef|*|*|*",4
doForever|{script}|doSwitchToCostume|doWait|*|*,3
script|{doSetVar}|literal:userDef|*,23
doIfElse|script|{setScale}|*|*|literal:userDef,2
"{gotoXY}|literal:userDef",14
"{setEffect}|literal:userDef|literal:userDef|*|*",2
doForever|script|{doSwitchToCostume}|*|*|literal:userDef,2
"{sprite:userDef}|script",22
setHeading|{reportRandom}|literal:userDef|*,1
script|{goToLayer}|*|literal:userDef,3
sprite:userDef|script|{doForever}|*|*|*|script,6
script|{doWait}|literal:userDef|*|*,21
stage:userDef|{sprite:userDef}|script|script|script|*,3
"*|{snapshot}|varDec:userDef|*|*",1
"{script}|*|receiveGo",11
script|{doBroadcast}|literal:userDef|*|*|*,6
script|{setEffect}|var:userDef|*|*,1
script|{changeYPosition}|reportDifference|*,1
"{doForever}|*|script",5
"{doSwitchToCostume}|literal:userDef|*|*|*",2
script|doIfElse|{reportTouchingObject}|*|literal:userDef|*|*,1
reportEquals|{literal:userDef}|*|*|*,1
"{doIfElse}|reportKeyPressed|script",4
script|receiveMessage|{literal:userDef}|*|*|*,1
sprite:userDef|script|{doIf}|reportEquals|script,5
doIfElse|script|{forward}|*|literal:userDef|*|*,5
doIfElse|script|{forward}|literal:userDef,5
doIfElse|script|{goToLayer}|literal:userDef,4
doIfElse|{script}|setHeading|forward,1
sprite:userDef|{script}|doIf|*|*|*,1
doUntil|script|{doIfElse}|script|*,4
"{reportMouseDown}|*|*|*|*",1
"{script}|setHeading|doSetVar|doForever|*",2
"{script}|*|*|receiveMessage|doSwitchToCostume",2
script|{receiveMessage}|*|literal:userDef|*,4
"{script}|*|goToLayer|setScale|*",1
"{sprite:userDef}|script|script|*|*",3
stage:userDef|sprite:userDef|{script}|*|receiveMessage|doIf,3
doForever|script|{doWait}|literal:userDef|*,17
sprite:userDef|{script}|*|*|*|show,1
doIfElse|{reportKeyPressed}|*|*|literal:userDef,2
script|{doWait}|*|literal:userDef|*|*,20
"{turn}|reportRandom",1
"{doBroadcast}|literal:userDef|*|*|*",2
script|doUntil|{reportAnd}|reportTouchingObject|*,4
script|doForever|{script}|doWait|doSwitchToCostume|doWait|doSwitchToCostume,5
