name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.13: [{direction}, *]",0,0.12857142857142856,0,-1.0,-1.0,-1.0
"0.73: [{evaluateCustomBlock:userDef}, *]",1,0.7285714285714285,0.4782608695652174,-1.0,-1.0,-1.0
"0.43: [{getCostumeIdx}, *]",2,0.42857142857142855,0.17391304347826086,-1.0,-1.0,-1.0
"0.11: [{getScale}, *]",3,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.13: [{getTimer}, *]",4,0.12857142857142856,0,-1.0,-1.0,-1.0
"0.59: [{literal:Stage}, *]",5,0.5857142857142857,0.4280936454849498,-1.0,-1.0,-1.0
"0.34: [{literal:all}, *]",6,0.34285714285714286,0.3745819397993311,-1.0,-1.0,-1.0
"0.37: [{literal:back}, *]",7,0.37142857142857144,0.19732441471571907,-1.0,-1.0,-1.0
"0.31: [{literal:brightness}, *]",8,0.3142857142857143,0.1505016722408027,-1.0,-1.0,-1.0
"0.30: [{literal:color}, *]",9,0.3,0.1939799331103679,-1.0,-1.0,-1.0
"0.36: [{literal:down arrow}, *]",10,0.35714285714285715,0.28762541806020064,-1.0,-1.0,-1.0
"0.67: [{literal:ghost}, *]",11,0.6714285714285714,0.3277591973244147,-1.0,-1.0,-1.0
"0.94: [{literal:left arrow}, *]",12,0.9428571428571428,0.3979933110367893,-1.0,-1.0,-1.0
"0.37: [{literal:mouse-pointer}, *]",13,0.37142857142857144,0.2976588628762542,-1.0,-1.0,-1.0
"0.51: [{literal:myself}, *]",14,0.5142857142857142,0.34782608695652173,-1.0,-1.0,-1.0
"0.94: [{literal:right arrow}, *]",15,0.9428571428571428,0.3979933110367893,-1.0,-1.0,-1.0
"0.57: [{literal:space}, *]",16,0.5714285714285714,0.3979933110367893,-1.0,-1.0,-1.0
"0.90: [{literal:up arrow}, *]",17,0.9,0.3311036789297659,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",18,1.0,0.9933110367892977,-1.0,-1.0,-1.0
"0.36: [{reportMouseDown}, *]",19,0.35714285714285715,0.14381270903010032,-1.0,-1.0,-1.0
"0.30: [{reportMouseX}, *]",20,0.3,0.12709030100334448,-1.0,-1.0,-1.0
"0.29: [{reportMouseY}, *]",21,0.2857142857142857,0,-1.0,-1.0,-1.0
"0.60: [{script}, *]",22,0.6,0.48494983277591974,-1.0,-1.0,-1.0
"0.93: [{var:userDef}, *]",23,0.9285714285714286,0.5719063545150501,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",24,0.9857142857142858,0.9364548494983278,-1.0,-1.0,-1.0
"0.63: [{xPosition}, *]",25,0.6285714285714286,0.23076923076923078,-1.0,-1.0,-1.0
"0.69: [{yPosition}, *]",26,0.6857142857142857,0.22408026755852842,-1.0,-1.0,-1.0
"0.13: [script, {bounceOffEdge}, *]",27,0.12857142857142856,0.17391304347826086,-1.0,-1.0,-1.0
"0.14: [script, {clear}, *]",28,0.14285714285714285,0,-1.0,-1.0,-1.0
"0.29: [script, {clearEffects}, *]",29,0.2857142857142857,0.1806020066889632,-1.0,-1.0,-1.0
"0.20: [script, {doResetTimer}, *]",30,0.2,0.10367892976588629,-1.0,-1.0,-1.0
"0.31: [script, {doStopAllSounds}, *]",31,0.3142857142857143,0.19063545150501673,-1.0,-1.0,-1.0
"0.70: [script, {doWearNextCostume}, *]",32,0.7,0.431438127090301,-1.0,-1.0,-1.0
"0.71: [script, {evaluateCustomBlock:userDef}, *]",33,0.7142857142857143,0.451505016722408,-1.0,-1.0,-1.0
"0.11: [reportEquals, {evaluateCustomBlock:userDef}, *]",34,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.36: [reportEquals, {getCostumeIdx}, *]",35,0.35714285714285715,0.14046822742474915,-1.0,-1.0,-1.0
"0.96: [script, {hide}, *]",36,0.9571428571428572,0.7658862876254181,-1.0,-1.0,-1.0
"0.17: [reportAttributeOf, {literal:Stage}, *]",37,0.17142857142857143,0.13377926421404682,-1.0,-1.0,-1.0
"0.21: [reportMonadic, {literal:abs}, *]",38,0.21428571428571427,0,-1.0,-1.0,-1.0
"0.10: [reportKeyPressed, {literal:any key}, *]",39,0.1,0,-1.0,-1.0,-1.0
"0.27: [reportKeyPressed, {literal:down arrow}, *]",40,0.2714285714285714,0.20735785953177258,-1.0,-1.0,-1.0
"0.29: [reportTouchingObject, {literal:edge}, *]",41,0.2857142857142857,0.20066889632107024,-1.0,-1.0,-1.0
"0.86: [reportKeyPressed, {literal:left arrow}, *]",42,0.8571428571428571,0.29431438127090304,-1.0,-1.0,-1.0
"0.30: [reportTouchingObject, {literal:mouse-pointer}, *]",43,0.3,0.19063545150501673,-1.0,-1.0,-1.0
"0.86: [reportKeyPressed, {literal:right arrow}, *]",44,0.8571428571428571,0.29431438127090304,-1.0,-1.0,-1.0
"0.46: [reportKeyPressed, {literal:space}, *]",45,0.45714285714285713,0.20066889632107024,-1.0,-1.0,-1.0
"0.81: [reportKeyPressed, {literal:up arrow}, *]",46,0.8142857142857143,0.2408026755852843,-1.0,-1.0,-1.0
"0.74: [reportProduct, {literal:userDef}, *]",47,0.7428571428571429,0.2508361204013378,-1.0,-1.0,-1.0
"0.43: [reportAttributeOf, {literal:userDef}, *]",48,0.42857142857142855,0.26421404682274247,-1.0,-1.0,-1.0
"0.46: [reportDifference, {literal:userDef}, *]",49,0.45714285714285713,0.21070234113712374,-1.0,-1.0,-1.0
"0.86: [reportTouchingObject, {literal:userDef}, *]",50,0.8571428571428571,0.5016722408026756,-1.0,-1.0,-1.0
"0.51: [reportRandom, {literal:userDef}, *]",51,0.5142857142857142,0.4882943143812709,-1.0,-1.0,-1.0
"0.83: [reportLessThan, {literal:userDef}, *]",52,0.8285714285714286,0.42474916387959866,-1.0,-1.0,-1.0
"0.87: [reportEquals, {literal:userDef}, *]",53,0.8714285714285714,0.4816053511705686,-1.0,-1.0,-1.0
"0.44: [reportTouchingColor, {literal:userDef}, *]",54,0.44285714285714284,0.24414715719063546,-1.0,-1.0,-1.0
"0.14: [reportOr, {literal:userDef}, *]",55,0.14285714285714285,0,-1.0,-1.0,-1.0
"0.11: [reportListItem, {literal:userDef}, *]",56,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.59: [reportKeyPressed, {literal:userDef}, *]",57,0.5857142857142857,0.20735785953177258,-1.0,-1.0,-1.0
"0.33: [reportSum, {literal:userDef}, *]",58,0.32857142857142857,0.1806020066889632,-1.0,-1.0,-1.0
"0.37: [reportQuotient, {literal:userDef}, *]",59,0.37142857142857144,0.15384615384615385,-1.0,-1.0,-1.0
"0.49: [script, {removeClone}, *]",60,0.4857142857142857,0.33444816053511706,-1.0,-1.0,-1.0
"0.11: [reportNot, {reportMouseDown}, *]",61,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.11: [reportOr, {reportMouseDown}, *]",62,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.29: [reportAnd, {reportMouseDown}, *]",63,0.2857142857142857,0,-1.0,-1.0,-1.0
"0.24: [reportLessThan, {reportMouseX}, *]",64,0.24285714285714285,0,-1.0,-1.0,-1.0
"0.19: [reportLessThan, {reportMouseY}, *]",65,0.18571428571428572,0,-1.0,-1.0,-1.0
"0.96: [script, {show}, *]",66,0.9571428571428572,0.7491638795986622,-1.0,-1.0,-1.0
"0.17: [reportMonadic, {var:userDef}, *]",67,0.17142857142857143,0,-1.0,-1.0,-1.0
"0.11: [reportListLength, {var:userDef}, *]",68,0.11428571428571428,0,-1.0,-1.0,-1.0
"0.77: [reportEquals, {var:userDef}, *]",69,0.7714285714285715,0.4080267558528428,-1.0,-1.0,-1.0
"0.34: [reportDifference, {var:userDef}, *]",70,0.34285714285714286,0.12709030100334448,-1.0,-1.0,-1.0
"0.20: [reportLetter, {var:userDef}, *]",71,0.2,0,-1.0,-1.0,-1.0
