name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.11: [{direction}, *]",0,0.109375,0,-1.0,-1.0,-1.0
"0.72: [{evaluateCustomBlock:userDef}, *]",1,0.71875,0.4491803278688525,-1.0,-1.0,-1.0
"0.41: [{getCostumeIdx}, *]",2,0.40625,0.16721311475409836,-1.0,-1.0,-1.0
"0.14: [{getScale}, *]",3,0.140625,0,-1.0,-1.0,-1.0
"0.13: [{getTimer}, *]",4,0.125,0,-1.0,-1.0,-1.0
"0.56: [{literal:Stage}, *]",5,0.5625,0.4065573770491803,-1.0,-1.0,-1.0
"0.36: [{literal:all}, *]",6,0.359375,0.380327868852459,-1.0,-1.0,-1.0
"0.33: [{literal:brightness}, *]",7,0.328125,0.13442622950819672,-1.0,-1.0,-1.0
"0.30: [{literal:color}, *]",8,0.296875,0.1901639344262295,-1.0,-1.0,-1.0
"0.34: [{literal:down arrow}, *]",9,0.34375,0.30491803278688523,-1.0,-1.0,-1.0
"0.63: [{literal:ghost}, *]",10,0.625,0.3081967213114754,-1.0,-1.0,-1.0
"0.91: [{literal:left arrow}, *]",11,0.90625,0.39672131147540984,-1.0,-1.0,-1.0
"0.41: [{literal:mouse-pointer}, *]",12,0.40625,0.28524590163934427,-1.0,-1.0,-1.0
"0.52: [{literal:myself}, *]",13,0.515625,0.35081967213114756,-1.0,-1.0,-1.0
"0.91: [{literal:right arrow}, *]",14,0.90625,0.40327868852459015,-1.0,-1.0,-1.0
"0.55: [{literal:space}, *]",15,0.546875,0.380327868852459,-1.0,-1.0,-1.0
"0.89: [{literal:up arrow}, *]",16,0.890625,0.3377049180327869,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",17,1.0,0.9934426229508196,-1.0,-1.0,-1.0
"0.42: [{reportMouseDown}, *]",18,0.421875,0.14098360655737704,-1.0,-1.0,-1.0
"0.33: [{reportMouseX}, *]",19,0.328125,0.1180327868852459,-1.0,-1.0,-1.0
"0.31: [{reportMouseY}, *]",20,0.3125,0,-1.0,-1.0,-1.0
"0.63: [{script}, *]",21,0.625,0.4524590163934426,-1.0,-1.0,-1.0
"0.92: [{var:userDef}, *]",22,0.921875,0.5737704918032787,-1.0,-1.0,-1.0
"0.59: [{xPosition}, *]",23,0.59375,0.22950819672131148,-1.0,-1.0,-1.0
"0.67: [{yPosition}, *]",24,0.671875,0.21311475409836064,-1.0,-1.0,-1.0
"0.11: [script, {bounceOffEdge}, *]",25,0.109375,0.17704918032786884,-1.0,-1.0,-1.0
"0.17: [script, {clear}, *]",26,0.171875,0,-1.0,-1.0,-1.0
"0.27: [script, {clearEffects}, *]",27,0.265625,0.16065573770491803,-1.0,-1.0,-1.0
"0.30: [script, {doStopAllSounds}, *]",28,0.296875,0.17049180327868851,-1.0,-1.0,-1.0
"0.69: [script, {doWearNextCostume}, *]",29,0.6875,0.4131147540983607,-1.0,-1.0,-1.0
"0.67: [script, {evaluateCustomBlock:userDef}, *]",30,0.671875,0.4163934426229508,-1.0,-1.0,-1.0
"0.34: [reportEquals, {getCostumeIdx}, *]",31,0.34375,0.13114754098360656,-1.0,-1.0,-1.0
"0.14: [reportAttributeOf, {literal:Stage}, *]",32,0.140625,0.12459016393442623,-1.0,-1.0,-1.0
"0.22: [reportMonadic, {literal:abs}, *]",33,0.21875,0,-1.0,-1.0,-1.0
"0.27: [reportKeyPressed, {literal:down arrow}, *]",34,0.265625,0.21639344262295082,-1.0,-1.0,-1.0
"0.25: [reportTouchingObject, {literal:edge}, *]",35,0.25,0.20327868852459016,-1.0,-1.0,-1.0
"0.84: [reportKeyPressed, {literal:left arrow}, *]",36,0.84375,0.29180327868852457,-1.0,-1.0,-1.0
"0.34: [reportTouchingObject, {literal:mouse-pointer}, *]",37,0.34375,0.18032786885245902,-1.0,-1.0,-1.0
"0.84: [reportKeyPressed, {literal:right arrow}, *]",38,0.84375,0.29508196721311475,-1.0,-1.0,-1.0
"0.44: [reportKeyPressed, {literal:space}, *]",39,0.4375,0.19344262295081968,-1.0,-1.0,-1.0
"0.80: [reportKeyPressed, {literal:up arrow}, *]",40,0.796875,0.24262295081967214,-1.0,-1.0,-1.0
