name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.36: [{evaluateCustomBlock:userDef}, *]",0,0.36363636363636365,0.5417867435158501,-1.0,-1.0,-1.0
"0.23: [{literal:color}, *]",1,0.22727272727272727,0.2017291066282421,-1.0,-1.0,-1.0
"0.36: [{literal:down arrow}, *]",2,0.36363636363636365,0.30835734870317005,-1.0,-1.0,-1.0
"0.59: [{literal:left arrow}, *]",3,0.5909090909090909,0.4899135446685879,-1.0,-1.0,-1.0
"0.45: [{literal:mouse-pointer}, *]",4,0.45454545454545453,0.30547550432276654,-1.0,-1.0,-1.0
"0.55: [{literal:right arrow}, *]",5,0.5454545454545454,0.49855907780979825,-1.0,-1.0,-1.0
"0.18: [{literal:space}, *]",6,0.18181818181818182,0.43515850144092216,-1.0,-1.0,-1.0
"0.45: [{literal:up arrow}, *]",7,0.45454545454545453,0.4438040345821326,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",8,1.0,0.9971181556195965,-1.0,-1.0,-1.0
"0.41: [{script}, *]",9,0.4090909090909091,0.5100864553314121,-1.0,-1.0,-1.0
"0.55: [{var:userDef}, *]",10,0.5454545454545454,0.6426512968299711,-1.0,-1.0,-1.0
"0.23: [{xPosition}, *]",11,0.22727272727272727,0.31412103746397696,-1.0,-1.0,-1.0
"0.27: [{yPosition}, *]",12,0.2727272727272727,0.3112391930835735,-1.0,-1.0,-1.0
"0.18: [script, {doStopAllSounds}, *]",13,0.18181818181818182,0.21037463976945245,-1.0,-1.0,-1.0
"0.32: [script, {doWearNextCostume}, *]",14,0.3181818181818182,0.4697406340057637,-1.0,-1.0,-1.0
"0.32: [script, {evaluateCustomBlock:userDef}, *]",15,0.3181818181818182,0.5100864553314121,-1.0,-1.0,-1.0
"0.27: [reportTouchingObject, {literal:edge}, *]",16,0.2727272727272727,0.21037463976945245,-1.0,-1.0,-1.0
"0.36: [reportTouchingColor, {literal:userDef}, *]",17,0.36363636363636365,0.2737752161383285,-1.0,-1.0,-1.0
"0.82: [reportTouchingObject, {literal:userDef}, *]",18,0.8181818181818182,0.5590778097982709,-1.0,-1.0,-1.0
"0.23: [reportProduct, {literal:userDef}, *]",19,0.22727272727272727,0.34870317002881845,-1.0,-1.0,-1.0
"0.27: [reportLessThan, {literal:userDef}, *]",20,0.2727272727272727,0.521613832853026,-1.0,-1.0,-1.0
"0.36: [reportEquals, {literal:userDef}, *]",21,0.36363636363636365,0.5648414985590778,-1.0,-1.0,-1.0
"0.23: [script, {removeClone}, *]",22,0.22727272727272727,0.3746397694524496,-1.0,-1.0,-1.0
"0.23: [reportLessThan, {var:userDef}, *]",23,0.22727272727272727,0.4755043227665706,-1.0,-1.0,-1.0
"0.27: [reportEquals, {var:userDef}, *]",24,0.2727272727272727,0.4812680115273775,-1.0,-1.0,-1.0
"0.23: [reportProduct, {var:userDef}, *]",25,0.22727272727272727,0.3025936599423631,-1.0,-1.0,-1.0
"0.23: [doForever, script, {doWearNextCostume}, *]",26,0.22727272727272727,0.11815561959654179,-1.0,-1.0,-1.0
"0.27: [sprite:userDef, script, {evaluateCustomBlock:userDef}, *]",27,0.2727272727272727,0.4092219020172911,-1.0,-1.0,-1.0
"0.73: [sprite:userDef, script, {hide}, *]",28,0.7272727272727273,0.760806916426513,-1.0,-1.0,-1.0
"0.36: [doIf, script, {hide}, *]",29,0.36363636363636365,0.3746397694524496,-1.0,-1.0,-1.0
"0.45: [script, doTellTo, {list}, *]",30,0.45454545454545453,0.40057636887608067,-1.0,-1.0,-1.0
"0.45: [doTellTo, reifyScript, {list}, *]",31,0.45454545454545453,0.40057636887608067,-1.0,-1.0,-1.0
"0.45: [script, doTellTo, {literal:Stage}, *]",32,0.45454545454545453,0.40057636887608067,-1.0,-1.0,-1.0
"0.18: [doIf, reportTouchingObject, {literal:edge}, *]",33,0.18181818181818182,0,-1.0,-1.0,-1.0
"0.23: [script, goToLayer, {literal:front}, *]",34,0.22727272727272727,0.43515850144092216,-1.0,-1.0,-1.0
"0.14: [script, receiveKey, {literal:left arrow}, *]",35,0.13636363636363635,0,-1.0,-1.0,-1.0
"0.23: [script, receiveInteraction, {literal:pressed}, *]",36,0.22727272727272727,0.3688760806916426,-1.0,-1.0,-1.0
"0.14: [script, receiveKey, {literal:right arrow}, *]",37,0.13636363636363635,0.1037463976945245,-1.0,-1.0,-1.0
"0.14: [script, receiveKey, {literal:space}, *]",38,0.13636363636363635,0.21613832853025935,-1.0,-1.0,-1.0
"0.77: [script, gotoXY, {literal:userDef}, *]",39,0.7727272727272727,0.7809798270893372,-1.0,-1.0,-1.0
"0.18: [doIf, reportKeyPressed, {literal:userDef}, *]",40,0.18181818181818182,0.1585014409221902,-1.0,-1.0,-1.0
"0.14: [changeXPosition, reportProduct, {literal:userDef}, *]",41,0.13636363636363635,0.1440922190201729,-1.0,-1.0,-1.0
"0.50: [script, receiveMessage, {literal:userDef}, *]",42,0.5,0.6340057636887608,-1.0,-1.0,-1.0
"0.18: [script, doRepeat, {literal:userDef}, *]",43,0.18181818181818182,0.6023054755043228,-1.0,-1.0,-1.0
"0.77: [doIf, reportTouchingObject, {literal:userDef}, *]",44,0.7727272727272727,0.4697406340057637,-1.0,-1.0,-1.0
"0.64: [script, forward, {literal:userDef}, *]",45,0.6363636363636364,0.3804034582132565,-1.0,-1.0,-1.0
"0.27: [script, doGotoObject, {literal:userDef}, *]",46,0.2727272727272727,0.1844380403458213,-1.0,-1.0,-1.0
"0.14: [reportOr, reportEquals, {literal:userDef}, *]",47,0.13636363636363635,0.2276657060518732,-1.0,-1.0,-1.0
"0.23: [reportOr, reportTouchingObject, {literal:userDef}, *]",48,0.22727272727272727,0.19596541786743515,-1.0,-1.0,-1.0
"0.77: [script, doSwitchToCostume, {literal:userDef}, *]",49,0.7727272727272727,0.8270893371757925,-1.0,-1.0,-1.0
"0.55: [script, doPlaySoundUntilDone, {literal:userDef}, *]",50,0.5454545454545454,0.5734870317002881,-1.0,-1.0,-1.0
"0.18: [script, setXPosition, {literal:userDef}, *]",51,0.18181818181818182,0.138328530259366,-1.0,-1.0,-1.0
"0.18: [gotoXY, reportRandom, {literal:userDef}, *]",52,0.18181818181818182,0.21037463976945245,-1.0,-1.0,-1.0
"0.14: [script, setEffect, {literal:userDef}, *]",53,0.13636363636363635,0.3804034582132565,-1.0,-1.0,-1.0
"0.27: [script, doGlide, {literal:userDef}, *]",54,0.2727272727272727,0.35446685878962536,-1.0,-1.0,-1.0
"0.45: [script, changeYPosition, {literal:userDef}, *]",55,0.45454545454545453,0.4755043227665706,-1.0,-1.0,-1.0
"0.14: [script, doSayFor, {literal:userDef}, *]",56,0.13636363636363635,0.2824207492795389,-1.0,-1.0,-1.0
"0.18: [doIf, reportEquals, {literal:userDef}, *]",57,0.18181818181818182,0.4755043227665706,-1.0,-1.0,-1.0
"0.14: [setHeading, reportRandom, {literal:userDef}, *]",58,0.13636363636363635,0.10086455331412104,-1.0,-1.0,-1.0
"0.14: [changeYPosition, reportProduct, {literal:userDef}, *]",59,0.13636363636363635,0.13544668587896252,-1.0,-1.0,-1.0
"0.77: [script, doChangeVar, {literal:userDef}, *]",60,0.7727272727272727,0.6743515850144092,-1.0,-1.0,-1.0
"0.23: [doIf, reportLessThan, {literal:userDef}, *]",61,0.22727272727272727,0.3573487031700288,-1.0,-1.0,-1.0
"0.59: [script, setHeading, {literal:userDef}, *]",62,0.5909090909090909,0.45821325648414984,-1.0,-1.0,-1.0
"0.23: [script, turn, {literal:userDef}, *]",63,0.22727272727272727,0.2910662824207493,-1.0,-1.0,-1.0
"0.36: [script, changeXPosition, {literal:userDef}, *]",64,0.36363636363636365,0.4265129682997118,-1.0,-1.0,-1.0
"0.86: [script, doSetVar, {literal:userDef}, *]",65,0.8636363636363636,0.7060518731988472,-1.0,-1.0,-1.0
"0.14: [script, receiveKey, {literal:userDef}, *]",66,0.13636363636363635,0.1844380403458213,-1.0,-1.0,-1.0
"0.50: [script, doBroadcast, {literal:userDef}, *]",67,0.5,0.6340057636887608,-1.0,-1.0,-1.0
"0.95: [script, doWait, {literal:userDef}, *]",68,0.9545454545454546,0.7982708933717579,-1.0,-1.0,-1.0
"1.00: [sprite:userDef, script, {receiveGo}, *]",69,1.0,0.962536023054755,-1.0,-1.0,-1.0
"0.23: [sprite:userDef, script, {receiveOnClone}, *]",70,0.22727272727272727,0.39481268011527376,-1.0,-1.0,-1.0
