name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.15: [{direction}, *]",0,0.14563106796116504,0,-1.0,-1.0,-1.0
"0.52: [{evaluateCustomBlock:userDef}, *]",1,0.5242718446601942,0.5150375939849624,-1.0,-1.0,-1.0
"0.22: [{getCostumeIdx}, *]",2,0.22330097087378642,0.22932330827067668,-1.0,-1.0,-1.0
"0.13: [{getTimer}, *]",3,0.1262135922330097,0,-1.0,-1.0,-1.0
"0.46: [{literal:Stage}, *]",4,0.4563106796116505,0.4398496240601504,-1.0,-1.0,-1.0
"0.52: [{literal:all}, *]",5,0.5242718446601942,0.3157894736842105,-1.0,-1.0,-1.0
"0.17: [{literal:back}, *]",6,0.1650485436893204,0.2593984962406015,-1.0,-1.0,-1.0
"0.26: [{literal:color}, *]",7,0.2621359223300971,0.19172932330827067,-1.0,-1.0,-1.0
"0.40: [{literal:down arrow}, *]",8,0.39805825242718446,0.2669172932330827,-1.0,-1.0,-1.0
"0.39: [{literal:ghost}, *]",9,0.3883495145631068,0.39473684210526316,-1.0,-1.0,-1.0
"0.63: [{literal:left arrow}, *]",10,0.6310679611650486,0.4323308270676692,-1.0,-1.0,-1.0
"0.40: [{literal:mouse-pointer}, *]",11,0.39805825242718446,0.2819548872180451,-1.0,-1.0,-1.0
"0.45: [{literal:myself}, *]",12,0.44660194174757284,0.37218045112781956,-1.0,-1.0,-1.0
"0.63: [{literal:right arrow}, *]",13,0.6310679611650486,0.4398496240601504,-1.0,-1.0,-1.0
"0.50: [{literal:space}, *]",14,0.49514563106796117,0.38345864661654133,-1.0,-1.0,-1.0
"0.54: [{literal:up arrow}, *]",15,0.5436893203883495,0.40225563909774437,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",16,1.0,0.9924812030075187,-1.0,-1.0,-1.0
"0.19: [{reportMouseDown}, *]",17,0.1941747572815534,0.19172932330827067,-1.0,-1.0,-1.0
"0.17: [{reportMouseX}, *]",18,0.1650485436893204,0.15413533834586465,-1.0,-1.0,-1.0
"0.12: [{reportMouseY}, *]",19,0.11650485436893204,0.12781954887218044,-1.0,-1.0,-1.0
"0.49: [{script}, *]",20,0.4854368932038835,0.5,-1.0,-1.0,-1.0
"0.83: [{var:userDef}, *]",21,0.8252427184466019,0.5977443609022557,-1.0,-1.0,-1.0
"1.00: [{varMenu:userDef}, *]",22,1.0,0.6578947368421053,-1.0,-1.0,-1.0
"0.36: [{xPosition}, *]",23,0.3592233009708738,0.3007518796992481,-1.0,-1.0,-1.0
"0.35: [{yPosition}, *]",24,0.34951456310679613,0.31203007518796994,-1.0,-1.0,-1.0
"0.32: [script, {bounceOffEdge}, *]",25,0.32038834951456313,0.11654135338345864,-1.0,-1.0,-1.0
"0.20: [script, {clearEffects}, *]",26,0.20388349514563106,0.20300751879699247,-1.0,-1.0,-1.0
"0.14: [script, {doResetTimer}, *]",27,0.13592233009708737,0.10902255639097744,-1.0,-1.0,-1.0
"0.23: [script, {doStopAllSounds}, *]",28,0.23300970873786409,0.20300751879699247,-1.0,-1.0,-1.0
"0.44: [script, {doWearNextCostume}, *]",29,0.4368932038834951,0.5037593984962406,-1.0,-1.0,-1.0
"0.49: [script, {evaluateCustomBlock:userDef}, *]",30,0.4854368932038835,0.4924812030075188,-1.0,-1.0,-1.0
"0.19: [reportEquals, {getCostumeIdx}, *]",31,0.1941747572815534,0.18045112781954886,-1.0,-1.0,-1.0
"0.82: [script, {hide}, *]",32,0.8155339805825242,0.7819548872180451,-1.0,-1.0,-1.0
"0.19: [reportAttributeOf, {literal:Stage}, *]",33,0.1941747572815534,0.11654135338345864,-1.0,-1.0,-1.0
"0.11: [reportMonadic, {literal:abs}, *]",34,0.10679611650485436,0,-1.0,-1.0,-1.0
"0.34: [reportKeyPressed, {literal:down arrow}, *]",35,0.33980582524271846,0.18045112781954886,-1.0,-1.0,-1.0
"0.40: [reportTouchingObject, {literal:edge}, *]",36,0.39805825242718446,0.14661654135338345,-1.0,-1.0,-1.0
"0.57: [reportKeyPressed, {literal:left arrow}, *]",37,0.5728155339805825,0.33458646616541354,-1.0,-1.0,-1.0
"0.24: [reportTouchingObject, {literal:mouse-pointer}, *]",38,0.24271844660194175,0.20676691729323307,-1.0,-1.0,-1.0
"0.57: [reportKeyPressed, {literal:right arrow}, *]",39,0.5728155339805825,0.3383458646616541,-1.0,-1.0,-1.0
"0.34: [reportKeyPressed, {literal:space}, *]",40,0.33980582524271846,0.19548872180451127,-1.0,-1.0,-1.0
"0.48: [reportKeyPressed, {literal:up arrow}, *]",41,0.47572815533980584,0.3082706766917293,-1.0,-1.0,-1.0
"0.32: [reportProduct, {literal:userDef}, *]",42,0.32038834951456313,0.3609022556390977,-1.0,-1.0,-1.0
"0.36: [reportAttributeOf, {literal:userDef}, *]",43,0.3592233009708738,0.2593984962406015,-1.0,-1.0,-1.0
"0.29: [reportDifference, {literal:userDef}, *]",44,0.2912621359223301,0.24812030075187969,-1.0,-1.0,-1.0
"0.90: [reportTouchingObject, {literal:userDef}, *]",45,0.9029126213592233,0.44360902255639095,-1.0,-1.0,-1.0
"0.63: [reportRandom, {literal:userDef}, *]",46,0.6310679611650486,0.462406015037594,-1.0,-1.0,-1.0
"0.65: [reportLessThan, {literal:userDef}, *]",47,0.6504854368932039,0.462406015037594,-1.0,-1.0,-1.0
