name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.57: [{evaluateCustomBlock:userDef}, *]",0,0.5739644970414202,0.45,-1.0,-1.0,-1.0
"0.24: [{getCostumeIdx}, *]",1,0.23668639053254437,0.205,-1.0,-1.0,-1.0
"0.50: [{literal:Stage}, *]",2,0.4970414201183432,0.375,-1.0,-1.0,-1.0
"0.44: [{literal:all}, *]",3,0.4437869822485207,0.33,-1.0,-1.0,-1.0
"0.25: [{literal:back}, *]",4,0.2485207100591716,0.215,-1.0,-1.0,-1.0
"0.20: [{literal:brightness}, *]",5,0.1952662721893491,0.165,-1.0,-1.0,-1.0
"0.19: [{literal:color}, *]",6,0.1893491124260355,0.2,-1.0,-1.0,-1.0
"0.54: [{literal:down arrow}, *]",7,0.5443786982248521,0.11,-1.0,-1.0,-1.0
"0.46: [{literal:ghost}, *]",8,0.46153846153846156,0.31,-1.0,-1.0,-1.0
"0.90: [{literal:left arrow}, *]",9,0.8994082840236687,0.14,-1.0,-1.0,-1.0
"0.30: [{literal:mouse-pointer}, *]",10,0.2958579881656805,0.325,-1.0,-1.0,-1.0
"0.91: [{literal:right arrow}, *]",11,0.9053254437869822,0.15,-1.0,-1.0,-1.0
"0.53: [{literal:space}, *]",12,0.5266272189349113,0.305,-1.0,-1.0,-1.0
"0.80: [{literal:up arrow}, *]",13,0.7988165680473372,0.135,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",14,1.0,0.99,-1.0,-1.0,-1.0
"0.21: [{reportMouseDown}, *]",15,0.21301775147928995,0.165,-1.0,-1.0,-1.0
"0.15: [{reportMouseX}, *]",16,0.14792899408284024,0.165,-1.0,-1.0,-1.0
"0.13: [{reportMouseY}, *]",17,0.1301775147928994,0.125,-1.0,-1.0,-1.0
"0.49: [{script}, *]",18,0.4911242603550296,0.46,-1.0,-1.0,-1.0
"0.78: [{var:userDef}, *]",19,0.7751479289940828,0.545,-1.0,-1.0,-1.0
"0.97: [{varDec:userDef}, *]",20,0.9704142011834319,0.9,-1.0,-1.0,-1.0
"0.41: [{xPosition}, *]",21,0.41420118343195267,0.21,-1.0,-1.0,-1.0
"0.43: [{yPosition}, *]",22,0.4319526627218935,0.205,-1.0,-1.0,-1.0
"0.17: [script, {bounceOffEdge}, *]",23,0.17159763313609466,0.185,-1.0,-1.0,-1.0
"0.19: [script, {clearEffects}, *]",24,0.1893491124260355,0.195,-1.0,-1.0,-1.0
"0.15: [script, {doResetTimer}, *]",25,0.14792899408284024,0,-1.0,-1.0,-1.0
"0.23: [script, {doStopAllSounds}, *]",26,0.23076923076923078,0.185,-1.0,-1.0,-1.0
"0.51: [script, {doWearNextCostume}, *]",27,0.514792899408284,0.43,-1.0,-1.0,-1.0
"0.54: [script, {evaluateCustomBlock:userDef}, *]",28,0.5443786982248521,0.415,-1.0,-1.0,-1.0
"0.20: [reportEquals, {getCostumeIdx}, *]",29,0.1952662721893491,0.165,-1.0,-1.0,-1.0
"0.85: [script, {hide}, *]",30,0.8461538461538461,0.73,-1.0,-1.0,-1.0
"0.18: [reportAttributeOf, {literal:Stage}, *]",31,0.17751479289940827,0,-1.0,-1.0,-1.0
"0.10: [reportMonadic, {literal:abs}, *]",32,0.10059171597633136,0,-1.0,-1.0,-1.0
"0.42: [reportKeyPressed, {literal:down arrow}, *]",33,0.42011834319526625,0,-1.0,-1.0,-1.0
"0.34: [reportTouchingObject, {literal:edge}, *]",34,0.33727810650887574,0.11,-1.0,-1.0,-1.0
"0.76: [reportKeyPressed, {literal:left arrow}, *]",35,0.757396449704142,0,-1.0,-1.0,-1.0
"0.22: [reportTouchingObject, {literal:mouse-pointer}, *]",36,0.22485207100591717,0.2,-1.0,-1.0,-1.0
"0.76: [reportKeyPressed, {literal:right arrow}, *]",37,0.757396449704142,0,-1.0,-1.0,-1.0
"0.37: [reportKeyPressed, {literal:space}, *]",38,0.3668639053254438,0.14,-1.0,-1.0,-1.0
"0.66: [reportKeyPressed, {literal:up arrow}, *]",39,0.6627218934911243,0,-1.0,-1.0,-1.0
"0.44: [reportProduct, {literal:userDef}, *]",40,0.4378698224852071,0.26,-1.0,-1.0,-1.0
"0.34: [reportAttributeOf, {literal:userDef}, *]",41,0.33727810650887574,0.235,-1.0,-1.0,-1.0
"0.27: [reportDifference, {literal:userDef}, *]",42,0.27218934911242604,0.235,-1.0,-1.0,-1.0
"0.84: [reportTouchingObject, {literal:userDef}, *]",43,0.8402366863905325,0.355,-1.0,-1.0,-1.0
"0.56: [reportRandom, {literal:userDef}, *]",44,0.5621301775147929,0.465,-1.0,-1.0,-1.0
"0.67: [reportLessThan, {literal:userDef}, *]",45,0.6686390532544378,0.36,-1.0,-1.0,-1.0
"0.66: [reportEquals, {literal:userDef}, *]",46,0.6627218934911243,0.465,-1.0,-1.0,-1.0
"0.41: [reportTouchingColor, {literal:userDef}, *]",47,0.40828402366863903,0.19,-1.0,-1.0,-1.0
"0.49: [reportKeyPressed, {literal:userDef}, *]",48,0.48520710059171596,0.12,-1.0,-1.0,-1.0
"0.22: [reportSum, {literal:userDef}, *]",49,0.21893491124260356,0.2,-1.0,-1.0,-1.0
"0.20: [reportQuotient, {literal:userDef}, *]",50,0.20118343195266272,0.19,-1.0,-1.0,-1.0
